"","variable.rounded","freq","percentage"
"1",-14,1,0
"2",-13,2,0
"3",-11,1,0
"4",-10,2,0
"5",-9,3,0
"6",-8,10,0.2
"7",-7,22,0.4
"8",-6,33,0.5
"9",-5,52,0.8
"10",-4,95,1.6
"11",-3,201,3.3
"12",-2,406,6.6
"13",-1,848,13.9
"14",0,1220,19.9
"15",1,1169,19.1
"16",2,871,14.2
"17",3,569,9.3
"18",4,284,4.6
"19",5,138,2.3
"20",6,75,1.2
"21",7,46,0.8
"22",8,24,0.4
"23",9,25,0.4
"24",10,8,0.1
"25",11,8,0.1
"26",12,4,0.1
"27",13,1,0
"28",14,2,0
