"","date","ID_1","t2m"
"1","2013-01-01",1,3.02
"2","2013-01-01",2,8.26
"3","2013-01-01",3,5.31
"4","2013-01-01",4,7.32
"5","2013-01-01",5,8.8
"6","2013-01-01",6,6.28
"7","2013-01-01",7,9.19
"8","2013-01-01",8,7.98
"9","2013-01-01",9,6.5
"10","2013-01-01",10,5.52
"11","2013-01-01",11,4.61
"12","2013-01-01",12,8.27
"13","2013-01-01",13,5.63
"14","2013-01-01",14,6.44
"15","2013-01-01",15,5.4
"16","2013-01-01",16,5.94
"17","2013-01-01",17,8.45
"18","2013-01-01",18,9.61
"19","2013-01-01",19,7.59
"20","2013-01-01",20,8.92
"21","2013-01-01",21,2.14
"22","2013-01-01",22,1.55
"23","2013-01-02",1,2.81
"24","2013-01-02",2,5.9
"25","2013-01-02",3,2.2
"26","2013-01-02",4,2.53
"27","2013-01-02",5,4.47
"28","2013-01-02",6,2.45
"29","2013-01-02",7,5.58
"30","2013-01-02",8,2.47
"31","2013-01-02",9,2.03
"32","2013-01-02",10,8.45
"33","2013-01-02",11,2.84
"34","2013-01-02",12,4.38
"35","2013-01-02",13,5.04
"36","2013-01-02",14,2.4
"37","2013-01-02",15,1.48
"38","2013-01-02",16,4.31
"39","2013-01-02",17,4.07
"40","2013-01-02",18,3.71
"41","2013-01-02",19,3.12
"42","2013-01-02",20,3.39
"43","2013-01-02",21,2.7
"44","2013-01-02",22,2.61
"45","2013-01-03",1,-0.31
"46","2013-01-03",2,4.66
"47","2013-01-03",3,0.1
"48","2013-01-03",4,6.73
"49","2013-01-03",5,9.71
"50","2013-01-03",6,2.4
"51","2013-01-03",7,9.32
"52","2013-01-03",8,6.07
"53","2013-01-03",9,4.41
"54","2013-01-03",10,8.19
"55","2013-01-03",11,-0.98
"56","2013-01-03",12,9.29
"57","2013-01-03",13,1.95
"58","2013-01-03",14,2.44
"59","2013-01-03",15,2.08
"60","2013-01-03",16,1.4
"61","2013-01-03",17,8.55
"62","2013-01-03",18,8.5
"63","2013-01-03",19,7.3
"64","2013-01-03",20,6.15
"65","2013-01-03",21,-0.12
"66","2013-01-03",22,-2.49
"67","2013-01-04",1,4.43
"68","2013-01-04",2,6.76
"69","2013-01-04",3,5.11
"70","2013-01-04",4,9.28
"71","2013-01-04",5,9.58
"72","2013-01-04",6,6.34
"73","2013-01-04",7,9.38
"74","2013-01-04",8,8.84
