"","date","ID_1","t2m"
"1","2014-01-01",1,2.14
"2","2014-01-01",2,8.1
"3","2014-01-01",3,5.61
"4","2014-01-01",4,6.37
"5","2014-01-01",5,6.46
"6","2014-01-01",6,6.32
"7","2014-01-01",7,7.85
"8","2014-01-01",8,6.91
"9","2014-01-01",9,6.44
"10","2014-01-01",10,4.16
"11","2014-01-01",11,4.58
"12","2014-01-01",12,5.45
"13","2014-01-01",13,4.75
"14","2014-01-01",14,6.55
"15","2014-01-01",15,4.96
"16","2014-01-01",16,5.01
"17","2014-01-01",17,5.95
"18","2014-01-01",18,6.62
"19","2014-01-01",19,6.19
"20","2014-01-01",20,6.88
"21","2014-01-01",21,0.8
"22","2014-01-01",22,1.82
"23","2014-01-02",1,5.28
"24","2014-01-02",2,10.58
"25","2014-01-02",3,7.38
"26","2014-01-02",4,10.19
"27","2014-01-02",5,9.63
"28","2014-01-02",6,9.03
"29","2014-01-02",7,9.66
"30","2014-01-02",8,10.19
"31","2014-01-02",9,8.81
"32","2014-01-02",10,8.91
"33","2014-01-02",11,7.9
"34","2014-01-02",12,10.32
"35","2014-01-02",13,7.82
"36","2014-01-02",14,7.88
"37","2014-01-02",15,8.53
"38","2014-01-02",16,7.79
"39","2014-01-02",17,10.17
"40","2014-01-02",18,10.6
"41","2014-01-02",19,9.89
"42","2014-01-02",20,10.51
"43","2014-01-02",21,5.01
"44","2014-01-02",22,4.27
"45","2014-01-03",1,4.6
"46","2014-01-03",2,11.04
"47","2014-01-03",3,6.19
"48","2014-01-03",4,8.93
"49","2014-01-03",5,10.1
"50","2014-01-03",6,6.83
"51","2014-01-03",7,11.26
"52","2014-01-03",8,9.3
"53","2014-01-03",9,7.14
"54","2014-01-03",10,10.53
"55","2014-01-03",11,5.58
"56","2014-01-03",12,9.54
"57","2014-01-03",13,7.32
"58","2014-01-03",14,8.77
"59","2014-01-03",15,6.2
"60","2014-01-03",16,8.58
"61","2014-01-03",17,8.67
"62","2014-01-03",18,10.91
"63","2014-01-03",19,8.74
"64","2014-01-03",20,10.59
"65","2014-01-03",21,2.39
"66","2014-01-03",22,2.02
"67","2014-01-04",1,8.18
"68","2014-01-04",2,9.29
"69","2014-01-04",3,5.25
"70","2014-01-04",4,7.34
"71","2014-01-04",5,8.29
"72","2014-01-04",6,7.17
"73","2014-01-04",7,9.65
"74","2014-01-04",8,7.57
"75","2014-01-04",9,7.17
"76","2014-01-04",10,10.63
"77","2014-01-04",11,7.82
"78","2014-01-04",12,7.89
"79","2014-01-04",13,8.65
"80","2014-01-04",14,6.98
"81","2014-01-04",15,7.53
"82","2014-01-04",16,7.67
"83","2014-01-04",17,8.04
"84","2014-01-04",18,9.18
