"","date","ID_1","t2m"
"1","2016-01-01",1,5.42
"2","2016-01-01",2,4.75
"3","2016-01-01",3,2.83
"4","2016-01-01",4,6.15
"5","2016-01-01",5,5.99
"6","2016-01-01",6,3.67
"7","2016-01-01",7,5.14
"8","2016-01-01",8,5.38
"9","2016-01-01",9,4.64
"10","2016-01-01",10,9.08
"11","2016-01-01",11,6.01
"12","2016-01-01",12,7.14
"13","2016-01-01",13,7.4
"14","2016-01-01",14,4.46
"15","2016-01-01",15,4.05
"16","2016-01-01",16,5.14
"17","2016-01-01",17,7.43
"18","2016-01-01",18,7.43
"19","2016-01-01",19,6.9
"20","2016-01-01",20,5.76
"21","2016-01-01",21,5.36
"22","2016-01-01",22,4.43
"23","2016-01-02",1,3.14
"24","2016-01-02",2,11.91
"25","2016-01-02",3,8.34
"26","2016-01-02",4,7.16
"27","2016-01-02",5,9.56
"28","2016-01-02",6,7.78
"29","2016-01-02",7,10.31
"30","2016-01-02",8,9.03
"31","2016-01-02",9,6.18
"32","2016-01-02",10,10.62
"33","2016-01-02",11,5.49
"34","2016-01-02",12,7.6
"35","2016-01-02",13,9.5
"36","2016-01-02",14,9.72
"37","2016-01-02",15,4.2
"38","2016-01-02",16,10
"39","2016-01-02",17,7.04
"40","2016-01-02",18,10.73
"41","2016-01-02",19,6.64
"42","2016-01-02",20,11.27
"43","2016-01-02",21,6.34
"44","2016-01-02",22,5.33
"45","2016-01-03",1,5.87
"46","2016-01-03",2,6.39
"47","2016-01-03",3,4.56
"48","2016-01-03",4,7.25
"49","2016-01-03",5,6.79
"50","2016-01-03",6,6.4
"51","2016-01-03",7,7.76
"52","2016-01-03",8,6.35
"53","2016-01-03",9,6.9
"54","2016-01-03",10,10.37
"55","2016-01-03",11,5.07
"56","2016-01-03",12,7.31
"57","2016-01-03",13,5.01
"58","2016-01-03",14,5.1
"59","2016-01-03",15,6.06
"60","2016-01-03",16,3.84
"61","2016-01-03",17,8.82
"62","2016-01-03",18,7.01
"63","2016-01-03",19,7.72
"64","2016-01-03",20,6.72
"65","2016-01-03",21,3.07
"66","2016-01-03",22,2.65
"67","2016-01-04",1,3.72
"68","2016-01-04",2,10.32
"69","2016-01-04",3,6.2
"70","2016-01-04",4,7.27
"71","2016-01-04",5,7.14
"72","2016-01-04",6,7.37
"73","2016-01-04",7,7.93
"74","2016-01-04",8,7.9
"75","2016-01-04",9,6.39
"76","2016-01-04",10,8.98
"77","2016-01-04",11,4.42
"78","2016-01-04",12,7.02
"79","2016-01-04",13,6.81
