"","full_name","variable.rounded","freq","percentage"
"1","Alabama",-7,1,0.2
"2","Alabama",-6,1,0.2
"3","Alabama",-5,1,0.2
"4","Alabama",-4,6,1.4
"5","Alabama",-3,9,2
"6","Alabama",-2,38,8.6
"7","Alabama",-1,62,14
"8","Alabama",0,89,20
"9","Alabama",1,102,23
"10","Alabama",2,67,15.1
"11","Alabama",3,37,8.3
"12","Alabama",4,18,4.1
"13","Alabama",5,10,2.3
"14","Alabama",6,3,0.7
"15","Alaska",-7,4,0.9
"16","Alaska",-6,8,1.8
"17","Alaska",-5,8,1.8
"18","Alaska",-4,7,1.6
"19","Alaska",-3,16,3.6
"20","Alaska",-2,25,5.6
"21","Alaska",-1,46,10.4
"22","Alaska",0,82,18.5
"23","Alaska",1,83,18.7
"24","Alaska",2,54,12.2
"25","Alaska",3,24,5.4
"26","Alaska",4,25,5.6
"27","Alaska",5,10,2.3
"28","Alaska",6,11,2.5
"29","Alaska",7,11,2.5
"30","Alaska",8,10,2.3
"31","Alaska",9,8,1.8
"32","Alaska",10,4,0.9
"33","Alaska",11,2,0.5
"34","Alaska",12,1,0.2
"35","Alaska",13,3,0.7
"36","Alaska",16,1,0.2
"37","Alaska",17,1,0.2
"38","Arizona",-5,1,0.2
"39","Arizona",-4,9,2
"40","Arizona",-3,12,2.7
"41","Arizona",-2,35,7.9
"42","Arizona",-1,65,14.6
"43","Arizona",0,84,18.9
"44","Arizona",1,85,19.1
"45","Arizona",2,78,17.6
"46","Arizona",3,47,10.6
"47","Arizona",4,17,3.8
"48","Arizona",5,11,2.5
"49","Arkansas",-10,1,0.2
"50","Arkansas",-8,1,0.2
"51","Arkansas",-6,2,0.5
"52","Arkansas",-5,4,0.9
"53","Arkansas",-4,10,2.3
"54","Arkansas",-3,23,5.2
"55","Arkansas",-2,28,6.3
"56","Arkansas",-1,63,14.2
"57","Arkansas",0,77,17.3
"58","Arkansas",1,83,18.7
"59","Arkansas",2,69,15.5
"60","Arkansas",3,35,7.9
"61","Arkansas",4,29,6.5
"62","Arkansas",5,15,3.4
"63","Arkansas",6,3,0.7
"64","Arkansas",7,1,0.2
"65","California",-5,1,0.2
"66","California",-4,2,0.5
"67","California",-3,10,2.3
"68","California",-2,33,7.4
"69","California",-1,53,11.9
"70","California",0,97,21.8
"71","California",1,111,25
"72","California",2,78,17.6
"73","California",3,39,8.8
"74","California",4,15,3.4
"75","California",5,5,1.1
"76","Colorado",-11,1,0.2
"77","Colorado",-9,1,0.2
"78","Colorado",-8,1,0.2
"79","Colorado",-7,2,0.5
"80","Colorado",-6,4,0.9
"81","Colorado",-5,4,0.9
"82","Colorado",-4,11,2.5
"83","Colorado",-3,20,4.5
"84","Colorado",-2,39,8.8
"85","Colorado",-1,42,9.5
"86","Colorado",0,62,14
"87","Colorado",1,85,19.1
"88","Colorado",2,79,17.8
"89","Colorado",3,48,10.8
"90","Colorado",4,21,4.7
"91","Colorado",5,18,4.1
"92","Colorado",6,6,1.4
"93","Connecticut",-9,1,0.2
"94","Connecticut",-6,2,0.5
"95","Connecticut",-5,3,0.7
"96","Connecticut",-4,8,1.8
