"","full_name","variable.rounded","freq","percentage"
"1","Alabama",0,152,34.2
"2","Alabama",1,45,10.1
"3","Alabama",2,36,8.1
"4","Alabama",3,41,9.2
"5","Alabama",4,36,8.1
"6","Alabama",5,29,6.5
"7","Alabama",6,28,6.3
"8","Alabama",7,26,5.9
"9","Alabama",8,23,5.2
"10","Alabama",9,12,2.7
"11","Alabama",10,7,1.6
"12","Alabama",11,6,1.4
"13","Alabama",12,1,0.2
"14","Alabama",13,1,0.2
"15","Alabama",15,1,0.2
"16","Alaska",0,182,41
"17","Alaska",1,92,20.7
"18","Alaska",2,39,8.8
"19","Alaska",3,34,7.7
"20","Alaska",4,26,5.9
"21","Alaska",5,26,5.9
"22","Alaska",6,18,4.1
"23","Alaska",7,15,3.4
"24","Alaska",8,7,1.6
"25","Alaska",9,2,0.5
"26","Alaska",10,2,0.5
"27","Alaska",11,1,0.2
"28","Arizona",0,268,60.4
"29","Arizona",1,123,27.7
"30","Arizona",2,35,7.9
"31","Arizona",3,16,3.6
"32","Arizona",4,2,0.5
"33","Arkansas",0,108,24.3
"34","Arkansas",1,52,11.7
"35","Arkansas",2,39,8.8
"36","Arkansas",3,34,7.7
"37","Arkansas",4,39,8.8
"38","Arkansas",5,35,7.9
"39","Arkansas",6,37,8.3
"40","Arkansas",7,29,6.5
"41","Arkansas",8,25,5.6
"42","Arkansas",9,15,3.4
"43","Arkansas",10,13,2.9
"44","Arkansas",11,12,2.7
"45","Arkansas",12,3,0.7
"46","Arkansas",13,1,0.2
"47","Arkansas",14,1,0.2
"48","Arkansas",15,1,0.2
"49","California",0,333,75
"50","California",1,106,23.9
"51","California",2,5,1.1
"52","Colorado",0,54,12.2
"53","Colorado",1,55,12.4
"54","Colorado",2,53,11.9
"55","Colorado",3,60,13.5
"56","Colorado",4,66,14.9
"57","Colorado",5,50,11.3
"58","Colorado",6,50,11.3
"59","Colorado",7,20,4.5
"60","Colorado",8,15,3.4
"61","Colorado",9,13,2.9
"62","Colorado",10,5,1.1
"63","Colorado",11,2,0.5
"64","Colorado",13,1,0.2
"65","Connecticut",0,85,19.1
"66","Connecticut",1,75,16.9
"67","Connecticut",2,43,9.7
"68","Connecticut",3,45,10.1
"69","Connecticut",4,50,11.3
"70","Connecticut",5,41,9.2
"71","Connecticut",6,24,5.4
"72","Connecticut",7,19,4.3
"73","Connecticut",8,16,3.6
"74","Connecticut",9,18,4.1
"75","Connecticut",10,5,1.1
