"","date","ID_0","t2m"
"1","2015-01-01",1,7.79
"2","2015-01-02",1,9.23
"3","2015-01-03",1,4.7
"4","2015-01-04",1,1.54
"5","2015-01-05",1,4.91
"6","2015-01-06",1,7.85
"7","2015-01-07",1,3.65
"8","2015-01-08",1,7.95
"9","2015-01-09",1,7.02
"10","2015-01-10",1,11.47
"11","2015-01-11",1,2.78
"12","2015-01-12",1,7.19
"13","2015-01-13",1,5.73
"14","2015-01-14",1,1.69
"15","2015-01-15",1,7.32
"16","2015-01-16",1,4.34
"17","2015-01-17",1,0.78
"18","2015-01-18",1,1.05
"19","2015-01-19",1,0.63
"20","2015-01-20",1,-1.04
"21","2015-01-21",1,1.54
"22","2015-01-22",1,1.03
"23","2015-01-23",1,0.97
"24","2015-01-24",1,4.49
"25","2015-01-25",1,3.38
"26","2015-01-26",1,7.42
"27","2015-01-27",1,4.3
"28","2015-01-28",1,6.41
"29","2015-01-29",1,1.4
"30","2015-01-30",1,1.25
"31","2015-01-31",1,1.99
"32","2015-02-01",1,2.31
"33","2015-02-02",1,-0.8
"34","2015-02-03",1,-1.11
"35","2015-02-04",1,0.3
"36","2015-02-05",1,2
"37","2015-02-06",1,1.46
"38","2015-02-07",1,1.61
"39","2015-02-08",1,2.37
"40","2015-02-09",1,3.57
"41","2015-02-10",1,3.02
"42","2015-02-11",1,2.84
"43","2015-02-12",1,3.75
"44","2015-02-13",1,3.68
"45","2015-02-14",1,4.33
"46","2015-02-15",1,5.12
"47","2015-02-16",1,4.63
"48","2015-02-17",1,2.53
"49","2015-02-18",1,4.96
"50","2015-02-19",1,6.94
"51","2015-02-20",1,4.17
"52","2015-02-21",1,2
"53","2015-02-22",1,1.08
"54","2015-02-23",1,4.29
"55","2015-02-24",1,4.17
"56","2015-02-25",1,3.74
"57","2015-02-26",1,8.82
"58","2015-02-27",1,2.31
"59","2015-02-28",1,5.37
"60","2015-03-01",1,7.35
"61","2015-03-02",1,2.77
"62","2015-03-03",1,1.83
"63","2015-03-04",1,3.29
"64","2015-03-05",1,3.93
"65","2015-03-06",1,6.61
"66","2015-03-07",1,7.61
"67","2015-03-08",1,8.04
"68","2015-03-09",1,2.23
"69","2015-03-10",1,6.3
"70","2015-03-11",1,2.29
"71","2015-03-12",1,4.31
"72","2015-03-13",1,5.51
"73","2015-03-14",1,3.41
"74","2015-03-15",1,2.48
"75","2015-03-16",1,4.28
"76","2015-03-17",1,4.06
"77","2015-03-18",1,3.09
"78","2015-03-19",1,3.43
"79","2015-03-20",1,5.55
"80","2015-03-21",1,5.75
"81","2015-03-22",1,3.64
"82","2015-03-23",1,4.37
"83","2015-03-24",1,3.38
"84","2015-03-25",1,1.92
"85","2015-03-26",1,3.64
"86","2015-03-27",1,4.32
"87","2015-03-28",1,5.67
"88","2015-03-29",1,7.16
"89","2015-03-30",1,4.63
"90","2015-03-31",1,8.17
"91","2015-04-01",1,3.66
"92","2015-04-02",1,5.18
"93","2015-04-03",1,5.67
"94","2015-04-04",1,6.76
"95","2015-04-05",1,6.26
"96","2015-04-06",1,5.14
"97","2015-04-07",1,6.24
"98","2015-04-08",1,6.11
"99","2015-04-09",1,6.68
"100","2015-04-10",1,6.84
"101","2015-04-11",1,9.21
"102","2015-04-12",1,4.77
"103","2015-04-13",1,3.86
"104","2015-04-14",1,9.02
"105","2015-04-15",1,8.6
"106","2015-04-16",1,5.77
"107","2015-04-17",1,6.61
"108","2015-04-18",1,5.12
"109","2015-04-19",1,4.6
"110","2015-04-20",1,4.6
"111","2015-04-21",1,5.36
"112","2015-04-22",1,6.83
"113","2015-04-23",1,6.74
"114","2015-04-24",1,6.8
