"","date","ID_0","t2m"
"1","2017-01-01",1,5.82
"2","2017-01-02",1,2.09
"3","2017-01-03",1,2.24
"4","2017-01-04",1,5.77
"5","2017-01-05",1,0.91
"6","2017-01-06",1,2.5
"7","2017-01-07",1,7.03
"8","2017-01-08",1,7.6
"9","2017-01-09",1,8.19
"10","2017-01-10",1,5.15
"11","2017-01-11",1,8.19
"12","2017-01-12",1,4.05
"13","2017-01-13",1,0.99
"14","2017-01-14",1,1.31
"15","2017-01-15",1,3.44
"16","2017-01-16",1,7.53
"17","2017-01-17",1,6.44
"18","2017-01-18",1,5.4
"19","2017-01-19",1,4.96
"20","2017-01-20",1,3.99
"21","2017-01-21",1,1.23
"22","2017-01-22",1,0.55
"23","2017-01-23",1,1.37
"24","2017-01-24",1,3.34
"25","2017-01-25",1,5.84
"26","2017-01-26",1,3.47
"27","2017-01-27",1,0.06
"28","2017-01-28",1,4.27
"29","2017-01-29",1,2.96
"30","2017-01-30",1,3.68
"31","2017-01-31",1,6.23
"32","2017-02-01",1,6.67
"33","2017-02-02",1,8.63
"34","2017-02-03",1,9.11
"35","2017-02-04",1,4.97
"36","2017-02-05",1,2.7
"37","2017-02-06",1,1.5
"38","2017-02-07",1,4.8
"39","2017-02-08",1,3.24
"40","2017-02-09",1,2.16
"41","2017-02-10",1,1.17
"42","2017-02-11",1,0.19
"43","2017-02-12",1,2.43
"44","2017-02-13",1,3.67
"45","2017-02-14",1,3.99
"46","2017-02-15",1,6.45
"47","2017-02-16",1,7.43
"48","2017-02-17",1,6.57
"49","2017-02-18",1,7.44
"50","2017-02-19",1,7.12
"51","2017-02-20",1,9.79
"52","2017-02-21",1,8.15
"53","2017-02-22",1,8.74
"54","2017-02-23",1,6.33
"55","2017-02-24",1,3.24
"56","2017-02-25",1,5.99
"57","2017-02-26",1,7.09
"58","2017-02-27",1,5.34
"59","2017-02-28",1,1.24
"60","2017-03-01",1,3.66
"61","2017-03-02",1,3.27
"62","2017-03-03",1,4.39
"63","2017-03-04",1,5.72
"64","2017-03-05",1,5.04
"65","2017-03-06",1,4.24
"66","2017-03-07",1,3.98
"67","2017-03-08",1,6.59
"68","2017-03-09",1,7.08
"69","2017-03-10",1,5.16
"70","2017-03-11",1,8.67
"71","2017-03-12",1,8.1
"72","2017-03-13",1,6.37
"73","2017-03-14",1,8.96
"74","2017-03-15",1,7.51
"75","2017-03-16",1,7.77
"76","2017-03-17",1,5.01
"77","2017-03-18",1,8.43
"78","2017-03-19",1,9.55
"79","2017-03-20",1,7.96
"80","2017-03-21",1,4.28
"81","2017-03-22",1,2.95
"82","2017-03-23",1,3.18
"83","2017-03-24",1,4.34
"84","2017-03-25",1,4.14
"85","2017-03-26",1,4.65
"86","2017-03-27",1,5.69
"87","2017-03-28",1,5.39
"88","2017-03-29",1,8.58
"89","2017-03-30",1,10.65
"90","2017-03-31",1,11.41
"91","2017-04-01",1,8.51
"92","2017-04-02",1,6.87
"93","2017-04-03",1,5.93
"94","2017-04-04",1,8.94
"95","2017-04-05",1,6.75
"96","2017-04-06",1,6.12
"97","2017-04-07",1,6.97
"98","2017-04-08",1,5.35
"99","2017-04-09",1,7.79
"100","2017-04-10",1,7.53
"101","2017-04-11",1,6.46
"102","2017-04-12",1,8.04
"103","2017-04-13",1,6.37
"104","2017-04-14",1,6.76
"105","2017-04-15",1,6.91
"106","2017-04-16",1,5.64
"107","2017-04-17",1,6.35
"108","2017-04-18",1,3.41
"109","2017-04-19",1,5.53
"110","2017-04-20",1,8.02
"111","2017-04-21",1,8.95
"112","2017-04-22",1,7.33
"113","2017-04-23",1,5.21
"114","2017-04-24",1,6.97
"115","2017-04-25",1,2.41
"116","2017-04-26",1,2.41
"117","2017-04-27",1,3.69
"118","2017-04-28",1,6.19
"119","2017-04-29",1,6.56
"120","2017-04-30",1,9.12
"121","2017-05-01",1,8.81
"122","2017-05-02",1,7.3
"123","2017-05-03",1,7.36
"124","2017-05-04",1,7.97
"125","2017-05-05",1,7.12
"126","2017-05-06",1,7.01
"127","2017-05-07",1,7.69
"128","2017-05-08",1,7.18
"129","2017-05-09",1,5.83
"130","2017-05-10",1,5.07
"131","2017-05-11",1,6.69
"132","2017-05-12",1,9.94
"133","2017-05-13",1,10.58
"134","2017-05-14",1,11.05
"135","2017-05-15",1,9.23
"136","2017-05-16",1,14.18
"137","2017-05-17",1,11.14
"138","2017-05-18",1,8.32
"139","2017-05-19",1,7.87
"140","2017-05-20",1,8.32
"141","2017-05-21",1,8.39
"142","2017-05-22",1,10.82
"143","2017-05-23",1,10.72
"144","2017-05-24",1,12.85
"145","2017-05-25",1,13.2
"146","2017-05-26",1,14.37
"147","2017-05-27",1,15.71
"148","2017-05-28",1,13.33
"149","2017-05-29",1,12.89
"150","2017-05-30",1,12.5
"151","2017-05-31",1,10.56
"152","2017-06-01",1,12.46
"153","2017-06-02",1,13.19
"154","2017-06-03",1,10.58
"155","2017-06-04",1,9.78
"156","2017-06-05",1,10.17
"157","2017-06-06",1,11.33
"158","2017-06-07",1,10.31
"159","2017-06-08",1,10.46
"160","2017-06-09",1,11.49
"161","2017-06-10",1,11.97
"162","2017-06-11",1,14.12
"163","2017-06-12",1,12.25
"164","2017-06-13",1,11.29
"165","2017-06-14",1,12.59
"166","2017-06-15",1,14.32
"167","2017-06-16",1,12.2
"168","2017-06-17",1,15.01
"169","2017-06-18",1,15.25
"170","2017-06-19",1,15.51
"171","2017-06-20",1,14.56
"172","2017-06-21",1,14.67
"173","2017-06-22",1,16.93
"174","2017-06-23",1,13.31
"175","2017-06-24",1,13.55
"176","2017-06-25",1,12.55
"177","2017-06-26",1,10.8
"178","2017-06-27",1,12.36
"179","2017-06-28",1,12.76
"180","2017-06-29",1,10.81
"181","2017-06-30",1,12.13
"182","2017-07-01",1,12.3
"183","2017-07-02",1,13.17
"184","2017-07-03",1,12.74
"185","2017-07-04",1,12.18
"186","2017-07-05",1,12.41
"187","2017-07-06",1,13.88
"188","2017-07-07",1,15.35
"189","2017-07-08",1,13.24
"190","2017-07-09",1,13.59
"191","2017-07-10",1,13.34
"192","2017-07-11",1,12.11
"193","2017-07-12",1,11.89
"194","2017-07-13",1,11.32
"195","2017-07-14",1,13.27
"196","2017-07-15",1,13.22
"197","2017-07-16",1,15.18
"198","2017-07-17",1,12.84
"199","2017-07-18",1,13.31
"200","2017-07-19",1,15.94
"201","2017-07-20",1,15.41
"202","2017-07-21",1,11.61
"203","2017-07-22",1,13.97
"204","2017-07-23",1,12.36
"205","2017-07-24",1,13.84
"206","2017-07-25",1,12.88
"207","2017-07-26",1,13.53
"208","2017-07-27",1,12.44
"209","2017-07-28",1,12.89
"210","2017-07-29",1,13.81
"211","2017-07-30",1,13.36
"212","2017-07-31",1,12.4
