"region","week_id","anomaly.t2m.weekly"
1,1,-6.9938961038961
1,2,-4.42168831168831
1,3,0.932987012987013
1,4,-0.717012987012987
1,5,-1.97428571428571
1,6,-1.43571428571429
1,7,-2.66948051948052
1,8,-4.08337662337662
1,9,-2.51636363636364
1,10,-2.42428571428571
1,11,0.558051948051948
1,12,1.59
1,13,-0.782597402597403
1,14,-0.062337662337662
1,15,-0.220259740259741
1,16,-2.22868421052632
1,17,2.09714285714286
1,18,-0.453428571428572
1,19,-3.19385714285714
1,20,0.449571428571428
1,21,0.362857142857143
1,22,-0.719714285714285
1,23,1.02785714285714
1,24,-0.392142857142858
1,25,-0.276857142857142
1,26,1.86814285714286
1,27,0.777142857142857
1,28,0.495571428571429
1,29,-0.443285714285715
1,30,-0.182714285714286
1,31,-0.729142857142857
1,32,-0.0712857142857149
1,33,-0.364714285714286
1,34,-0.625142857142857
1,35,-2.04328571428571
1,36,0.522142857142857
1,37,0.128
1,38,0.882000000000001
1,39,-1.95557142857143
1,40,0.729857142857144
1,41,-0.112857142857143
1,42,-2.82228571428571
1,43,-1.68071428571429
1,44,1.76185714285714
1,45,-1.74671428571429
1,46,-2.00742857142857
1,47,-2.51457142857143
1,48,-7.10314285714286
1,49,-5.38314285714286
1,50,-2.33271428571429
1,51,-8.966
1,52,-3.94059523809524
1,53,-2.64532467532468
1,54,-0.591688311688311
1,55,0.717272727272727
1,56,-0.541298701298701
1,57,-0.738571428571429
1,58,2.72571428571429
1,59,0.370519480519481
1,60,0.946623376623377
1,61,0.220779220779221
1,62,-0.652857142857143
1,63,-1.31051948051948
1,64,0.911428571428572
1,65,1.27311688311688
1,66,3.19337662337662
1,67,1.58831168831169
1,68,2.16131578947368
1,69,1.18142857142857
1,70,0.925142857142857
1,71,2.60757142857143
1,72,1.131
1,73,-0.587142857142857
1,74,-0.616857142857142
1,75,-1.42785714285714
1,76,-1.25214285714286
1,77,-0.952571428571428
1,78,-0.614714285714286
1,79,-0.485714285714286
1,80,-1.33728571428571
1,81,-1.46471428571429
1,82,-2.19557142857143
1,83,0.473714285714287
1,84,-0.889857142857143
1,85,-0.929
1,86,-1.01942857142857
1,87,-1.06185714285714
1,88,-0.0407142857142857
1,89,0.335142857142857
1,90,0.393428571428572
1,91,2.07585714285714
1,92,2.43985714285714
1,93,1.87714285714286
1,94,-1.22514285714286
1,95,0.457857142857142
1,96,3.41471428571429
1,97,1.23328571428571
1,98,1.79114285714286
1,99,3.25542857142857
1,100,2.62114285714286
1,101,-0.0831428571428575
1,102,-1.16557142857143
1,103,0.0240000000000007
1,104,1.57940476190476
1,105,1.57896103896104
1,106,2.54688311688312
1,107,-0.914155844155844
1,108,1.40155844155844
1,109,-3.41714285714286
1,110,-2.46
1,111,0.403376623376623
1,112,1.94662337662338
1,113,3.71935064935065
1,114,0.757142857142857
1,115,1.62090909090909
1,116,1.09857142857143
1,117,1.93311688311688
1,118,-1.46662337662338
1,119,-0.361688311688312
1,120,-2.34154135338346
1,121,-1.00571428571429
1,122,-0.342
1,123,-1.82671428571429
1,124,-2.37614285714286
1,125,0.301428571428572
1,126,1.586
1,127,-1.23071428571429
1,128,-1.46785714285714
1,129,-1.47828571428571
1,130,-0.0647142857142859
1,131,0.53
1,132,-1.34157142857143
1,133,-1.849
1,134,-0.611285714285714
1,135,-1.87485714285714
1,136,-0.379857142857143
1,137,1.87385714285714
1,138,0.820571428571429
1,139,-0.309
1,140,0.466428571428572
1,141,-0.244857142857142
1,142,-1.00228571428571
1,143,-2.69414285714286
1,144,-1.14728571428571
1,145,-2.24142857142857
1,146,-2.25228571428571
1,147,-0.893571428571429
1,148,-2.68242857142857
1,149,-1.73385714285714
1,150,0.149714285714286
1,151,1.47542857142857
1,152,-0.734571428571429
1,153,-3.04028571428571
1,154,-3.25128571428571
1,155,0.438285714285715
1,156,0.483690476190476
1,157,2.81181818181818
1,158,1.58974025974026
1,159,-2.63558441558442
1,160,-3.64844155844156
1,161,2.17714285714286
1,162,0.045714285714286
1,163,-0.96948051948052
1,164,-2.64051948051948
1,165,-2.12207792207792
1,166,-0.52
1,167,-4.29623376623377
1,168,-2.84571428571429
1,169,-5.13402597402597
1,170,-5.64376623376623
1,171,-3.56597402597403
1,172,1.48703007518797
1,173,-0.267142857142857
1,174,-2.07771428571429
1,175,0.583285714285715
1,176,-2.07614285714286
1,177,-1.16428571428571
1,178,-2.25114285714286
1,179,-1.43214285714286
1,180,-0.566428571428571
1,181,-0.0682857142857135
1,182,-1.49471428571429
