"region","month_id","anomaly.t2m.monthly"
1,1,-2.82444117647059
1,2,-2.33240353697749
1,3,-0.577272727272727
1,4,-0.339837977296181
1,5,-1.03045161290323
1,6,0.237066666666667
1,7,0.298774193548387
1,8,-0.707999999999999
1,9,-0.140100000000001
1,10,-0.642290322580646
1,11,-1.9003
1,12,-5.46561290322581
1,13,-0.959570208728653
1,14,1.31223932016537
1,15,-0.142434017595308
1,16,2.13649535603715
1,17,0.525032258064516
1,18,-0.8616
1,19,-1.4438064516129
1,20,-0.682838709677418
1,21,0.704566666666666
1,22,1.24932258064516
1,23,2.38936666666667
1,24,0.228903225806452
1,25,0.654945920303605
1,26,0.0683723250914737
1,27,1.65401759530792
1,28,-1.35383797729618
1,29,-0.319483870967742
1,30,-0.810266666666666
1,31,-1.10767741935484
1,32,0.305548387096775
1,33,-0.933433333333334
1,34,-1.88293548387097
1,35,-0.659633333333333
1,36,-0.93658064516129
1,37,-0.345376660341556
1,38,-1.46026067983463
1,39,-3.0408211143695
1,40,-1.60450464396285
1,41,-1.03206451612903
1,42,-0.622266666666666
1,43,0.893935483870967
1,44,0.592645161290323
1,45,-0.2731
1,46,1.22190322580645
1,47,-0.8873
1,48,1.09793548387097
1,49,0.919784629981025
1,50,1.21616789159394
1,51,0.852727272727273
1,52,1.33916202270382
1,53,0.766967741935484
1,54,0.631066666666667
1,55,0.539096774193548
1,56,-0.947032258064515
1,57,0.682566666666666
1,58,1.10770967741935
1,59,1.29103333333333
1,60,-0.343032258064516
1,61,0.154623339658444
1,62,-0.664903536977492
1,63,-0.02049853372434
1,64,-0.354171310629515
1,65,-0.732709677419355
1,66,-1.01793333333333
1,67,-0.911225806451613
1,68,-0.155096774193548
1,69,-1.33043333333333
1,70,-0.259064516129033
1,71,1.80303333333333
1,72,3.31148387096774
1,73,0.62365559772296
1,74,-0.39680008870163
1,75,-0.255337243401759
1,76,-1.32683797729618
1,77,0.428258064516129
1,78,0.5754
1,79,0.00393548387096745
1,80,0.611677419354839
1,81,1.86123333333333
1,82,-0.536483870967743
1,83,-1.52663333333333
1,84,1.02987096774194
1,85,0.020429791271347
1,86,1.35973932016537
1,87,1.64724340175953
1,88,0.216828689370485
1,89,1.19761290322581
1,90,1.21806666666667
1,91,-0.223483870967742
1,92,-0.25058064516129
1,93,-0.308766666666667
1,94,1.37835483870968
1,95,-0.371966666666666
1,96,-0.484967741935484
1,97,0.152687855787476
1,98,-1.72204639412035
1,99,-1.54985337243402
1,100,0.726162022703819
1,101,0.841483870967742
1,102,0.824733333333333
1,103,1.12361290322581
1,104,0.388129032258065
1,105,-0.395433333333334
1,106,-0.63067741935484
1,107,0.811033333333334
1,108,1.18083870967742
1,109,-0.225376660341556
1,110,1.49938217730822
1,111,1.38434017595308
1,112,0.157495356037152
1,113,-0.644645161290323
1,114,-0.174266666666666
1,115,0.826838709677419
1,116,0.845548387096775
1,117,0.132899999999999
1,118,-1.00583870967742
1,119,-0.948633333333333
1,120,0.381161290322581
1,121,1.7375265654649
1,122,1.09319991129837
1,123,0.0478885630498535
1,124,0.5257127473415
