"","variable.rounded","freq","percentage"
"1",-9,2,0
"2",-7,4,0.1
"3",-6,8,0.1
"4",-5,31,0.5
"5",-4,68,1.1
"6",-3,138,2.3
"7",-2,361,5.9
"8",-1,746,12.2
"9",0,1203,19.7
"10",1,1345,22
"11",2,995,16.3
"12",3,589,9.6
"13",4,300,4.9
"14",5,165,2.7
"15",6,77,1.3
"16",7,43,0.7
"17",8,18,0.3
"18",9,8,0.1
"19",10,8,0.1
"20",11,2,0
"21",12,3,0
"22",13,3,0
"23",14,1,0
"24",15,1,0
"25",16,1,0
