"","full_name","variable.rounded","freq","percentage"
"1","Alabama",0,23,19.2
"2","Alabama",1,16,13.3
"3","Alabama",2,16,13.3
"4","Alabama",3,16,13.3
"5","Alabama",4,8,6.7
"6","Alabama",5,11,9.2
"7","Alabama",6,7,5.8
"8","Alabama",7,6,5
"9","Alabama",8,9,7.5
"10","Alabama",9,1,0.8
"11","Alabama",10,4,3.3
"12","Alabama",11,1,0.8
"13","Alabama",13,1,0.8
"14","Alabama",22,1,0.8
"15","Alaska",0,23,19.2
"16","Alaska",1,21,17.5
"17","Alaska",2,14,11.7
"18","Alaska",3,17,14.2
"19","Alaska",4,10,8.3
"20","Alaska",5,6,5
"21","Alaska",6,5,4.2
"22","Alaska",7,9,7.5
"23","Alaska",8,8,6.7
"24","Alaska",9,1,0.8
"25","Alaska",10,1,0.8
"26","Alaska",11,1,0.8
"27","Alaska",12,1,0.8
"28","Alaska",13,1,0.8
"29","Alaska",16,2,1.7
"30","Arizona",0,19,15.8
"31","Arizona",1,11,9.2
"32","Arizona",2,18,15
"33","Arizona",3,13,10.8
"34","Arizona",4,12,10
"35","Arizona",5,10,8.3
"36","Arizona",6,7,5.8
"37","Arizona",7,11,9.2
"38","Arizona",8,5,4.2
"39","Arizona",9,7,5.8
"40","Arizona",11,2,1.7
"41","Arizona",12,3,2.5
"42","Arizona",13,1,0.8
"43","Arizona",16,1,0.8
"44","Arkansas",0,17,14.2
"45","Arkansas",1,20,16.7
"46","Arkansas",2,17,14.2
"47","Arkansas",3,15,12.5
"48","Arkansas",4,13,10.8
"49","Arkansas",5,6,5
"50","Arkansas",6,8,6.7
"51","Arkansas",7,9,7.5
"52","Arkansas",8,5,4.2
"53","Arkansas",9,3,2.5
"54","Arkansas",10,2,1.7
"55","Arkansas",11,1,0.8
"56","Arkansas",12,1,0.8
"57","Arkansas",14,1,0.8
"58","Arkansas",15,1,0.8
"59","Arkansas",18,1,0.8
"60","California",0,21,17.5
"61","California",1,21,17.5
"62","California",2,16,13.3
"63","California",3,17,14.2
"64","California",4,14,11.7
"65","California",5,10,8.3
"66","California",6,9,7.5
"67","California",7,2,1.7
"68","California",8,4,3.3
"69","California",9,3,2.5
"70","California",12,1,0.8
"71","California",13,1,0.8
"72","California",16,1,0.8
"73","Colorado",0,15,12.5
"74","Colorado",1,13,10.8
"75","Colorado",2,17,14.2
"76","Colorado",3,18,15
"77","Colorado",4,14,11.7
"78","Colorado",5,10,8.3
"79","Colorado",6,5,4.2
"80","Colorado",7,8,6.7
"81","Colorado",8,8,6.7
"82","Colorado",9,6,5
"83","Colorado",10,3,2.5
"84","Colorado",11,1,0.8
"85","Colorado",12,1,0.8
"86","Colorado",14,1,0.8
"87","Connecticut",0,22,18.3
"88","Connecticut",1,16,13.3
"89","Connecticut",2,14,11.7
"90","Connecticut",3,13,10.8
"91","Connecticut",4,24,20
"92","Connecticut",5,7,5.8
"93","Connecticut",6,13,10.8
"94","Connecticut",7,2,1.7
"95","Connecticut",8,5,4.2
"96","Connecticut",10,2,1.7
"97","Connecticut",12,2,1.7
"98","Delaware",0,21,17.5
"99","Delaware",1,19,15.8
"100","Delaware",2,14,11.7
"101","Delaware",3,9,7.5
"102","Delaware",4,15,12.5
"103","Delaware",5,22,18.3
"104","Delaware",6,4,3.3
"105","Delaware",7,7,5.8
"106","Delaware",8,2,1.7
"107","Delaware",9,4,3.3
"108","Delaware",10,2,1.7
"109","Delaware",13,1,0.8
"110","District of Columbia",0,23,19.2
"111","District of Columbia",1,15,12.5
"112","District of Columbia",2,18,15
"113","District of Columbia",3,11,9.2
"114","District of Columbia",4,18,15
"115","District of Columbia",5,11,9.2
"116","District of Columbia",6,10,8.3
"117","District of Columbia",7,6,5
"118","District of Columbia",8,1,0.8
"119","District of Columbia",9,5,4.2
"120","District of Columbia",12,2,1.7
"121","Florida",0,12,10
"122","Florida",1,27,22.5
"123","Florida",2,16,13.3
"124","Florida",3,16,13.3
"125","Florida",4,11,9.2
"126","Florida",5,6,5
"127","Florida",6,6,5
"128","Florida",7,5,4.2
"129","Florida",8,4,3.3
"130","Florida",9,5,4.2
"131","Florida",10,5,4.2
"132","Florida",11,3,2.5
"133","Florida",12,1,0.8
"134","Florida",14,2,1.7
"135","Florida",16,1,0.8
"136","Georgia",0,25,20.8
"137","Georgia",1,18,15
"138","Georgia",2,20,16.7
"139","Georgia",3,12,10
"140","Georgia",4,12,10
"141","Georgia",5,8,6.7
"142","Georgia",6,6,5
"143","Georgia",7,8,6.7
"144","Georgia",8,4,3.3
"145","Georgia",9,4,3.3
"146","Georgia",10,1,0.8
"147","Georgia",11,1,0.8
"148","Georgia",18,1,0.8
"149","Hawaii",0,42,35
"150","Hawaii",1,18,15
"151","Hawaii",2,11,9.2
"152","Hawaii",3,9,7.5
"153","Hawaii",4,9,7.5
"154","Hawaii",5,1,0.8
"155","Hawaii",6,4,3.3
"156","Hawaii",7,8,6.7
"157","Hawaii",8,2,1.7
"158","Hawaii",9,1,0.8
"159","Hawaii",10,4,3.3
"160","Hawaii",11,1,0.8
"161","Hawaii",12,2,1.7
"162","Hawaii",14,2,1.7
"163","Hawaii",15,1,0.8
"164","Hawaii",16,1,0.8
"165","Hawaii",19,1,0.8
"166","Hawaii",21,2,1.7
"167","Hawaii",22,1,0.8
"168","Idaho",0,13,10.8
"169","Idaho",1,23,19.2
"170","Idaho",2,21,17.5
"171","Idaho",3,19,15.8
"172","Idaho",4,13,10.8
"173","Idaho",5,10,8.3
"174","Idaho",6,8,6.7
"175","Idaho",7,4,3.3
"176","Idaho",8,3,2.5
"177","Idaho",9,3,2.5
"178","Idaho",12,2,1.7
"179","Idaho",13,1,0.8
"180","Illinois",0,23,19.2
"181","Illinois",1,14,11.7
"182","Illinois",2,11,9.2
"183","Illinois",3,21,17.5
"184","Illinois",4,14,11.7
"185","Illinois",5,14,11.7
"186","Illinois",6,7,5.8
"187","Illinois",7,7,5.8
"188","Illinois",8,3,2.5
"189","Illinois",9,3,2.5
"190","Illinois",10,2,1.7
"191","Illinois",12,1,0.8
"192","Indiana",0,23,19.2
"193","Indiana",1,12,10
"194","Indiana",2,18,15
"195","Indiana",3,16,13.3
"196","Indiana",4,15,12.5
"197","Indiana",5,14,11.7
"198","Indiana",6,8,6.7
"199","Indiana",7,4,3.3
"200","Indiana",8,5,4.2
"201","Indiana",9,1,0.8
"202","Indiana",10,2,1.7
"203","Indiana",11,2,1.7
"204","Iowa",0,24,20
"205","Iowa",1,13,10.8
"206","Iowa",2,21,17.5
"207","Iowa",3,6,5
"208","Iowa",4,22,18.3
"209","Iowa",5,9,7.5
"210","Iowa",6,10,8.3
"211","Iowa",7,7,5.8
"212","Iowa",8,2,1.7
"213","Iowa",9,1,0.8
"214","Iowa",10,3,2.5
"215","Iowa",11,1,0.8
"216","Iowa",14,1,0.8
"217","Kansas",0,17,14.2
"218","Kansas",1,18,15
"219","Kansas",2,18,15
"220","Kansas",3,18,15
"221","Kansas",4,12,10
"222","Kansas",5,12,10
"223","Kansas",6,8,6.7
"224","Kansas",7,5,4.2
"225","Kansas",8,4,3.3
"226","Kansas",9,3,2.5
"227","Kansas",10,1,0.8
"228","Kansas",11,2,1.7
"229","Kansas",12,1,0.8
"230","Kansas",13,1,0.8
"231","Kentucky",0,18,15
"232","Kentucky",1,25,20.8
"233","Kentucky",2,7,5.8
"234","Kentucky",3,25,20.8
"235","Kentucky",4,6,5
"236","Kentucky",5,11,9.2
"237","Kentucky",6,11,9.2
"238","Kentucky",7,5,4.2
"239","Kentucky",8,4,3.3
"240","Kentucky",9,3,2.5
"241","Kentucky",10,1,0.8
"242","Kentucky",12,3,2.5
"243","Kentucky",20,1,0.8
"244","Louisiana",0,18,15
"245","Louisiana",1,21,17.5
"246","Louisiana",2,14,11.7
"247","Louisiana",3,13,10.8
"248","Louisiana",4,10,8.3
"249","Louisiana",5,13,10.8
"250","Louisiana",6,9,7.5
"251","Louisiana",7,6,5
"252","Louisiana",8,4,3.3
"253","Louisiana",9,6,5
"254","Louisiana",10,2,1.7
"255","Louisiana",11,1,0.8
"256","Louisiana",13,1,0.8
"257","Louisiana",14,1,0.8
"258","Louisiana",16,1,0.8
"259","Maine",0,14,11.7
"260","Maine",1,17,14.2
"261","Maine",2,26,21.7
"262","Maine",3,18,15
"263","Maine",4,12,10
"264","Maine",5,12,10
"265","Maine",6,9,7.5
"266","Maine",7,4,3.3
"267","Maine",8,7,5.8
"268","Maine",9,1,0.8
"269","Maryland",0,23,19.2
"270","Maryland",1,20,16.7
"271","Maryland",2,12,10
"272","Maryland",3,11,9.2
"273","Maryland",4,12,10
"274","Maryland",5,18,15
"275","Maryland",6,10,8.3
"276","Maryland",7,6,5
"277","Maryland",8,3,2.5
"278","Maryland",9,2,1.7
"279","Maryland",10,1,0.8
"280","Maryland",12,1,0.8
"281","Maryland",13,1,0.8
"282","Massachusetts",0,17,14.2
"283","Massachusetts",1,18,15
"284","Massachusetts",2,16,13.3
"285","Massachusetts",3,16,13.3
"286","Massachusetts",4,21,17.5
"287","Massachusetts",5,6,5
"288","Massachusetts",6,12,10
"289","Massachusetts",7,4,3.3
"290","Massachusetts",8,6,5
"291","Massachusetts",9,2,1.7
"292","Massachusetts",10,1,0.8
"293","Massachusetts",11,1,0.8
"294","Michigan",0,17,14.2
"295","Michigan",1,18,15
"296","Michigan",2,19,15.8
"297","Michigan",3,19,15.8
"298","Michigan",4,9,7.5
"299","Michigan",5,15,12.5
"300","Michigan",6,10,8.3
"301","Michigan",7,3,2.5
"302","Michigan",8,2,1.7
"303","Michigan",9,6,5
