"","variable.rounded","freq","percentage"
"1",0,1003,16.4
"2",1,936,15.3
"3",2,808,13.2
"4",3,773,12.6
"5",4,703,11.5
"6",5,564,9.2
"7",6,434,7.1
"8",7,291,4.8
"9",8,223,3.6
"10",9,145,2.4
"11",10,88,1.4
"12",11,45,0.7
"13",12,45,0.7
"14",13,24,0.4
"15",14,10,0.2
"16",15,7,0.1
"17",16,10,0.2
"18",17,1,0
"19",18,2,0
"20",19,2,0
"21",20,1,0
"22",21,2,0
"23",22,3,0
