"region","month_id","anomaly.t2m.monthly"
1,1,-3.26955882352941
1,2,-0.973557648139642
1,3,-0.976363636363636
1,4,-0.43123116615067
1,5,-1.00129032258064
1,6,-0.477333333333333
1,7,0.509483870967742
1,8,-0.694645161290323
1,9,-1.2278
1,10,-1.38477419354839
1,11,-0.856433333333334
1,12,-3.76645161290323
1,13,-0.443203984819735
1,14,0.880013780431787
1,15,0.263958944281525
1,16,1.85910216718266
1,17,1.22806451612903
1,18,-0.588999999999999
1,19,-2.21116129032258
1,20,-0.172387096774194
1,21,1.20386666666667
1,22,-0.221870967741936
1,23,1.36756666666667
1,24,1.36806451612903
1,25,0.899699240986717
1,26,-4.52175961858299
1,27,0.93008797653959
1,28,-1.13589783281734
1,29,0.892580645161291
1,30,-0.0836666666666656
1,31,-1.52503225806452
1,32,0.658258064516129
1,33,-0.503466666666667
1,34,0.209096774193548
1,35,-0.276433333333334
1,36,0.196451612903226
1,37,-0.669978178368122
1,38,-2.02748621956821
1,39,-1.60700879765396
1,40,-0.808564499484003
1,41,-1.84161290322581
1,42,-1.46966666666667
1,43,0.839161290322581
1,44,-0.409161290322581
1,45,0.255533333333333
1,46,1.55651612903226
1,47,-1.08743333333333
1,48,-0.738709677419355
1,49,2.07292504743833
1,50,2.17501378043179
1,51,0.102991202346041
1,52,0.684102167182663
1,53,-0.529677419354838
1,54,0.00233333333333417
1,55,-0.568903225806451
1,56,-1.56529032258065
1,57,0.7252
1,58,1.392
1,59,1.76123333333333
1,60,-0.0735483870967739
1,61,-0.140945920303606
1,62,-1.3132005052825
1,63,0.0629912023460413
1,64,0.29676883384933
1,65,0.481612903225807
1,66,0.0900000000000007
1,67,1.08303225806452
1,68,0.486967741935483
1,69,-1.30546666666667
1,70,-1.44251612903226
1,71,1.6239
1,72,2.57516129032258
1,73,1.27324762808349
1,74,1.69099900210666
1,75,-0.992170087976539
1,76,-0.931897832817337
1,77,-0.0922580645161288
1,78,-0.264999999999999
1,79,-0.429225806451613
1,80,0.0363225806451608
1,81,1.40353333333333
1,82,-1.67283870967742
1,83,-0.3711
1,84,-1.55612903225806
1,85,-3.08965559772296
1,86,2.0917994947175
1,87,1.80879765395894
1,88,-1.37323116615067
1,89,1.12387096774194
1,90,1.57566666666667
1,91,0.168193548387097
1,92,0.350838709677419
1,93,-1.4018
1,94,0.391677419354838
1,95,-1.57576666666667
1,96,-0.78516129032258
1,97,3.08260246679317
1,98,-2.26677193385393
1,99,-0.721524926686217
1,100,1.60110216718266
1,101,1.02
1,102,0.715333333333334
1,103,1.14754838709677
1,104,1.00212903225806
1,105,0.373866666666667
1,106,-0.0796129032258072
1,107,-0.0201000000000003
1,108,1.27967741935484
1,109,-1.02965559772296
1,110,0.90787092328893
1,111,0.760410557184751
1,112,-0.576564499484003
1,113,-1.28129032258064
1,114,0.501333333333334
1,115,0.986903225806452
1,116,0.306967741935484
1,117,0.476533333333333
1,118,1.25232258064516
1,119,-0.565433333333334
1,120,1.50064516129032
1,121,1.20905407969639
1,122,3.33893003658942
1,123,0.367829912023461
1,124,1.06475434109571
