"","full_name","variable.rounded","freq","percentage"
"1","Alabama",0,54,45
"2","Alabama",1,3,2.5
"3","Alabama",2,6,5
"4","Alabama",3,4,3.3
"5","Alabama",4,2,1.7
"6","Alabama",5,4,3.3
"7","Alabama",6,4,3.3
"8","Alabama",7,1,0.8
"9","Alabama",8,1,0.8
"10","Alabama",9,3,2.5
"11","Alabama",10,1,0.8
"12","Alabama",11,1,0.8
"13","Alabama",12,1,0.8
"14","Alabama",14,5,4.2
"15","Alabama",15,4,3.3
"16","Alabama",16,3,2.5
"17","Alabama",17,3,2.5
"18","Alabama",19,2,1.7
"19","Alabama",20,4,3.3
"20","Alabama",21,3,2.5
"21","Alabama",23,2,1.7
"22","Alabama",24,3,2.5
"23","Alabama",25,1,0.8
"24","Alabama",26,3,2.5
"25","Alabama",27,1,0.8
"26","Alabama",28,1,0.8
"27","Alaska",2,1,0.8
"28","Alaska",4,3,2.5
"29","Alaska",8,4,3.3
"30","Alaska",9,2,1.7
"31","Alaska",10,1,0.8
"32","Alaska",11,2,1.7
"33","Alaska",12,2,1.7
"34","Alaska",13,1,0.8
"35","Alaska",14,1,0.8
"36","Alaska",16,3,2.5
"37","Alaska",17,2,1.7
"38","Alaska",18,3,2.5
"39","Alaska",19,2,1.7
"40","Alaska",20,1,0.8
"41","Alaska",21,1,0.8
"42","Alaska",23,1,0.8
"43","Alaska",24,3,2.5
"44","Alaska",25,1,0.8
"45","Alaska",27,4,3.3
"46","Alaska",28,7,5.8
"47","Alaska",29,22,18.3
"48","Alaska",30,39,32.5
"49","Alaska",31,14,11.7
"50","Arizona",0,56,46.7
"51","Arizona",1,11,9.2
"52","Arizona",2,4,3.3
"53","Arizona",3,5,4.2
"54","Arizona",4,4,3.3
"55","Arizona",5,1,0.8
"56","Arizona",6,4,3.3
"57","Arizona",7,4,3.3
"58","Arizona",8,2,1.7
"59","Arizona",9,2,1.7
"60","Arizona",11,1,0.8
"61","Arizona",12,1,0.8
"62","Arizona",13,4,3.3
"63","Arizona",14,2,1.7
"64","Arizona",15,1,0.8
"65","Arizona",16,2,1.7
"66","Arizona",17,5,4.2
"67","Arizona",18,1,0.8
"68","Arizona",19,2,1.7
"69","Arizona",20,1,0.8
"70","Arizona",21,3,2.5
"71","Arizona",22,2,1.7
"72","Arizona",23,1,0.8
"73","Arizona",25,1,0.8
"74","Arkansas",0,50,41.7
"75","Arkansas",1,4,3.3
"76","Arkansas",2,3,2.5
"77","Arkansas",3,4,3.3
"78","Arkansas",4,3,2.5
"79","Arkansas",5,5,4.2
"80","Arkansas",6,1,0.8
"81","Arkansas",7,1,0.8
"82","Arkansas",8,2,1.7
"83","Arkansas",9,2,1.7
"84","Arkansas",10,1,0.8
"85","Arkansas",11,1,0.8
"86","Arkansas",12,2,1.7
"87","Arkansas",13,3,2.5
"88","Arkansas",14,1,0.8
"89","Arkansas",15,1,0.8
"90","Arkansas",16,1,0.8
"91","Arkansas",17,1,0.8
"92","Arkansas",19,5,4.2
"93","Arkansas",20,1,0.8
"94","Arkansas",21,1,0.8
"95","Arkansas",22,4,3.3
"96","Arkansas",23,2,1.7
"97","Arkansas",24,4,3.3
"98","Arkansas",25,4,3.3
"99","Arkansas",26,4,3.3
"100","Arkansas",27,4,3.3
"101","Arkansas",28,1,0.8
"102","Arkansas",29,2,1.7
