"","month","year","temp_mean","temp_max","temp_min"
"260",7,2005,36.3056026129696,42.7483870967742,29.8548387096774
"261",7,2006,35.7806597106796,41.6709677419355,30.8903225806452
"262",7,2007,35.4727169822387,41.4451612903226,30.1451612903226
"263",7,2008,34.838616490399,41.0709677419355,29.4967741935484
"264",7,2009,36.80417986291,42.9516129032258,31.0677419354839
"265",7,2010,35.6753274170931,41.541935483871,30.7483870967742
"266",7,2011,35.1152447791414,41.5161290322581,29.2935483870968
"267",7,2012,34.1771194613467,40.5677419354839,28.8967741935484
"268",7,2013,35.1798182551186,41.3161290322581,30.0741935483871
"269",7,2014,35.7048469113187,41.6387096774194,30.4612903225806
"270",7,2015,34.8845911379411,40.5838709677419,29.7290322580645
"271",7,2016,36.3105434230179,42.341935483871,30.6290322580645
"272",7,2017,34.946313181758,41.3741935483871,29.5838709677419
"273",7,2018,35.5927587555003,41.9451612903226,30.058064516129
"274",8,1980,33.9,40.0161290322581,27.8709677419355
"275",8,1981,35.6096774193548,41.7935483870968,29.5903225806452
"276",8,1982,34.2917419354839,40.4516129032258,29.3129032258065
"277",8,1983,33.3208333333333,39.9387096774194,27.8129032258065
"278",8,1984,33.0951612903226,39.1064516129032,28.1677419354839
"279",8,1985,34.6350806451613,41.2935483870968,28.6451612903226
"280",8,1986,34.5506720430107,41.1322580645161,29.1870967741935
"281",8,1987,33.4173064516129,40.0838709677419,27.4774193548387
"282",8,1988,33.9340053763441,40.3387096774194,28.6322580645161
"283",8,1989,34.2369623655914,40.6129032258064,28.1935483870968
"284",8,1990,32.6020161290323,39.341935483871,26.9741935483871
"285",8,1991,34.6923387096774,40.8741935483871,29.0903225806452
"286",8,1992,33.5099462365591,40.1387096774194,27.9354838709677
"287",8,1993,33.0150537634409,39.7225806451613,27.2935483870968
"288",8,1994,35.2423794556698,41.3645161290323,29.6032258064516
"289",8,1995,34.8860169561621,41.5064516129032,29.2935483870968
"290",8,1996,34.5322274007252,40.7096774193548,29.0709677419355
"291",8,1997,33.655007856945,40.2322580645161,28.7516129032258
"292",8,1998,34.7968712456465,41.1032258064516,29.3483870967742
"293",8,1999,33.8050663383354,39.9451612903226,28.3516129032258
"294",8,2000,33.7270870504832,39.8483870967742,28.6806451612903
"295",8,2001,34.5057194243568,40.7129032258064,29.2806451612903
"296",8,2002,35.0571175837305,41.4161290322581,29.1
"297",8,2003,34.8635347328896,40.8903225806452,29.6709677419355
"298",8,2004,33.6363201911589,40.0903225806452,28.0193548387097
"299",8,2005,33.1505602937057,39.5806451612903,28.0322580645161
"300",8,2006,33.4203951867356,39.5838709677419,28.4129032258065
"301",8,2007,35.4594445132983,41.6483870967742,30.341935483871
"302",8,2008,33.9591641419707,40.0064516129032,28.5258064516129
"303",8,2009,35.3487860067538,41.8290322580645,29.0354838709677
"304",8,2010,34.5042949001043,40.5354838709677,29.3322580645161
"305",8,2011,36.6156986048008,42.5451612903226,31.4354838709677
"306",8,2012,35.1903735244839,41.0967741935484,30.0451612903226
"307",8,2013,34.6056006565583,40.8806451612903,29.3548387096774
"308",8,2014,33.0617945966249,39.4258064516129,27.7774193548387
"309",8,2015,35.636463654014,42.0903225806452,30.3548387096774
"310",8,2016,33.4237387485845,39.3741935483871,28.0451612903226
"311",8,2017,34.6331673391955,40.6354838709677,28.8870967741935
"312",8,2018,34.4409780244238,40.4064516129032,29.0677419354839
"313",9,1980,31.0225,38.2966666666667,24.13
"314",9,1981,31.8959722222222,38.45,25.66
"315",9,1982,30.7006944444444,37.69,24.7033333333333
"316",9,1983,32.7002777777778,38.74,27.3966666666667
"317",9,1984,31.5113833333333,37.67,26.1033333333333
"318",9,1985,27.8581944444444,34.9233333333333,21.7633333333333
"319",9,1986,28.8091666666667,35.2466666666667,22.9266666666667
"320",9,1987,30.45375,37.21,24.3133333333333
"321",9,1988,30.7561111111111,37.6266666666667,24.19
"322",9,1989,32.0702777777778,39.47,25.1466666666667
"323",9,1990,30.8052777777778,37.4366666666667,25.2266666666667
"324",9,1991,31.1276388888889,37.7633333333333,25.5266666666667
"325",9,1992,32.3409722222222,39.21,25.9766666666667
