"","variable.rounded","freq","percentage"
"1",-15,1,0
"2",-14,1,0
"3",-13,4,0.1
"4",-12,6,0.1
"5",-11,3,0
"6",-10,11,0.2
"7",-9,17,0.3
"8",-8,11,0.2
"9",-7,29,0.5
"10",-6,43,0.7
"11",-5,80,1.3
"12",-4,163,2.7
"13",-3,253,4.1
"14",-2,468,7.6
"15",-1,963,15.7
"16",0,1258,20.6
"17",1,1192,19.5
"18",2,786,12.8
"19",3,387,6.3
"20",4,218,3.6
"21",5,107,1.7
"22",6,47,0.8
"23",7,23,0.4
"24",8,25,0.4
"25",9,9,0.1
"26",10,4,0.1
"27",11,7,0.1
"28",12,1,0
"29",14,1,0
"30",16,1,0
"31",17,1,0
