"","date","ID_1","t2m"
"1","2010-01-01",1,-7.81
"2","2010-01-01",2,-8.84
"3","2010-01-01",3,-14.14
"4","2010-01-01",4,-12.02
"5","2010-01-01",5,-12.12
"6","2010-01-01",6,-9.81
"7","2010-01-01",7,-11.56
"8","2010-01-01",8,-4.91
"9","2010-01-01",9,-9.02
"10","2010-01-01",10,-9.7
"11","2010-01-01",11,-11.27
"12","2010-01-01",12,-8.73
"13","2010-01-01",13,-10.56
"14","2010-01-01",14,-6.4
"15","2010-01-01",15,-8.33
"16","2010-01-01",16,-14.02
"17","2010-01-01",17,-14.94
"18","2010-01-01",18,-14.3
"19","2010-01-01",19,-9.49
"20","2010-01-02",1,-9.16
"21","2010-01-02",2,-10.33
"22","2010-01-02",3,-10.31
"23","2010-01-02",4,-13.83
"24","2010-01-02",5,-19.44
"25","2010-01-02",6,-15.91
"26","2010-01-02",7,-13.59
"27","2010-01-02",8,-13.44
"28","2010-01-02",9,-17.75
"29","2010-01-02",10,-14.47
"30","2010-01-02",11,-17.33
"31","2010-01-02",12,-9.94
"32","2010-01-02",13,-8.11
"33","2010-01-02",14,-17.53
"34","2010-01-02",15,-14.99
"35","2010-01-02",16,-12.2
"36","2010-01-02",17,-17.53
"37","2010-01-02",18,-8.73
"38","2010-01-02",19,-8.17
"39","2010-01-03",1,-19.04
"40","2010-01-03",2,-18.91
"41","2010-01-03",3,-17.91
"42","2010-01-03",4,-17.81
"43","2010-01-03",5,-14.95
"44","2010-01-03",6,-17.38
"45","2010-01-03",7,-14.94
"46","2010-01-03",8,-7.25
"47","2010-01-03",9,-7.98
"48","2010-01-03",10,-4.94
"49","2010-01-03",11,-16.04
"50","2010-01-03",12,-18.29
"51","2010-01-03",13,-12.88
"52","2010-01-03",14,-7.89
"53","2010-01-03",15,-13.04
"54","2010-01-03",16,-19.48
"55","2010-01-03",17,-6.48
"56","2010-01-03",18,-16.15
"57","2010-01-03",19,-16.03
"58","2010-01-04",1,-13.63
"59","2010-01-04",2,-15.51
"60","2010-01-04",3,-10.11
"61","2010-01-04",4,-12.44
"62","2010-01-04",5,-19.63
"63","2010-01-04",6,-13.6
"64","2010-01-04",7,-8.04
"65","2010-01-04",8,-3.38
"66","2010-01-04",9,-2.82
"67","2010-01-04",10,-7.8
"68","2010-01-04",11,-12.22
"69","2010-01-04",12,-14.59
"70","2010-01-04",13,-6.05
"71","2010-01-04",14,-4.23
"72","2010-01-04",15,-5.76
"73","2010-01-04",16,-12.85
"74","2010-01-04",17,-15.99
"75","2010-01-04",18,-7.98
"76","2010-01-04",19,-11.43
"77","2010-01-05",1,-14.67
"78","2010-01-05",2,-17.39
"79","2010-01-05",3,-13.11
"80","2010-01-05",4,-16.2
"81","2010-01-05",5,-21.67
"82","2010-01-05",6,-17.87
"83","2010-01-05",7,-12.39
"84","2010-01-05",8,-9.15
"85","2010-01-05",9,-17.33
"86","2010-01-05",10,-19.63
"87","2010-01-05",11,-17.15
"88","2010-01-05",12,-16.41
"89","2010-01-05",13,-11.25
"90","2010-01-05",14,-12.68
"91","2010-01-05",15,-11.22
"92","2010-01-05",16,-16.35
"93","2010-01-05",17,-18.87
"94","2010-01-05",18,-11.25
"95","2010-01-05",19,-12.74
"96","2010-01-06",1,-19.4
"97","2010-01-06",2,-21.74
"98","2010-01-06",3,-14.94
"99","2010-01-06",4,-21.71
"100","2010-01-06",5,-19.11
"101","2010-01-06",6,-27.1
"102","2010-01-06",7,-17.99
"103","2010-01-06",8,-17.71
"104","2010-01-06",9,-25.88
"105","2010-01-06",10,-20.27
"106","2010-01-06",11,-24.37
"107","2010-01-06",12,-20.26
"108","2010-01-06",13,-10.81
"109","2010-01-06",14,-22.65
"110","2010-01-06",15,-17.73
"111","2010-01-06",16,-19.11
"112","2010-01-06",17,-20.34
"113","2010-01-06",18,-11.85
"114","2010-01-06",19,-15.62
"115","2010-01-07",1,-18.49
"116","2010-01-07",2,-23.67
"117","2010-01-07",3,-17.35
"118","2010-01-07",4,-24.73
"119","2010-01-07",5,-23.09
"120","2010-01-07",6,-29.17
"121","2010-01-07",7,-21.08
"122","2010-01-07",8,-20.35
"123","2010-01-07",9,-25.26
"124","2010-01-07",10,-18.51
"125","2010-01-07",11,-27.01
"126","2010-01-07",12,-22.14
"127","2010-01-07",13,-15.98
"128","2010-01-07",14,-24.09
"129","2010-01-07",15,-22.68
"130","2010-01-07",16,-22.22
"131","2010-01-07",17,-12.74
"132","2010-01-07",18,-14.15
"133","2010-01-07",19,-16.8
"134","2010-01-08",1,-18.77
"135","2010-01-08",2,-21.57
"136","2010-01-08",3,-17.91
"137","2010-01-08",4,-24.52
"138","2010-01-08",5,-20.78
"139","2010-01-08",6,-27.05
"140","2010-01-08",7,-24.36
"141","2010-01-08",8,-21.7
"142","2010-01-08",9,-25.7
"143","2010-01-08",10,-12.49
"144","2010-01-08",11,-28.26
"145","2010-01-08",12,-19.39
"146","2010-01-08",13,-18.24
"147","2010-01-08",14,-23.84
"148","2010-01-08",15,-25.13
"149","2010-01-08",16,-23.54
"150","2010-01-08",17,-9.99
"151","2010-01-08",18,-15.56
"152","2010-01-08",19,-15.29
"153","2010-01-09",1,-21.99
"154","2010-01-09",2,-23.76
"155","2010-01-09",3,-19.35
"156","2010-01-09",4,-24.51
"157","2010-01-09",5,-12.55
"158","2010-01-09",6,-27.63
"159","2010-01-09",7,-20.74
"160","2010-01-09",8,-17.61
"161","2010-01-09",9,-12.52
"162","2010-01-09",10,-3.46
"163","2010-01-09",11,-25.52
"164","2010-01-09",12,-22.62
"165","2010-01-09",13,-17.03
"166","2010-01-09",14,-20.12
"167","2010-01-09",15,-21.58
"168","2010-01-09",16,-23.18
"169","2010-01-09",17,-8.43
