"","date","ID_1","t2m"
"1","2013-01-01",1,5.62
"2","2013-01-01",2,4.55
"3","2013-01-01",3,2.36
"4","2013-01-01",4,-0.4
"5","2013-01-01",5,-3.4
"6","2013-01-01",6,0.73
"7","2013-01-01",7,2.31
"8","2013-01-01",8,1.2
"9","2013-01-01",9,-1.11
"10","2013-01-01",10,-4.69
"11","2013-01-01",11,-3.33
"12","2013-01-01",12,4.03
"13","2013-01-01",13,2.95
"14","2013-01-01",14,-0.1
"15","2013-01-01",15,0.93
"16","2013-01-01",16,1.66
"17","2013-01-01",17,-6.11
"18","2013-01-01",18,2.84
"19","2013-01-01",19,4.77
"20","2013-01-02",1,-1.18
"21","2013-01-02",2,-3.54
"22","2013-01-02",3,-3.07
"23","2013-01-02",4,-4.81
"24","2013-01-02",5,-2.72
"25","2013-01-02",6,-6.67
"26","2013-01-02",7,-1.13
"27","2013-01-02",8,0.1
"28","2013-01-02",9,-2.2
"29","2013-01-02",10,-5.1
"30","2013-01-02",11,-6.49
"31","2013-01-02",12,-5.11
"32","2013-01-02",13,-1.1
"33","2013-01-02",14,-3.14
"34","2013-01-02",15,-0.8
"35","2013-01-02",16,-4.63
"36","2013-01-02",17,-7.26
"37","2013-01-02",18,-1.86
"38","2013-01-02",19,-2.93
"39","2013-01-03",1,-1.29
"40","2013-01-03",2,-3.81
"41","2013-01-03",3,-0.05
"42","2013-01-03",4,-4.56
"43","2013-01-03",5,-3.54
"44","2013-01-03",6,-7.86
"45","2013-01-03",7,0.18
"46","2013-01-03",8,0.28
"47","2013-01-03",9,-0.76
"48","2013-01-03",10,-3.66
"49","2013-01-03",11,-6.29
"50","2013-01-03",12,-4.73
"51","2013-01-03",13,2.19
"52","2013-01-03",14,-2.04
"53","2013-01-03",15,0.15
"54","2013-01-03",16,-2.88
"55","2013-01-03",17,-6.09
"56","2013-01-03",18,1.92
"57","2013-01-03",19,-2.91
"58","2013-01-04",1,3.06
"59","2013-01-04",2,1.76
"60","2013-01-04",3,3.89
"61","2013-01-04",4,1.82
"62","2013-01-04",5,-7.74
"63","2013-01-04",6,-2.24
"64","2013-01-04",7,2.7
"65","2013-01-04",8,2.95
"66","2013-01-04",9,3.05
"67","2013-01-04",10,-4.13
"68","2013-01-04",11,-0.64
"69","2013-01-04",12,2.23
"70","2013-01-04",13,4.36
"71","2013-01-04",14,2.86
"72","2013-01-04",15,1.61
"73","2013-01-04",16,3.44
"74","2013-01-04",17,-8.75
"75","2013-01-04",18,4.25
"76","2013-01-04",19,4.56
"77","2013-01-05",1,-1.07
"78","2013-01-05",2,-1.15
"79","2013-01-05",3,0.81
"80","2013-01-05",4,-2.1
"81","2013-01-05",5,-1.14
"82","2013-01-05",6,-2.27
"83","2013-01-05",7,1.31
"84","2013-01-05",8,2.76
"85","2013-01-05",9,-0.03
"86","2013-01-05",10,-4.13
"87","2013-01-05",11,-1.66
"88","2013-01-05",12,-1.92
"89","2013-01-05",13,3.49
"90","2013-01-05",14,0.85
"91","2013-01-05",15,1.52
"92","2013-01-05",16,-1.78
"93","2013-01-05",17,-3.54
"94","2013-01-05",18,3.58
"95","2013-01-05",19,-1.66
"96","2013-01-06",1,1.21
"97","2013-01-06",2,-1.03
"98","2013-01-06",3,-1.58
