"","full_name","variable.rounded","freq","percentage"
"1","Alabama",-5,1,0.8
"2","Alabama",-3,1,0.8
"3","Alabama",-2,9,7.5
"4","Alabama",-1,27,22.5
"5","Alabama",0,40,33.3
"6","Alabama",1,16,13.3
"7","Alabama",2,20,16.7
"8","Alabama",3,5,4.2
"9","Alabama",4,1,0.8
"10","Alaska",-8,1,0.8
"11","Alaska",-7,1,0.8
"12","Alaska",-4,6,5
"13","Alaska",-3,8,6.7
"14","Alaska",-2,6,5
"15","Alaska",-1,21,17.5
"16","Alaska",0,26,21.7
"17","Alaska",1,24,20
"18","Alaska",2,7,5.8
"19","Alaska",3,11,9.2
"20","Alaska",4,6,5
"21","Alaska",6,2,1.7
"22","Alaska",7,1,0.8
"23","Arizona",-4,1,0.8
"24","Arizona",-2,6,5
"25","Arizona",-1,18,15
"26","Arizona",0,34,28.3
"27","Arizona",1,36,30
"28","Arizona",2,19,15.8
"29","Arizona",3,5,4.2
"30","Arizona",4,1,0.8
"31","Arkansas",-6,1,0.8
"32","Arkansas",-3,2,1.7
"33","Arkansas",-2,13,10.8
"34","Arkansas",-1,27,22.5
"35","Arkansas",0,25,20.8
"36","Arkansas",1,26,21.7
"37","Arkansas",2,17,14.2
"38","Arkansas",3,6,5
"39","Arkansas",4,1,0.8
"40","Arkansas",5,2,1.7
"41","California",-3,2,1.7
"42","California",-2,7,5.8
"43","California",-1,27,22.5
"44","California",0,37,30.8
"45","California",1,32,26.7
"46","California",2,11,9.2
"47","California",3,2,1.7
"48","California",4,2,1.7
"49","Colorado",-5,1,0.8
"50","Colorado",-4,1,0.8
"51","Colorado",-3,5,4.2
"52","Colorado",-2,6,5
"53","Colorado",-1,20,16.7
"54","Colorado",0,30,25
"55","Colorado",1,28,23.3
"56","Colorado",2,20,16.7
"57","Colorado",3,8,6.7
"58","Colorado",4,1,0.8
"59","Connecticut",-4,1,0.8
"60","Connecticut",-3,5,4.2
"61","Connecticut",-2,7,5.8
"62","Connecticut",-1,29,24.2
"63","Connecticut",0,33,27.5
"64","Connecticut",1,30,25
"65","Connecticut",2,7,5.8
"66","Connecticut",3,4,3.3
"67","Connecticut",4,4,3.3
"68","Delaware",-4,1,0.8
"69","Delaware",-3,2,1.7
"70","Delaware",-2,9,7.5
"71","Delaware",-1,23,19.2
"72","Delaware",0,39,32.5
"73","Delaware",1,29,24.2
"74","Delaware",2,9,7.5
"75","Delaware",3,6,5
"76","Delaware",4,2,1.7
"77","District of Columbia",-4,2,1.7
"78","District of Columbia",-3,2,1.7
"79","District of Columbia",-2,12,10
"80","District of Columbia",-1,21,17.5
"81","District of Columbia",0,33,27.5
"82","District of Columbia",1,30,25
"83","District of Columbia",2,11,9.2
"84","District of Columbia",3,7,5.8
"85","District of Columbia",4,2,1.7
"86","Florida",-3,2,1.7
"87","Florida",-2,1,0.8
"88","Florida",-1,23,19.2
"89","Florida",0,55,45.8
"90","Florida",1,28,23.3
"91","Florida",2,8,6.7
"92","Florida",3,3,2.5
"93","Georgia",-4,1,0.8
"94","Georgia",-2,10,8.3
"95","Georgia",-1,32,26.7
"96","Georgia",0,40,33.3
"97","Georgia",1,15,12.5
"98","Georgia",2,20,16.7
"99","Georgia",3,2,1.7
"100","Hawaii",-1,12,10
"101","Hawaii",0,88,73.3
"102","Hawaii",1,20,16.7
"103","Idaho",-4,1,0.8
"104","Idaho",-3,3,2.5
"105","Idaho",-2,10,8.3
"106","Idaho",-1,20,16.7
"107","Idaho",0,36,30
"108","Idaho",1,29,24.2
"109","Idaho",2,12,10
"110","Idaho",3,7,5.8
"111","Idaho",4,2,1.7
"112","Illinois",-6,1,0.8
"113","Illinois",-5,1,0.8
"114","Illinois",-4,1,0.8
"115","Illinois",-3,3,2.5
"116","Illinois",-2,11,9.2
"117","Illinois",-1,18,15
"118","Illinois",0,34,28.3
"119","Illinois",1,23,19.2
"120","Illinois",2,18,15
"121","Illinois",3,7,5.8
"122","Illinois",4,2,1.7
"123","Illinois",6,1,0.8
"124","Indiana",-6,2,1.7
"125","Indiana",-4,1,0.8
"126","Indiana",-3,4,3.3
"127","Indiana",-2,12,10
"128","Indiana",-1,23,19.2
"129","Indiana",0,24,20
"130","Indiana",1,27,22.5
"131","Indiana",2,17,14.2
"132","Indiana",3,7,5.8
"133","Indiana",4,2,1.7
"134","Indiana",6,1,0.8
"135","Iowa",-7,1,0.8
"136","Iowa",-5,1,0.8
"137","Iowa",-4,3,2.5
"138","Iowa",-3,7,5.8
"139","Iowa",-2,9,7.5
"140","Iowa",-1,20,16.7
"141","Iowa",0,26,21.7
"142","Iowa",1,24,20
"143","Iowa",2,12,10
"144","Iowa",3,9,7.5
"145","Iowa",4,5,4.2
"146","Iowa",5,1,0.8
"147","Iowa",6,1,0.8
"148","Iowa",7,1,0.8
"149","Kansas",-6,1,0.8
"150","Kansas",-4,1,0.8
"151","Kansas",-3,5,4.2
"152","Kansas",-2,14,11.7
"153","Kansas",-1,20,16.7
"154","Kansas",0,20,16.7
"155","Kansas",1,30,25
"156","Kansas",2,19,15.8
"157","Kansas",3,6,5
"158","Kansas",4,2,1.7
"159","Kansas",5,1,0.8
"160","Kansas",6,1,0.8
"161","Kentucky",-6,1,0.8
"162","Kentucky",-5,1,0.8
"163","Kentucky",-3,1,0.8
"164","Kentucky",-2,13,10.8
"165","Kentucky",-1,23,19.2
"166","Kentucky",0,30,25
"167","Kentucky",1,22,18.3
"168","Kentucky",2,17,14.2
"169","Kentucky",3,9,7.5
"170","Kentucky",4,2,1.7
"171","Kentucky",5,1,0.8
"172","Louisiana",-4,1,0.8
"173","Louisiana",-2,7,5.8
"174","Louisiana",-1,21,17.5
"175","Louisiana",0,46,38.3
"176","Louisiana",1,22,18.3
"177","Louisiana",2,19,15.8
"178","Louisiana",3,3,2.5
"179","Louisiana",4,1,0.8
"180","Maine",-4,1,0.8
"181","Maine",-3,5,4.2
"182","Maine",-2,6,5
"183","Maine",-1,25,20.8
"184","Maine",0,40,33.3
"185","Maine",1,27,22.5
"186","Maine",2,11,9.2
"187","Maine",3,1,0.8
"188","Maine",4,3,2.5
"189","Maine",5,1,0.8
"190","Maryland",-4,2,1.7
"191","Maryland",-3,2,1.7
"192","Maryland",-2,9,7.5
"193","Maryland",-1,27,22.5
"194","Maryland",0,28,23.3
"195","Maryland",1,31,25.8
"196","Maryland",2,11,9.2
"197","Maryland",3,8,6.7
"198","Maryland",4,2,1.7
"199","Massachusetts",-4,1,0.8
"200","Massachusetts",-3,2,1.7
"201","Massachusetts",-2,8,6.7
"202","Massachusetts",-1,23,19.2
"203","Massachusetts",0,42,35
"204","Massachusetts",1,31,25.8
"205","Massachusetts",2,7,5.8
"206","Massachusetts",3,3,2.5
"207","Massachusetts",4,3,2.5
"208","Michigan",-5,1,0.8
"209","Michigan",-4,2,1.7
"210","Michigan",-3,4,3.3
"211","Michigan",-2,10,8.3
"212","Michigan",-1,28,23.3
"213","Michigan",0,24,20
"214","Michigan",1,27,22.5
"215","Michigan",2,13,10.8
"216","Michigan",3,6,5
"217","Michigan",4,4,3.3
"218","Michigan",5,1,0.8
"219","Minnesota",-6,1,0.8
"220","Minnesota",-4,5,4.2
"221","Minnesota",-3,8,6.7
"222","Minnesota",-2,8,6.7
"223","Minnesota",-1,24,20
"224","Minnesota",0,21,17.5
"225","Minnesota",1,20,16.7
"226","Minnesota",2,15,12.5
"227","Minnesota",3,9,7.5
"228","Minnesota",4,5,4.2
"229","Minnesota",5,2,1.7
"230","Minnesota",6,1,0.8
"231","Minnesota",7,1,0.8
"232","Mississippi",-5,1,0.8
"233","Mississippi",-3,2,1.7
"234","Mississippi",-2,8,6.7
"235","Mississippi",-1,29,24.2
"236","Mississippi",0,32,26.7
"237","Mississippi",1,23,19.2
"238","Mississippi",2,18,15
"239","Mississippi",3,6,5
"240","Mississippi",4,1,0.8
"241","Missouri",-7,1,0.8
"242","Missouri",-3,6,5
"243","Missouri",-2,10,8.3
"244","Missouri",-1,23,19.2
"245","Missouri",0,22,18.3
"246","Missouri",1,31,25.8
"247","Missouri",2,14,11.7
"248","Missouri",3,9,7.5
"249","Missouri",4,2,1.7
"250","Missouri",5,1,0.8
"251","Missouri",6,1,0.8
"252","Montana",-7,1,0.8
