"","date","ID_1","t2m"
"1","2016-01-01",1,3.83
"2","2016-01-01",2,4.3
"3","2016-01-01",3,4.84
"4","2016-01-01",4,4.71
"5","2016-01-01",5,4.63
"6","2016-01-02",1,1.41
"7","2016-01-02",2,3.74
"8","2016-01-02",3,4.08
"9","2016-01-02",4,3.64
"10","2016-01-02",5,3.77
"11","2016-01-03",1,-3.27
"12","2016-01-03",2,-2.21
"13","2016-01-03",3,-0.95
"14","2016-01-03",4,-3.02
"15","2016-01-03",5,-3.09
"16","2016-01-04",1,-3.47
"17","2016-01-04",2,-2.83
"18","2016-01-04",3,-1.46
"19","2016-01-04",4,-3.87
"20","2016-01-04",5,-3.95
"21","2016-01-05",1,-2.1
"22","2016-01-05",2,-1.44
"23","2016-01-05",3,-0.45
"24","2016-01-05",4,-1.99
"25","2016-01-05",5,-2.11
"26","2016-01-06",1,-5.85
"27","2016-01-06",2,-3.41
"28","2016-01-06",3,-3.49
"29","2016-01-06",4,-3.85
"30","2016-01-06",5,-2.81
"31","2016-01-07",1,-4.99
"32","2016-01-07",2,-2.41
"33","2016-01-07",3,-3.55
"34","2016-01-07",4,-2.83
"35","2016-01-07",5,-1.43
"36","2016-01-08",1,-0.94
"37","2016-01-08",2,-0.72
"38","2016-01-08",3,-0.65
"39","2016-01-08",4,-0.65
"40","2016-01-08",5,-0.96
"41","2016-01-09",1,0.85
"42","2016-01-09",2,-1.36
"43","2016-01-09",3,-0.7
"44","2016-01-09",4,0.08
"45","2016-01-09",5,-1.27
"46","2016-01-10",1,1.76
"47","2016-01-10",2,1.9
"48","2016-01-10",3,1.85
"49","2016-01-10",4,1.57
"50","2016-01-10",5,2.27
"51","2016-01-11",1,2.5
"52","2016-01-11",2,2.77
"53","2016-01-11",3,2.31
"54","2016-01-11",4,2.03
"55","2016-01-11",5,3.38
"56","2016-01-12",1,1.81
"57","2016-01-12",2,1.53
"58","2016-01-12",3,2.12
"59","2016-01-12",4,1.75
"60","2016-01-12",5,1.88
"61","2016-01-13",1,1.36
"62","2016-01-13",2,1.58
"63","2016-01-13",3,1.56
"64","2016-01-13",4,1.68
"65","2016-01-13",5,1.53
"66","2016-01-14",1,-2.08
"67","2016-01-14",2,0.1
