"","full_name","variable.rounded","freq","percentage"
"1","Alabama",0,300,67.6
"2","Alabama",1,124,27.9
"3","Alabama",2,19,4.3
"4","Alabama",3,1,0.2
"5","Alaska",0,301,67.8
"6","Alaska",1,130,29.3
"7","Alaska",2,13,2.9
"8","Arizona",0,284,64
"9","Arizona",1,129,29.1
"10","Arizona",2,29,6.5
"11","Arizona",3,2,0.5
"12","Arkansas",0,281,63.3
"13","Arkansas",1,141,31.8
"14","Arkansas",2,19,4.3
"15","Arkansas",3,3,0.7
"16","California",0,289,65.1
"17","California",1,132,29.7
"18","California",2,23,5.2
"19","Colorado",0,313,70.5
"20","Colorado",1,119,26.8
"21","Colorado",2,12,2.7
"22","Connecticut",0,320,72.1
"23","Connecticut",1,110,24.8
"24","Connecticut",2,12,2.7
"25","Connecticut",3,2,0.5
"26","Delaware",0,307,69.1
"27","Delaware",1,119,26.8
"28","Delaware",2,17,3.8
"29","Delaware",3,1,0.2
"30","District of Columbia",0,310,69.8
"31","District of Columbia",1,111,25
"32","District of Columbia",2,21,4.7
"33","District of Columbia",3,2,0.5
"34","Florida",0,318,71.6
"35","Florida",1,112,25.2
"36","Florida",2,12,2.7
"37","Florida",3,2,0.5
"38","Georgia",0,302,68
"39","Georgia",1,130,29.3
"40","Georgia",2,11,2.5
"41","Georgia",3,1,0.2
"42","Hawaii",0,330,74.3
"43","Hawaii",1,84,18.9
"44","Hawaii",2,23,5.2
"45","Hawaii",3,6,1.4
"46","Hawaii",4,1,0.2
"47","Idaho",0,304,68.5
"48","Idaho",1,118,26.6
"49","Idaho",2,19,4.3
"50","Idaho",3,3,0.7
"51","Illinois",0,293,66
"52","Illinois",1,128,28.8
"53","Illinois",2,16,3.6
"54","Illinois",3,7,1.6
"55","Indiana",0,298,67.1
"56","Indiana",1,126,28.4
"57","Indiana",2,16,3.6
"58","Indiana",3,4,0.9
"59","Iowa",0,295,66.4
"60","Iowa",1,124,27.9
"61","Iowa",2,23,5.2
"62","Iowa",3,2,0.5
"63","Kansas",0,290,65.3
"64","Kansas",1,136,30.6
"65","Kansas",2,17,3.8
"66","Kansas",3,1,0.2
"67","Kentucky",0,302,68
"68","Kentucky",1,124,27.9
"69","Kentucky",2,17,3.8
"70","Kentucky",3,1,0.2
"71","Louisiana",0,298,67.1
"72","Louisiana",1,124,27.9
"73","Louisiana",2,21,4.7
"74","Louisiana",3,1,0.2
"75","Maine",0,324,73
"76","Maine",1,105,23.6
"77","Maine",2,13,2.9
"78","Maine",3,1,0.2
"79","Maine",4,1,0.2
"80","Maryland",0,312,70.3
"81","Maryland",1,111,25
"82","Maryland",2,20,4.5
"83","Maryland",3,1,0.2
"84","Massachusetts",0,321,72.3
"85","Massachusetts",1,106,23.9
"86","Massachusetts",2,15,3.4
"87","Massachusetts",3,1,0.2
"88","Massachusetts",4,1,0.2
"89","Michigan",0,302,68
"90","Michigan",1,123,27.7
"91","Michigan",2,19,4.3
"92","Minnesota",0,303,68.2
"93","Minnesota",1,122,27.5
"94","Minnesota",2,18,4.1
"95","Minnesota",3,1,0.2
"96","Mississippi",0,291,65.5
"97","Mississippi",1,131,29.5
"98","Mississippi",2,21,4.7
"99","Mississippi",3,1,0.2
"100","Missouri",0,290,65.3
"101","Missouri",1,130,29.3
"102","Missouri",2,21,4.7
"103","Missouri",3,3,0.7
"104","Montana",0,303,68.2
"105","Montana",1,118,26.6
"106","Montana",2,22,5
"107","Montana",3,1,0.2
"108","Nebraska",0,301,67.8
"109","Nebraska",1,125,28.2
"110","Nebraska",2,16,3.6
"111","Nebraska",3,2,0.5
"112","Nevada",0,289,65.1
"113","Nevada",1,132,29.7
"114","Nevada",2,23,5.2
"115","New Hampshire",0,314,70.7
"116","New Hampshire",1,112,25.2
"117","New Hampshire",2,15,3.4
"118","New Hampshire",3,2,0.5
"119","New Hampshire",4,1,0.2
"120","New Jersey",0,320,72.1
"121","New Jersey",1,110,24.8
"122","New Jersey",2,12,2.7
"123","New Jersey",3,2,0.5
"124","New Mexico",0,311,70
"125","New Mexico",1,112,25.2
"126","New Mexico",2,21,4.7
"127","New York",0,323,72.7
"128","New York",1,107,24.1
"129","New York",2,13,2.9
"130","New York",3,1,0.2
"131","North Carolina",0,299,67.3
"132","North Carolina",1,129,29.1
"133","North Carolina",2,16,3.6
"134","North Dakota",0,307,69.1
"135","North Dakota",1,118,26.6
"136","North Dakota",2,18,4.1
"137","North Dakota",3,1,0.2
"138","Ohio",0,297,66.9
"139","Ohio",1,127,28.6
"140","Ohio",2,20,4.5
"141","Oklahoma",0,290,65.3
"142","Oklahoma",1,139,31.3
"143","Oklahoma",2,13,2.9
"144","Oklahoma",3,2,0.5
"145","Oregon",0,308,69.4
"146","Oregon",1,117,26.4
"147","Oregon",2,15,3.4
"148","Oregon",3,4,0.9
"149","Pennsylvania",0,311,70
"150","Pennsylvania",1,120,27
"151","Pennsylvania",2,13,2.9
"152","Rhode Island",0,329,74.1
"153","Rhode Island",1,99,22.3
"154","Rhode Island",2,14,3.2
"155","Rhode Island",3,2,0.5
"156","South Carolina",0,302,68
"157","South Carolina",1,126,28.4
"158","South Carolina",2,16,3.6
"159","South Dakota",0,306,68.9
"160","South Dakota",1,117,26.4
"161","South Dakota",2,20,4.5
"162","South Dakota",3,1,0.2
"163","Tennessee",0,297,66.9
"164","Tennessee",1,127,28.6
"165","Tennessee",2,20,4.5
"166","Texas",0,292,65.8
"167","Texas",1,138,31.1
"168","Texas",2,14,3.2
"169","Utah",0,299,67.3
"170","Utah",1,121,27.3
"171","Utah",2,23,5.2
"172","Utah",3,1,0.2
"173","Vermont",0,329,74.1
"174","Vermont",1,97,21.8
"175","Vermont",2,15,3.4
"176","Vermont",3,2,0.5
"177","Vermont",4,1,0.2
"178","Virginia",0,310,69.8
"179","Virginia",1,117,26.4
"180","Virginia",2,17,3.8
"181","Washington",0,312,70.3
"182","Washington",1,109,24.5
"183","Washington",2,23,5.2
"184","West Virginia",0,317,71.4
"185","West Virginia",1,109,24.5
"186","West Virginia",2,18,4.1
"187","Wisconsin",0,293,66
"188","Wisconsin",1,128,28.8
"189","Wisconsin",2,21,4.7
"190","Wisconsin",3,2,0.5
"191","Wyoming",0,301,67.8
"192","Wyoming",1,124,27.9
"193","Wyoming",2,19,4.3
