"","variable.rounded","freq","percentage"
"1",0,5761,94.1
"2",1,118,1.9
"3",2,63,1
"4",3,53,0.9
"5",4,24,0.4
"6",5,16,0.3
"7",6,16,0.3
"8",7,10,0.2
"9",8,10,0.2
"10",9,7,0.1
"11",10,8,0.1
"12",11,5,0.1
"13",12,5,0.1
"14",13,3,0
"15",14,5,0.1
"16",15,3,0
"17",16,2,0
"18",17,2,0
"19",18,1,0
"20",20,6,0.1
"21",22,1,0
"22",25,1,0
