"","variable.rounded","freq","percentage"
"1",0,1478,24.2
"2",1,936,15.3
"3",2,719,11.7
"4",3,581,9.5
"5",4,533,8.7
"6",5,431,7
"7",6,406,6.6
"8",7,284,4.6
"9",8,240,3.9
"10",9,134,2.2
"11",10,133,2.2
"12",11,114,1.9
"13",12,51,0.8
"14",13,36,0.6
"15",14,24,0.4
"16",15,17,0.3
"17",16,2,0
"18",17,1,0
