"","full_name","variable.rounded","freq","percentage"
"1","Alabama",0,415,93.5
"2","Alabama",1,16,3.6
"3","Alabama",2,8,1.8
"4","Alabama",3,3,0.7
"5","Alabama",8,1,0.2
"6","Alabama",10,1,0.2
"7","Alaska",0,444,100
"8","Arizona",0,288,64.9
"9","Arizona",1,10,2.3
"10","Arizona",2,8,1.8
"11","Arizona",3,7,1.6
"12","Arizona",4,7,1.6
"13","Arizona",5,3,0.7
"14","Arizona",6,9,2
"15","Arizona",7,9,2
"16","Arizona",8,8,1.8
"17","Arizona",9,3,0.7
"18","Arizona",10,8,1.8
"19","Arizona",11,11,2.5
"20","Arizona",12,5,1.1
"21","Arizona",13,1,0.2
"22","Arizona",14,9,2
"23","Arizona",15,11,2.5
"24","Arizona",16,10,2.3
"25","Arizona",17,9,2
"26","Arizona",18,5,1.1
"27","Arizona",19,6,1.4
"28","Arizona",20,6,1.4
"29","Arizona",21,2,0.5
"30","Arizona",22,1,0.2
"31","Arizona",23,1,0.2
"32","Arizona",24,4,0.9
"33","Arizona",25,3,0.7
"34","Arkansas",0,373,84
"35","Arkansas",1,16,3.6
"36","Arkansas",2,15,3.4
"37","Arkansas",3,9,2
"38","Arkansas",4,8,1.8
"39","Arkansas",5,4,0.9
"40","Arkansas",6,4,0.9
"41","Arkansas",7,1,0.2
"42","Arkansas",8,2,0.5
"43","Arkansas",9,5,1.1
"44","Arkansas",10,1,0.2
"45","Arkansas",11,1,0.2
"46","Arkansas",13,1,0.2
"47","Arkansas",14,1,0.2
"48","Arkansas",15,2,0.5
"49","Arkansas",20,1,0.2
"50","California",0,314,70.7
"51","California",1,45,10.1
"52","California",2,25,5.6
"53","California",3,27,6.1
"54","California",4,11,2.5
"55","California",5,11,2.5
"56","California",6,7,1.6
"57","California",7,1,0.2
"58","California",8,2,0.5
"59","California",9,1,0.2
"60","Colorado",0,443,99.8
"61","Colorado",1,1,0.2
"62","Connecticut",0,439,98.9
"63","Connecticut",1,4,0.9
"64","Connecticut",2,1,0.2
"65","Delaware",0,416,93.7
"66","Delaware",1,20,4.5
"67","Delaware",2,5,1.1
"68","Delaware",3,3,0.7
"69","District of Columbia",0,406,91.4
"70","District of Columbia",1,15,3.4
"71","District of Columbia",2,10,2.3
"72","District of Columbia",3,5,1.1
"73","District of Columbia",4,4,0.9
"74","District of Columbia",5,2,0.5
"75","District of Columbia",6,1,0.2
"76","District of Columbia",7,1,0.2
"77","Florida",0,438,98.6
"78","Florida",1,5,1.1
"79","Florida",2,1,0.2
"80","Georgia",0,414,93.2
"81","Georgia",1,18,4.1
"82","Georgia",2,7,1.6
"83","Georgia",3,2,0.5
"84","Georgia",4,1,0.2
"85","Georgia",5,1,0.2
"86","Georgia",6,1,0.2
"87","Hawaii",0,444,100
"88","Idaho",0,443,99.8
"89","Idaho",1,1,0.2
"90","Illinois",0,425,95.7
"91","Illinois",1,12,2.7
"92","Illinois",2,4,0.9
"93","Illinois",3,2,0.5
"94","Illinois",4,1,0.2
"95","Indiana",0,431,97.1
"96","Indiana",1,8,1.8
"97","Indiana",2,3,0.7
"98","Indiana",3,1,0.2
"99","Indiana",6,1,0.2
"100","Iowa",0,431,97.1
"101","Iowa",1,7,1.6
"102","Iowa",2,2,0.5
"103","Iowa",3,2,0.5
"104","Iowa",5,2,0.5
"105","Kansas",0,372,83.8
"106","Kansas",1,18,4.1
"107","Kansas",2,15,3.4
"108","Kansas",3,11,2.5
"109","Kansas",4,4,0.9
"110","Kansas",5,3,0.7
"111","Kansas",6,10,2.3
"112","Kansas",7,4,0.9
"113","Kansas",8,1,0.2
"114","Kansas",9,1,0.2
"115","Kansas",10,1,0.2
"116","Kansas",11,1,0.2
"117","Kansas",17,1,0.2
"118","Kansas",18,1,0.2
"119","Kansas",20,1,0.2
"120","Kentucky",0,428,96.4
"121","Kentucky",1,5,1.1
"122","Kentucky",2,5,1.1
"123","Kentucky",3,3,0.7
"124","Kentucky",4,1,0.2
"125","Kentucky",5,1,0.2
"126","Kentucky",6,1,0.2
"127","Louisiana",0,377,84.9
"128","Louisiana",1,24,5.4
"129","Louisiana",2,11,2.5
"130","Louisiana",3,9,2
"131","Louisiana",4,5,1.1
"132","Louisiana",5,6,1.4
"133","Louisiana",6,3,0.7
"134","Louisiana",7,2,0.5
"135","Louisiana",8,1,0.2
"136","Louisiana",9,3,0.7
"137","Louisiana",10,2,0.5
"138","Louisiana",13,1,0.2
"139","Maine",0,444,100
"140","Maryland",0,418,94.1
"141","Maryland",1,14,3.2
"142","Maryland",2,6,1.4
"143","Maryland",3,4,0.9
"144","Maryland",4,1,0.2
"145","Maryland",5,1,0.2
"146","Massachusetts",0,444,100
"147","Michigan",0,442,99.5
"148","Michigan",1,2,0.5
"149","Minnesota",0,439,98.9
"150","Minnesota",1,3,0.7
"151","Minnesota",2,2,0.5
"152","Mississippi",0,402,90.5
"153","Mississippi",1,15,3.4
"154","Mississippi",2,8,1.8
"155","Mississippi",3,7,1.6
"156","Mississippi",4,4,0.9
"157","Mississippi",5,1,0.2
"158","Mississippi",6,4,0.9
"159","Mississippi",7,1,0.2
"160","Mississippi",13,2,0.5
"161","Missouri",0,393,88.5
"162","Missouri",1,20,4.5
"163","Missouri",2,10,2.3
"164","Missouri",3,8,1.8
"165","Missouri",4,4,0.9
"166","Missouri",5,2,0.5
"167","Missouri",6,4,0.9
"168","Missouri",10,1,0.2
"169","Missouri",15,2,0.5
"170","Montana",0,440,99.1
"171","Montana",1,4,0.9
"172","Nebraska",0,408,91.9
"173","Nebraska",1,17,3.8
"174","Nebraska",2,6,1.4
"175","Nebraska",3,5,1.1
"176","Nebraska",4,3,0.7
"177","Nebraska",5,3,0.7
"178","Nebraska",6,1,0.2
"179","Nebraska",8,1,0.2
"180","Nevada",0,308,69.4
"181","Nevada",1,27,6.1
"182","Nevada",2,6,1.4
"183","Nevada",3,12,2.7
"184","Nevada",4,11,2.5
"185","Nevada",5,6,1.4
"186","Nevada",6,11,2.5
"187","Nevada",7,7,1.6
"188","Nevada",8,10,2.3
"189","Nevada",9,5,1.1
"190","Nevada",10,5,1.1
"191","Nevada",11,9,2
"192","Nevada",12,7,1.6
"193","Nevada",13,4,0.9
"194","Nevada",14,3,0.7
"195","Nevada",15,2,0.5
"196","Nevada",16,5,1.1
"197","Nevada",17,2,0.5
"198","Nevada",18,4,0.9
"199","New Hampshire",0,443,99.8
"200","New Hampshire",1,1,0.2
"201","New Jersey",0,432,97.3
"202","New Jersey",1,8,1.8
"203","New Jersey",2,4,0.9
"204","New Mexico",0,405,91.2
"205","New Mexico",1,23,5.2
"206","New Mexico",2,12,2.7
"207","New Mexico",3,3,0.7
"208","New Mexico",4,1,0.2
"209","New York",0,435,98
"210","New York",1,9,2
"211","North Carolina",0,418,94.1
"212","North Carolina",1,18,4.1
"213","North Carolina",2,3,0.7
