"","variable.rounded","freq","percentage"
"1",0,21209,93.7
"2",1,510,2.3
"3",2,236,1
"4",3,160,0.7
"5",4,89,0.4
"6",5,60,0.3
"7",6,74,0.3
"8",7,42,0.2
"9",8,33,0.1
"10",9,27,0.1
"11",10,29,0.1
"12",11,28,0.1
"13",12,20,0.1
"14",13,12,0.1
"15",14,16,0.1
"16",15,21,0.1
"17",16,18,0.1
"18",17,13,0.1
"19",18,10,0
"20",19,8,0
"21",20,11,0
"22",21,4,0
"23",22,2,0
"24",23,2,0
"25",24,4,0
"26",25,4,0
"27",28,2,0
