"","date","ID_1","NAME_1","t2m"
"1","2021-01-01",1,"Abruzzo",-0.97
"2","2021-01-01",2,"Apulia",5.58
"3","2021-01-01",3,"Basilicata",2.89
"4","2021-01-01",4,"Calabria",5.98
"5","2021-01-01",5,"Campania",3.95
"6","2021-01-01",6,"Emilia-Romagna",3.14
"7","2021-01-01",7,"Friuli-Venezia Giulia",-0.06
"8","2021-01-01",8,"Lazio",2.79
"9","2021-01-01",9,"Liguria",3.67
"10","2021-01-01",10,"Lombardia",-0.79
"11","2021-01-01",11,"Marche",3.04
"12","2021-01-01",12,"Molise",0.59
"13","2021-01-01",13,"Piemonte",-1.22
"14","2021-01-01",14,"Sardegna",5.39
"15","2021-01-01",15,"Sicily",5.71
"16","2021-01-01",16,"Toscana",5.03
"17","2021-01-01",17,"Trentino-Alto Adige",-9.57
"18","2021-01-01",18,"Umbria",2.24
"19","2021-01-01",19,"Valle d'Aosta",-11.03
"20","2021-01-01",20,"Veneto",0.77
"21","2021-01-02",1,"Abruzzo",3.87
"22","2021-01-02",2,"Apulia",8.66
"23","2021-01-02",3,"Basilicata",4.8
"24","2021-01-02",4,"Calabria",8.4
"25","2021-01-02",5,"Campania",6.9
"26","2021-01-02",6,"Emilia-Romagna",4.66
"27","2021-01-02",7,"Friuli-Venezia Giulia",3.27
"28","2021-01-02",8,"Lazio",7.7
"29","2021-01-02",9,"Liguria",3.09
"30","2021-01-02",10,"Lombardia",0.9
"31","2021-01-02",11,"Marche",4.88
"32","2021-01-02",12,"Molise",6.28
"33","2021-01-02",13,"Piemonte",-0.72
"34","2021-01-02",14,"Sardegna",7.39
"35","2021-01-02",15,"Sicily",10.47
"36","2021-01-02",16,"Toscana",6.74
"37","2021-01-02",17,"Trentino-Alto Adige",-5.45
"38","2021-01-02",18,"Umbria",5.13
"39","2021-01-02",19,"Valle d'Aosta",-7.64
"40","2021-01-02",20,"Veneto",4.29
"41","2021-01-03",1,"Abruzzo",4.07
"42","2021-01-03",2,"Apulia",9.35
"43","2021-01-03",3,"Basilicata",5.53
"44","2021-01-03",4,"Calabria",7.97
"45","2021-01-03",5,"Campania",7.28
"46","2021-01-03",6,"Emilia-Romagna",5.38
"47","2021-01-03",7,"Friuli-Venezia Giulia",3.73
"48","2021-01-03",8,"Lazio",6.76
"49","2021-01-03",9,"Liguria",3.82
"50","2021-01-03",10,"Lombardia",2.34
"51","2021-01-03",11,"Marche",6.67
"52","2021-01-03",12,"Molise",5.77
"53","2021-01-03",13,"Piemonte",0.7
"54","2021-01-03",14,"Sardegna",6.1
"55","2021-01-03",15,"Sicily",7.35
"56","2021-01-03",16,"Toscana",7.21
"57","2021-01-03",17,"Trentino-Alto Adige",-3.92
"58","2021-01-03",18,"Umbria",5.82
"59","2021-01-03",19,"Valle d'Aosta",-6.35
"60","2021-01-03",20,"Veneto",5.23
"61","2021-01-04",1,"Abruzzo",1.59
"62","2021-01-04",2,"Apulia",7.36
"63","2021-01-04",3,"Basilicata",3.14
"64","2021-01-04",4,"Calabria",6.96
"65","2021-01-04",5,"Campania",5.15
"66","2021-01-04",6,"Emilia-Romagna",4.04
"67","2021-01-04",7,"Friuli-Venezia Giulia",1.24
"68","2021-01-04",8,"Lazio",4.49
"69","2021-01-04",9,"Liguria",3.74
"70","2021-01-04",10,"Lombardia",0.63
"71","2021-01-04",11,"Marche",3.32
"72","2021-01-04",12,"Molise",3.34
"73","2021-01-04",13,"Piemonte",-0.48
"74","2021-01-04",14,"Sardegna",4.09
"75","2021-01-04",15,"Sicily",6.61
"76","2021-01-04",16,"Toscana",5.23
"77","2021-01-04",17,"Trentino-Alto Adige",-6.91
"78","2021-01-04",18,"Umbria",3.45
"79","2021-01-04",19,"Valle d'Aosta",-10.82
"80","2021-01-04",20,"Veneto",2.57
"81","2021-01-05",1,"Abruzzo",1.24
"82","2021-01-05",2,"Apulia",6.11
"83","2021-01-05",3,"Basilicata",3.73
"84","2021-01-05",4,"Calabria",5.89
"85","2021-01-05",5,"Campania",4.64
"86","2021-01-05",6,"Emilia-Romagna",2.65
"87","2021-01-05",7,"Friuli-Venezia Giulia",2.39
"88","2021-01-05",8,"Lazio",4.77
"89","2021-01-05",9,"Liguria",3.14
"90","2021-01-05",10,"Lombardia",0.28
"91","2021-01-05",11,"Marche",2.42
"92","2021-01-05",12,"Molise",2.67
"93","2021-01-05",13,"Piemonte",-0.21
"94","2021-01-05",14,"Sardegna",5.44
"95","2021-01-05",15,"Sicily",5.56
"96","2021-01-05",16,"Toscana",4.13
"97","2021-01-05",17,"Trentino-Alto Adige",-8.05
"98","2021-01-05",18,"Umbria",3.12
"99","2021-01-05",19,"Valle d'Aosta",-8.74
"100","2021-01-05",20,"Veneto",1.15
"101","2021-01-06",1,"Abruzzo",1.03
"102","2021-01-06",2,"Apulia",9.83
"103","2021-01-06",3,"Basilicata",6.25
"104","2021-01-06",4,"Calabria",8.05
"105","2021-01-06",5,"Campania",6.98
"106","2021-01-06",6,"Emilia-Romagna",3.09
"107","2021-01-06",7,"Friuli-Venezia Giulia",2.12
"108","2021-01-06",8,"Lazio",4.85
"109","2021-01-06",9,"Liguria",1.63
"110","2021-01-06",10,"Lombardia",-0.12
"111","2021-01-06",11,"Marche",3.46
"112","2021-01-06",12,"Molise",3.88
"113","2021-01-06",13,"Piemonte",-2.07
"114","2021-01-06",14,"Sardegna",4.29
"115","2021-01-06",15,"Sicily",8.55
"116","2021-01-06",16,"Toscana",4.09
"117","2021-01-06",17,"Trentino-Alto Adige",-7.22
"118","2021-01-06",18,"Umbria",3.08
"119","2021-01-06",19,"Valle d'Aosta",-10.91
"120","2021-01-06",20,"Veneto",2.84
"121","2021-01-07",1,"Abruzzo",0.55
"122","2021-01-07",2,"Apulia",9.34
"123","2021-01-07",3,"Basilicata",6.51
"124","2021-01-07",4,"Calabria",9.94
"125","2021-01-07",5,"Campania",6.41
"126","2021-01-07",6,"Emilia-Romagna",1.73
"127","2021-01-07",7,"Friuli-Venezia Giulia",0.12
"128","2021-01-07",8,"Lazio",2.52
"129","2021-01-07",9,"Liguria",2
"130","2021-01-07",10,"Lombardia",-2.17
"131","2021-01-07",11,"Marche",1.33
"132","2021-01-07",12,"Molise",3.53
"133","2021-01-07",13,"Piemonte",-4.68
"134","2021-01-07",14,"Sardegna",2.96
"135","2021-01-07",15,"Sicily",10.9
"136","2021-01-07",16,"Toscana",3.04
"137","2021-01-07",17,"Trentino-Alto Adige",-9.62
"138","2021-01-07",18,"Umbria",0.82
"139","2021-01-07",19,"Valle d'Aosta",-16.77
"140","2021-01-07",20,"Veneto",-0.73
"141","2021-01-08",1,"Abruzzo",2.03
"142","2021-01-08",2,"Apulia",10.31
"143","2021-01-08",3,"Basilicata",7.15
