"","full_name","month","anom.abs"
"1","Alabama",1,1.77698196924606
"2","Alabama",2,1.31451642164903
"3","Alabama",3,1.52068406055085
"4","Alabama",4,1.17489380265744
"5","Alabama",5,0.818888319929008
"6","Alabama",6,0.831022382492381
"7","Alabama",7,0.768702253549134
"8","Alabama",8,0.91608290923829
"9","Alabama",9,0.84987806653727
"10","Alabama",10,1.04667494107591
"11","Alabama",11,1.48271919939191
"12","Alabama",12,1.95006486804162
"13","Arizona",1,1.10715152651224
"14","Arizona",2,1.24587674086702
"15","Arizona",3,1.38057501462721
"16","Arizona",4,1.27559670633607
"17","Arizona",5,1.40757651417225
"18","Arizona",6,1.07659739476076
"19","Arizona",7,0.800811371185664
"20","Arizona",8,0.769565136926925
"21","Arizona",9,0.866054793377092
"22","Arizona",10,1.25492000139133
"23","Arizona",11,1.38866792342241
"24","Arizona",12,0.984902111282848
"25","Arkansas",1,1.65105103082561
"26","Arkansas",2,1.79580554132735
"27","Arkansas",3,1.56677632016092
"28","Arkansas",4,1.33186107410183
"29","Arkansas",5,1.03881849825521
"30","Arkansas",6,1.02513646095
"31","Arkansas",7,0.959322729060925
"32","Arkansas",8,1.27698743175556
"33","Arkansas",9,1.11713281388729
"34","Arkansas",10,0.973299398629277
"35","Arkansas",11,1.52807202109893
"36","Arkansas",12,1.68807941557833
"37","California",1,1.04000507248328
"38","California",2,1.05947661956332
"39","California",3,1.2475835812499
"40","California",4,1.19738673463605
"41","California",5,1.25400797540011
"42","California",6,1.07793253816258
"43","California",7,0.851850854234484
"44","California",8,0.598236011436813
"45","California",9,0.844944869110682
"46","California",10,1.17650464283466
"47","California",11,1.11998722362742
"48","California",12,0.853985069480706
"49","Colorado",1,1.54800692390878
"50","Colorado",2,1.65473481149089
"51","Colorado",3,1.33409913558873
"52","Colorado",4,1.40236440962557
"53","Colorado",5,1.09549218851299
"54","Colorado",6,1.43208211701705
"55","Colorado",7,0.891275921197957
"56","Colorado",8,0.826781479195541
"57","Colorado",9,1.13761049551086
"58","Colorado",10,1.18610461274723
"59","Colorado",11,1.55802406610074
"60","Colorado",12,1.35359698311094
"61","Connecticut",1,2.1061669733
"62","Connecticut",2,1.68019018989897
"63","Connecticut",3,1.33474439929308
"64","Connecticut",4,0.893583152902033
"65","Connecticut",5,1.07894064799225
"66","Connecticut",6,0.799572071051833
"67","Connecticut",7,0.940674233398985
"68","Connecticut",8,0.917517193356523
"69","Connecticut",9,0.861813776449846
"70","Connecticut",10,0.974041648214387
"71","Connecticut",11,1.18912492727153
"72","Connecticut",12,1.85384660875472
"73","Delaware",1,1.93317587227486
"74","Delaware",2,1.55803232169379
"75","Delaware",3,1.38855760434296
"76","Delaware",4,0.916396577156403
"77","Delaware",5,1.06560648387226
"78","Delaware",6,0.804914964988324
"79","Delaware",7,0.823326810149463
"80","Delaware",8,0.838281044445084
"81","Delaware",9,0.785334238419359
"82","Delaware",10,0.940945084917695
"83","Delaware",11,1.25055556810438
"84","Delaware",12,1.82388422326101
"85","District of Columbia",1,1.95135135135135
"86","District of Columbia",2,1.64324324324324
"87","District of Columbia",3,1.50540540540541
"88","District of Columbia",4,0.95945945945946
"89","District of Columbia",5,1.21891891891892
"90","District of Columbia",6,0.845945945945946
"91","District of Columbia",7,0.954054054054054
"92","District of Columbia",8,1.04324324324324
"93","District of Columbia",9,0.824324324324325
"94","District of Columbia",10,1.03243243243243
"95","District of Columbia",11,1.32432432432432
"96","District of Columbia",12,1.87027027027027
"97","Florida",1,1.40242549289308
"98","Florida",2,1.2057632168637
"99","Florida",3,1.23620465599038
"100","Florida",4,0.911033819967909
"101","Florida",5,0.609631184617442
"102","Florida",6,0.526754892569619
"103","Florida",7,0.405452189140185
"104","Florida",8,0.411950841214453
"105","Florida",9,0.392495345135458
"106","Florida",10,0.599344860336691
"107","Florida",11,1.07691386796757
"108","Florida",12,1.60103456724538
"109","Georgia",1,1.66710700241608
"110","Georgia",2,1.24170669043759
"111","Georgia",3,1.49300477919598
"112","Georgia",4,1.16323139965516
"113","Georgia",5,0.854606603454783
"114","Georgia",6,0.829856560806289
"115","Georgia",7,0.810885503389564
"116","Georgia",8,0.874449986729825
"117","Georgia",9,0.779128553206623
"118","Georgia",10,0.987229821121063
"119","Georgia",11,1.40308112150285
"120","Georgia",12,2.01752609966718
"121","Idaho",1,1.77155127738791
"122","Idaho",2,1.6619838675246
"123","Idaho",3,1.19200773232853
"124","Idaho",4,1.32053970323642
"125","Idaho",5,1.1867480213842
"126","Idaho",6,1.35921544159439
"127","Idaho",7,1.55188418362439
"128","Idaho",8,1.03314440412703
"129","Idaho",9,1.33089515801789
"130","Idaho",10,1.18256686382124
"131","Idaho",11,1.50063847991915
"132","Idaho",12,1.61791912231317
"133","Illinois",1,2.11737824876792
"134","Illinois",2,2.32660546185808
"135","Illinois",3,1.72691273866175
"136","Illinois",4,1.2232699401587
"137","Illinois",5,1.41307687627866
"138","Illinois",6,1.04053260384588
"139","Illinois",7,1.1456727396857
"140","Illinois",8,1.11900833748517
"141","Illinois",9,0.965682575833818
"142","Illinois",10,1.09282718394697
"143","Illinois",11,1.66986072462371
"144","Illinois",12,2.23856670029042
"145","Indiana",1,2.12415182415345
"146","Indiana",2,2.24742751532983
"147","Indiana",3,1.82503700690705
"148","Indiana",4,1.23423151558231
"149","Indiana",5,1.55206950869897
"150","Indiana",6,1.00976981082513
"151","Indiana",7,1.11236424274889
"152","Indiana",8,1.10388689516971
"153","Indiana",9,1.06353336477877
"154","Indiana",10,1.11613957544792
"155","Indiana",11,1.63768224975242
"156","Indiana",12,2.2189187798697
"157","Iowa",1,2.53393334387855
"158","Iowa",2,2.96024117197521
"159","Iowa",3,2.04889786764303
"160","Iowa",4,1.50940715212698
"161","Iowa",5,1.25828526784765
"162","Iowa",6,0.939672519974667
"163","Iowa",7,1.15373566288231
"164","Iowa",8,1.12053674575385
"165","Iowa",9,1.12049479578249
"166","Iowa",10,1.085018691735
"167","Iowa",11,2.11327863812649
"168","Iowa",12,2.63524081008669
"169","Kansas",1,1.78812816633422
"170","Kansas",2,2.38541918698668
"171","Kansas",3,1.79830845578746
"172","Kansas",4,1.61401699809112
"173","Kansas",5,1.14763895493182
"174","Kansas",6,1.29829676030923
"175","Kansas",7,1.11156365260656
"176","Kansas",8,1.27509893621442
"177","Kansas",9,1.30608285098628
"178","Kansas",10,0.924516747703597
"179","Kansas",11,1.74406916460894
"180","Kansas",12,2.01735815622902
"181","Kentucky",1,1.94833347438275
"182","Kentucky",2,1.84973577992823
"183","Kentucky",3,1.65256966925513
"184","Kentucky",4,1.31473626562292
"185","Kentucky",5,1.36302046938737
"186","Kentucky",6,0.923257677780654
"187","Kentucky",7,0.896583938546398
"188","Kentucky",8,1.073759249465
"189","Kentucky",9,1.05465960572615
"190","Kentucky",10,1.031956969286
"191","Kentucky",11,1.58812184148578
"192","Kentucky",12,2.04658625155781
"193","Louisiana",1,1.61513771625942
"194","Louisiana",2,1.37638933591739
"195","Louisiana",3,1.34898779061422
"196","Louisiana",4,1.09671919450946
"197","Louisiana",5,0.690637495801878
"198","Louisiana",6,0.709451067371388
"199","Louisiana",7,0.534290242058953
"200","Louisiana",8,0.739058276563868
"201","Louisiana",9,0.803630778870069
"202","Louisiana",10,0.865701306719144
"203","Louisiana",11,1.33397514796128
"204","Louisiana",12,1.60004808880967
"205","Maine",1,1.90883197259505
"206","Maine",2,1.75044169500805
"207","Maine",3,1.31716623752196
"208","Maine",4,0.874279421083431
"209","Maine",5,0.86525647477152
"210","Maine",6,0.704815441692826
