"","date","ID_0","t2m"
"1","2019-01-01",1,8
"2","2019-01-02",1,5.28
"3","2019-01-03",1,-0.35
"4","2019-01-04",1,3.6
"5","2019-01-05",1,7.21
"6","2019-01-06",1,1.01
"7","2019-01-07",1,5
"8","2019-01-08",1,6.2
"9","2019-01-09",1,3.47
"10","2019-01-10",1,-0.36
"11","2019-01-11",1,5.19
"12","2019-01-12",1,3.24
"13","2019-01-13",1,5.12
"14","2019-01-14",1,3.3
"15","2019-01-15",1,2.96
"16","2019-01-16",1,5.86
"17","2019-01-17",1,4.71
"18","2019-01-18",1,-1.49
"19","2019-01-19",1,-0.32
"20","2019-01-20",1,-0.76
"21","2019-01-21",1,0.47
"22","2019-01-22",1,-0.16
"23","2019-01-23",1,-1.23
"24","2019-01-24",1,-2.8
"25","2019-01-25",1,-3.41
"26","2019-01-26",1,-2.28
"27","2019-01-27",1,1.97
"28","2019-01-28",1,2.42
"29","2019-01-29",1,-1.68
"30","2019-01-30",1,0.96
"31","2019-01-31",1,0.7
"32","2019-02-01",1,0.27
"33","2019-02-02",1,0.71
"34","2019-02-03",1,0.92
"35","2019-02-04",1,-0.64
"36","2019-02-05",1,3.37
"37","2019-02-06",1,1.99
"38","2019-02-07",1,3.7
"39","2019-02-08",1,5.08
"40","2019-02-09",1,6.38
"41","2019-02-10",1,5.89
"42","2019-02-11",1,3.88
"43","2019-02-12",1,2.26
"44","2019-02-13",1,5.79
"45","2019-02-14",1,5.91
"46","2019-02-15",1,4.03
"47","2019-02-16",1,4.78
"48","2019-02-17",1,5.84
"49","2019-02-18",1,4.93
"50","2019-02-19",1,5.91
"51","2019-02-20",1,5.03
"52","2019-02-21",1,6.19
"53","2019-02-22",1,3.89
"54","2019-02-23",1,0.97
"55","2019-02-24",1,2.36
"56","2019-02-25",1,3.11
"57","2019-02-26",1,4.85
"58","2019-02-27",1,3.54
"59","2019-02-28",1,4.92
"60","2019-03-01",1,1.79
"61","2019-03-02",1,0.39
"62","2019-03-03",1,5.82
"63","2019-03-04",1,6.51
"64","2019-03-05",1,4.98
"65","2019-03-06",1,3.31
"66","2019-03-07",1,7.15
"67","2019-03-08",1,5.68
"68","2019-03-09",1,4.08
"69","2019-03-10",1,4.67
"70","2019-03-11",1,0.06
"71","2019-03-12",1,1.6
"72","2019-03-13",1,3.7
"73","2019-03-14",1,4.66
"74","2019-03-15",1,5.15
"75","2019-03-16",1,4.67
"76","2019-03-17",1,7.35
"77","2019-03-18",1,4.64
