"","date","ID_1","t2m"
"1","2017-01-01",1,-2.79
"2","2017-01-01",2,-1.84
"3","2017-01-01",3,-3.67
"4","2017-01-02",1,-0.39
"5","2017-01-02",2,0.46
"6","2017-01-02",3,-1.73
"7","2017-01-03",1,-0.17
"8","2017-01-03",2,0.81
"9","2017-01-03",3,-0.73
"10","2017-01-04",1,3.11
"11","2017-01-04",2,4.1
"12","2017-01-04",3,0.96
"13","2017-01-05",1,1.6
"14","2017-01-05",2,2.59
"15","2017-01-05",3,0.17
"16","2017-01-06",1,-3.86
"17","2017-01-06",2,-2.95
"18","2017-01-06",3,-6.19
"19","2017-01-07",1,-3.18
"20","2017-01-07",2,-1.95
"21","2017-01-07",3,-5.97
"22","2017-01-08",1,1.22
"23","2017-01-08",2,2.43
"24","2017-01-08",3,-0.6
"25","2017-01-09",1,3.19
"26","2017-01-09",2,3.93
"27","2017-01-09",3,1.67
"28","2017-01-10",1,5.46
"29","2017-01-10",2,5.84
"30","2017-01-10",3,3.17
"31","2017-01-11",1,5.05
"32","2017-01-11",2,5.25
"33","2017-01-11",3,3.25
"34","2017-01-12",1,4.64
"35","2017-01-12",2,5.52
"36","2017-01-12",3,3.11
"37","2017-01-13",1,0.99
"38","2017-01-13",2,1.93
"39","2017-01-13",3,0.74
"40","2017-01-14",1,2.44
"41","2017-01-14",2,3.15
"42","2017-01-14",3,1.21
"43","2017-01-15",1,0.33
"44","2017-01-15",2,1.35
"45","2017-01-15",3,-0.5
"46","2017-01-16",1,0.86
"47","2017-01-16",2,0.83
"48","2017-01-16",3,-0.52
"49","2017-01-17",1,-1.22
"50","2017-01-17",2,-1.19
"51","2017-01-17",3,-5.97
"52","2017-01-18",1,-3.82
"53","2017-01-18",2,-3.56
"54","2017-01-18",3,-6.79
"55","2017-01-19",1,-3.92
"56","2017-01-19",2,-3.17
"57","2017-01-19",3,-6.37
"58","2017-01-20",1,-2.91
"59","2017-01-20",2,-2.62
"60","2017-01-20",3,-4.85
"61","2017-01-21",1,-2.41
"62","2017-01-21",2,-1.46
"63","2017-01-21",3,-3.58
"64","2017-01-22",1,-3.59
"65","2017-01-22",2,-3.59
"66","2017-01-22",3,-5.7
"67","2017-01-23",1,-1.9
"68","2017-01-23",2,-1.48
"69","2017-01-23",3,-5.57
"70","2017-01-24",1,-0.32
"71","2017-01-24",2,0.59
"72","2017-01-24",3,-2.16
"73","2017-01-25",1,-0.43
"74","2017-01-25",2,-0.25
"75","2017-01-25",3,-2.05
"76","2017-01-26",1,-3.81
"77","2017-01-26",2,-3.4
"78","2017-01-26",3,-5.37
"79","2017-01-27",1,-3.81
"80","2017-01-27",2,-3.59
"81","2017-01-27",3,-4.45
"82","2017-01-28",1,6.06
"83","2017-01-28",2,5.75
"84","2017-01-28",3,3.34
"85","2017-01-29",1,4.24
"86","2017-01-29",2,4.56
"87","2017-01-29",3,3.44
"88","2017-01-30",1,5.66
"89","2017-01-30",2,5.59
"90","2017-01-30",3,3.98
"91","2017-01-31",1,3.87
