"","date","ID_1","t2m"
"1","2010-01-01",1,-0.35
"2","2010-01-01",2,-0.08
"3","2010-01-01",3,-0.98
"4","2010-01-02",1,-4.59
"5","2010-01-02",2,-3.82
"6","2010-01-02",3,-4.79
"7","2010-01-03",1,0.37
"8","2010-01-03",2,0.87
"9","2010-01-03",3,-0.9
"10","2010-01-04",1,-6.59
"11","2010-01-04",2,-5.47
"12","2010-01-04",3,-7.1
"13","2010-01-05",1,-0.96
"14","2010-01-05",2,-0.95
"15","2010-01-05",3,-4.13
"16","2010-01-06",1,-5.4
"17","2010-01-06",2,-3.97
"18","2010-01-06",3,-5.7
"19","2010-01-07",1,-4.05
"20","2010-01-07",2,-3.63
"21","2010-01-07",3,-5.68
"22","2010-01-08",1,-8.78
"23","2010-01-08",2,-7.86
"24","2010-01-08",3,-7.32
"25","2010-01-09",1,-3.31
"26","2010-01-09",2,-2.94
"27","2010-01-09",3,-4.92
"28","2010-01-10",1,-1.32
"29","2010-01-10",2,-0.77
"30","2010-01-10",3,-2.94
