"date","ID_1","t2m"
"2013-04-17",3,12.39
"2013-04-18",1,17.11
"2013-04-18",2,16.55
"2013-04-18",3,16.08
"2013-04-19",1,7.68
"2013-04-19",2,8.14
"2013-04-19",3,7.99
"2013-04-20",1,5.11
"2013-04-20",2,4.96
"2013-04-20",3,4.99
"2013-04-21",1,4.86
"2013-04-21",2,4.89
"2013-04-21",3,4.96
"2013-04-22",1,4.49
"2013-04-22",2,4.14
"2013-04-22",3,5.33
"2013-04-23",1,8.61
"2013-04-23",2,9.2
"2013-04-23",3,7.1
"2013-04-24",1,7.92
"2013-04-24",2,7.84
"2013-04-24",3,7.66
"2013-04-25",1,10.93
"2013-04-25",2,10.64
"2013-04-25",3,11.48
"2013-04-26",1,12.81
"2013-04-26",2,12.62
"2013-04-26",3,12.79
"2013-04-27",1,4.63
"2013-04-27",2,4.81
"2013-04-27",3,4.44
"2013-04-28",1,4.13
"2013-04-28",2,4.17
"2013-04-28",3,4.44
"2013-04-29",1,5.81
"2013-04-29",2,5.53
"2013-04-29",3,4.86
"2013-04-30",1,5.58
"2013-04-30",2,4.91
"2013-04-30",3,5.11
"2013-05-01",1,8.48
"2013-05-01",2,8.03
"2013-05-01",3,7.4
"2013-05-02",1,10.48
"2013-05-02",2,10.09
"2013-05-02",3,9.78
"2013-05-03",1,10.05
"2013-05-03",2,10.01
"2013-05-03",3,9.94
"2013-05-04",1,7.56
"2013-05-04",2,8.05
"2013-05-04",3,8.32
"2013-05-05",1,9.17
"2013-05-05",2,8.91
"2013-05-05",3,8.14
"2013-05-06",1,8.65
"2013-05-06",2,8.87
"2013-05-06",3,9.32
"2013-05-07",1,11.42
"2013-05-07",2,11.31
"2013-05-07",3,11.96
"2013-05-08",1,12.16
"2013-05-08",2,12.55
"2013-05-08",3,11.39
"2013-05-09",1,12.3
"2013-05-09",2,12.35
"2013-05-09",3,12.34
"2013-05-10",1,10.67
"2013-05-10",2,10.8
"2013-05-10",3,9.12
"2013-05-11",1,8.91
"2013-05-11",2,9.28
"2013-05-11",3,8.18
"2013-05-12",1,8.52
"2013-05-12",2,8.5
"2013-05-12",3,7.9
"2013-05-13",1,8.97
"2013-05-13",2,9.16
"2013-05-13",3,7.56
"2013-05-14",1,8.78
"2013-05-14",2,9.09
"2013-05-14",3,8.98
"2013-05-15",1,11.18
"2013-05-15",2,10.71
"2013-05-15",3,10.38
"2013-05-16",1,9.11
"2013-05-16",2,8.33
"2013-05-16",3,7.92
"2013-05-17",1,7.04
"2013-05-17",2,7.62
"2013-05-17",3,7.34
"2013-05-18",1,8.04
"2013-05-18",2,8.49
"2013-05-18",3,7.45
"2013-05-19",1,8.14
"2013-05-19",2,8.13
"2013-05-19",3,8.88
"2013-05-20",1,9.37
"2013-05-20",2,9.85
"2013-05-20",3,9.6
"2013-05-21",1,9.98
"2013-05-21",2,9.88
"2013-05-21",3,9.17
"2013-05-22",1,8.32
"2013-05-22",2,8.58
"2013-05-22",3,7.31
"2013-05-23",1,8.32
"2013-05-23",2,8.19
"2013-05-23",3,7.08
"2013-05-24",1,2.72
"2013-05-24",2,3.9
"2013-05-24",3,1.75
"2013-05-25",1,4.86
"2013-05-25",2,5.43
"2013-05-25",3,3.46
"2013-05-26",1,7.08
"2013-05-26",2,7.48
"2013-05-26",3,5.69
"2013-05-27",1,7.43
"2013-05-27",2,8.02
"2013-05-27",3,6.73
"2013-05-28",1,7.59
"2013-05-28",2,9.35
"2013-05-28",3,7.48
"2013-05-29",1,10.16
"2013-05-29",2,10.4
"2013-05-29",3,8.97
"2013-05-30",1,9.19
"2013-05-30",2,10.07
"2013-05-30",3,7.93
"2013-05-31",1,9.95
"2013-05-31",2,10.56
"2013-05-31",3,8.34
"2013-06-01",1,9.84
"2013-06-01",2,10.23
"2013-06-01",3,9.51
"2013-06-02",1,8.41
"2013-06-02",2,8.64
"2013-06-02",3,7.85
"2013-06-03",1,8.06
"2013-06-03",2,8.61
"2013-06-03",3,7.61
"2013-06-04",1,7.65
"2013-06-04",2,8.22
"2013-06-04",3,7.18
"2013-06-05",1,11.26
"2013-06-05",2,11.14
"2013-06-05",3,9.92
"2013-06-06",1,13.36
"2013-06-06",2,13.04
"2013-06-06",3,12.82
"2013-06-07",1,15.44
"2013-06-07",2,15.05
"2013-06-07",3,14.22
"2013-06-08",1,14.15
"2013-06-08",2,13.69
"2013-06-08",3,14.36
"2013-06-09",1,12.72
"2013-06-09",2,12.21
"2013-06-09",3,13.82
"2013-06-10",1,10.97
"2013-06-10",2,10.81
"2013-06-10",3,11.36
"2013-06-11",1,8.22
"2013-06-11",2,8.9
"2013-06-11",3,8.65
"2013-06-12",1,16.46
"2013-06-12",2,16.53
"2013-06-12",3,14.94
"2013-06-13",1,18.73
"2013-06-13",2,18.7
"2013-06-13",3,17.58
"2013-06-14",1,11.1
"2013-06-14",2,11.78
"2013-06-14",3,10.02
"2013-06-15",1,11.61
"2013-06-15",2,12.14
"2013-06-15",3,10.42
"2013-06-16",1,11.67
"2013-06-16",2,12.09
"2013-06-16",3,10.48
"2013-06-17",1,12.82
"2013-06-17",2,12.72
"2013-06-17",3,13.33
"2013-06-18",1,18.08
"2013-06-18",2,17.89
"2013-06-18",3,18.36
"2013-06-19",1,19.45
"2013-06-19",2,19.15
"2013-06-19",3,20.54
"2013-06-20",1,19.07
"2013-06-20",2,18.29
"2013-06-20",3,19.43
"2013-06-21",1,16.62
"2013-06-21",2,16.87
"2013-06-21",3,15.01
"2013-06-22",1,14.99
"2013-06-22",2,14.94
"2013-06-22",3,13.54
"2013-06-23",1,12.72
"2013-06-23",2,13.16
"2013-06-23",3,12.66
"2013-06-24",1,12.95
"2013-06-24",2,13.37
"2013-06-24",3,11.61
"2013-06-25",1,11.27
"2013-06-25",2,11.39
"2013-06-25",3,10.05
"2013-06-26",1,8.42
"2013-06-26",2,8.68
"2013-06-26",3,8.02
"2013-06-27",1,12.11
"2013-06-27",2,12.3
"2013-06-27",3,11.21
"2013-06-28",1,11.81
"2013-06-28",2,12.15
"2013-06-28",3,9.53
"2013-06-29",1,14.45
"2013-06-29",2,14.77
"2013-06-29",3,13.09
"2013-06-30",1,8.72
"2013-06-30",2,9.81
"2013-06-30",3,9.21
"2013-07-01",1,14.44
"2013-07-01",2,14.41
"2013-07-01",3,13.67
"2013-07-02",1,10.92
"2013-07-02",2,11.45
"2013-07-02",3,11.76
"2013-07-03",1,18.16
"2013-07-03",2,17.45
"2013-07-03",3,17.56
"2013-07-04",1,14.75
"2013-07-04",2,15.12
"2013-07-04",3,13.5
"2013-07-05",1,15.63
"2013-07-05",2,15.58
"2013-07-05",3,15.36
"2013-07-06",1,14.14
"2013-07-06",2,14.17
"2013-07-06",3,13.9
"2013-07-07",1,16.82
"2013-07-07",2,17.17
"2013-07-07",3,16.09
"2013-07-08",1,16.88
"2013-07-08",2,16.72
"2013-07-08",3,15.85
"2013-07-09",1,17.64
"2013-07-09",2,17.3
"2013-07-09",3,16.85
"2013-07-10",1,15.62
"2013-07-10",2,15.43
"2013-07-10",3,15.78
"2013-07-11",1,14.01
"2013-07-11",2,14.07
"2013-07-11",3,12.73
"2013-07-12",1,12.05
"2013-07-12",2,11.98
"2013-07-12",3,10.23
"2013-07-13",1,12.83
"2013-07-13",2,12.91
"2013-07-13",3,12.08
"2013-07-14",1,13.8
"2013-07-14",2,13.38
"2013-07-14",3,12.67
"2013-07-15",1,16.95
"2013-07-15",2,15.96
"2013-07-15",3,14.94
"2013-07-16",1,14.57
"2013-07-16",2,14.44
"2013-07-16",3,14.62
"2013-07-17",1,17.76
"2013-07-17",2,17.77
"2013-07-17",3,16.2
"2013-07-18",1,18.39
"2013-07-18",2,18.48
"2013-07-18",3,17.16
"2013-07-19",1,19.1
"2013-07-19",2,18.59
"2013-07-19",3,17.99
"2013-07-20",1,17.29
"2013-07-20",2,17.34
"2013-07-20",3,16.85
"2013-07-21",1,15.45
"2013-07-21",2,16.23
"2013-07-21",3,15.38
"2013-07-22",1,19.93
"2013-07-22",2,19.78
"2013-07-22",3,19.85
"2013-07-23",1,20.66
"2013-07-23",2,20.28
"2013-07-23",3,19.05
"2013-07-24",1,20.56
"2013-07-24",2,19.36
"2013-07-24",3,19.01
"2013-07-25",1,17.27
"2013-07-25",2,17.29
"2013-07-25",3,17.11
"2013-07-26",1,18.95
"2013-07-26",2,19.31
"2013-07-26",3,18.62
"2013-07-27",1,19.8
"2013-07-27",2,19.67
"2013-07-27",3,19.42
"2013-07-28",1,20.12
"2013-07-28",2,19.93
"2013-07-28",3,19.17
"2013-07-29",1,18.13
"2013-07-29",2,18.22
"2013-07-29",3,16.93
"2013-07-30",1,15.37
"2013-07-30",2,15.97
"2013-07-30",3,14.69
"2013-07-31",1,17.93
"2013-07-31",2,18.12
"2013-07-31",3,17.21
"2013-08-01",1,18.5
"2013-08-01",2,19.17
"2013-08-01",3,16.67
"2013-08-02",1,22.56
"2013-08-02",2,22.79
"2013-08-02",3,21.75
"2013-08-03",1,20
"2013-08-03",2,20
"2013-08-03",3,20.1
"2013-08-04",1,14.22
"2013-08-04",2,14.93
"2013-08-04",3,13.96
"2013-08-05",1,16.09
"2013-08-05",2,15.54
"2013-08-05",3,14.77
"2013-08-06",1,17.75
"2013-08-06",2,18.12
"2013-08-06",3,18.42
"2013-08-07",1,15.78
"2013-08-07",2,15.92
"2013-08-07",3,15.2
"2013-08-08",1,14.15
"2013-08-08",2,14.53
"2013-08-08",3,13.98
"2013-08-09",1,13.64
"2013-08-09",2,13.48
"2013-08-09",3,12.02
"2013-08-10",1,14.33
"2013-08-10",2,15.71
"2013-08-10",3,13.83
"2013-08-11",1,12.89
"2013-08-11",2,13.54
"2013-08-11",3,10.5
"2013-08-12",1,14.51
"2013-08-12",2,15.01
"2013-08-12",3,13.19
"2013-08-13",1,13.6
"2013-08-13",2,14.16
"2013-08-13",3,12.32
"2013-08-14",1,11.06
"2013-08-14",2,11.8
"2013-08-14",3,9.58
"2013-08-15",1,12.68
"2013-08-15",2,12.83
"2013-08-15",3,11.68
"2013-08-16",1,15.64
"2013-08-16",2,15.4
"2013-08-16",3,14.81
"2013-08-17",1,17.21
"2013-08-17",2,17.43
"2013-08-17",3,16.33
"2013-08-18",1,19.18
"2013-08-18",2,18.62
"2013-08-18",3,18.82
"2013-08-19",1,15.07
"2013-08-19",2,15.5
"2013-08-19",3,15.72
"2013-08-20",1,11.92
"2013-08-20",2,12.5
"2013-08-20",3,10.58
"2013-08-21",1,13.37
"2013-08-21",2,13.13
"2013-08-21",3,11.2
"2013-08-22",1,14.58
"2013-08-22",2,14.51
"2013-08-22",3,12.8
"2013-08-23",1,15.09
"2013-08-23",2,15.66
"2013-08-23",3,14.99
"2013-08-24",1,18.61
"2013-08-24",2,18.86
"2013-08-24",3,17.25
"2013-08-25",1,15.07
"2013-08-25",2,15.07
"2013-08-25",3,13.97
"2013-08-26",1,14.99
"2013-08-26",2,15.58
"2013-08-26",3,14.04
"2013-08-27",1,16.85
"2013-08-27",2,17.15
"2013-08-27",3,14.43
"2013-08-28",1,13.36
"2013-08-28",2,14.03
"2013-08-28",3,12.1
"2013-08-29",1,12.33
"2013-08-29",2,12.77
"2013-08-29",3,11.88
"2013-08-30",1,11.89
"2013-08-30",2,13.14
"2013-08-30",3,12.12
"2013-08-31",1,15.16
"2013-08-31",2,15.82
"2013-08-31",3,13.66
"2013-09-01",1,9.08
"2013-09-01",2,9.75
"2013-09-01",3,9.21
"2013-09-02",1,12.38
"2013-09-02",2,13.43
"2013-09-02",3,11.29
"2013-09-03",1,13.58
"2013-09-03",2,14.23
"2013-09-03",3,12.36
"2013-09-04",1,15.7
"2013-09-04",2,16.06
"2013-09-04",3,14.73
"2013-09-05",1,17.62
"2013-09-05",2,18.09
"2013-09-05",3,17.47
"2013-09-06",1,19.96
"2013-09-06",2,19.29
"2013-09-06",3,19.13
"2013-09-07",1,15.8
"2013-09-07",2,15.61
"2013-09-07",3,15.6
"2013-09-08",1,14.32
"2013-09-08",2,14.07
"2013-09-08",3,13.29
"2013-09-09",1,11.43
"2013-09-09",2,11.65
"2013-09-09",3,10.98
"2013-09-10",1,9.62
"2013-09-10",2,10.28
"2013-09-10",3,9.86
"2013-09-11",1,11.52
"2013-09-11",2,12.46
"2013-09-11",3,10.43
"2013-09-12",1,12.77
"2013-09-12",2,13.1
"2013-09-12",3,11.61
"2013-09-13",1,10.68
"2013-09-13",2,11.7
"2013-09-13",3,9.89
"2013-09-14",1,16.01
"2013-09-14",2,16.03
"2013-09-14",3,14.22
"2013-09-15",1,11.39
"2013-09-15",2,11.52
"2013-09-15",3,11.04
"2013-09-16",1,12.35
"2013-09-16",2,13.09
"2013-09-16",3,11.26
"2013-09-17",1,8.21
"2013-09-17",2,8.81
"2013-09-17",3,6.61
"2013-09-18",1,14.16
"2013-09-18",2,13.32
"2013-09-18",3,13.33
"2013-09-19",1,9.81
"2013-09-19",2,10.68
"2013-09-19",3,8.62
"2013-09-20",1,13.5
"2013-09-20",2,13.56
"2013-09-20",3,11.44
"2013-09-21",1,8.37
"2013-09-21",2,9.53
"2013-09-21",3,8.11
"2013-09-22",1,13.77
"2013-09-22",2,14
"2013-09-22",3,11.77
"2013-09-23",1,15
"2013-09-23",2,15.52
"2013-09-23",3,13.06
"2013-09-24",1,11.46
"2013-09-24",2,11.68
"2013-09-24",3,10.07
"2013-09-25",1,11.74
"2013-09-25",2,12.56
"2013-09-25",3,10.41
"2013-09-26",1,14.59
"2013-09-26",2,14.37
"2013-09-26",3,14.18
"2013-09-27",1,8.35
"2013-09-27",2,8.85
"2013-09-27",3,8.49
"2013-09-28",1,9.57
"2013-09-28",2,9.85
"2013-09-28",3,9.36
"2013-09-29",1,11.45
"2013-09-29",2,11.61
"2013-09-29",3,11.88
"2013-09-30",1,11.16
"2013-09-30",2,11.75
"2013-09-30",3,10.09
"2013-10-01",1,8.7
"2013-10-01",2,9.29
"2013-10-01",3,7.52
"2013-10-02",1,9.3
"2013-10-02",2,9.81
"2013-10-02",3,8.37
"2013-10-03",1,11.31
"2013-10-03",2,11.5
"2013-10-03",3,9.88
"2013-10-04",1,15.66
"2013-10-04",2,15.8
"2013-10-04",3,14.03
"2013-10-05",1,14.41
"2013-10-05",2,14.21
"2013-10-05",3,14.34
"2013-10-06",1,12.49
"2013-10-06",2,12.62
"2013-10-06",3,11.76
"2013-10-07",1,8.78
"2013-10-07",2,9.8
"2013-10-07",3,8.3
"2013-10-08",1,11.18
"2013-10-08",2,11.22
"2013-10-08",3,11.16
"2013-10-09",1,14.03
"2013-10-09",2,14.38
"2013-10-09",3,12.2
"2013-10-10",1,9.15
"2013-10-10",2,9.3
"2013-10-10",3,8.75
"2013-10-11",1,7.52
"2013-10-11",2,8.15
"2013-10-11",3,6.3
"2013-10-12",1,6.39
"2013-10-12",2,6.96
"2013-10-12",3,5.29
"2013-10-13",1,7.79
"2013-10-13",2,8.08
"2013-10-13",3,6.04
"2013-10-14",1,9.7
"2013-10-14",2,9.81
"2013-10-14",3,7.67
"2013-10-15",1,9.1
"2013-10-15",2,9.48
"2013-10-15",3,8.63
"2013-10-16",1,9.58
"2013-10-16",2,9.51
"2013-10-16",3,9.21
"2013-10-17",1,11.83
"2013-10-17",2,12.31
"2013-10-17",3,10.98
"2013-10-18",1,10.92
"2013-10-18",2,10.8
"2013-10-18",3,10.8
"2013-10-19",1,11.11
"2013-10-19",2,11.22
"2013-10-19",3,10.32
"2013-10-20",1,14.38
"2013-10-20",2,14.19
"2013-10-20",3,14.48
"2013-10-21",1,13.13
"2013-10-21",2,13.22
"2013-10-21",3,12.61
"2013-10-22",1,15.34
"2013-10-22",2,15.29
"2013-10-22",3,14.7
"2013-10-23",1,16.11
"2013-10-23",2,16.18
"2013-10-23",3,15.11
"2013-10-24",1,11.68
"2013-10-24",2,11.94
"2013-10-24",3,11.73
"2013-10-25",1,11.93
"2013-10-25",2,11.9
"2013-10-25",3,11.67
"2013-10-26",1,15.38
"2013-10-26",2,15.27
"2013-10-26",3,14.85
"2013-10-27",1,15.34
"2013-10-27",2,15.55
"2013-10-27",3,14.77
"2013-10-28",1,13.45
"2013-10-28",2,13.4
"2013-10-28",3,12.56
"2013-10-29",1,10.1
"2013-10-29",2,10.26
"2013-10-29",3,9.26
"2013-10-30",1,6.72
"2013-10-30",2,7.44
"2013-10-30",3,5.65
"2013-10-31",1,7.3
"2013-10-31",2,7.69
"2013-10-31",3,4.88
"2013-11-01",1,10.73
"2013-11-01",2,11.12
"2013-11-01",3,8.96
"2013-11-02",1,9
"2013-11-02",2,9.2
"2013-11-02",3,8.09
"2013-11-03",1,9.39
"2013-11-03",2,10.14
"2013-11-03",3,9.18
"2013-11-04",1,8.48
"2013-11-04",2,8.59
"2013-11-04",3,7.4
"2013-11-05",1,5.22
"2013-11-05",2,6.57
"2013-11-05",3,3.63
"2013-11-06",1,8.56
"2013-11-06",2,8.92
"2013-11-06",3,7.37
"2013-11-07",1,14.33
"2013-11-07",2,14.39
"2013-11-07",3,12.98
"2013-11-08",1,9.93
"2013-11-08",2,9.75
"2013-11-08",3,9.49
"2013-11-09",1,8.87
"2013-11-09",2,8.98
"2013-11-09",3,8.12
"2013-11-10",1,6.94
"2013-11-10",2,6.85
"2013-11-10",3,6.52
"2013-11-11",1,3.24
"2013-11-11",2,3.87
"2013-11-11",3,1.96
"2013-11-12",1,6.8
"2013-11-12",2,7.25
"2013-11-12",3,4.39
"2013-11-13",1,7.47
"2013-11-13",2,7.28
"2013-11-13",3,6.97
"2013-11-14",1,2.32
"2013-11-14",2,3.82
"2013-11-14",3,0.91
"2013-11-15",1,6.68
"2013-11-15",2,7.04
"2013-11-15",3,5.43
"2013-11-16",1,3.86
"2013-11-16",2,3.79
"2013-11-16",3,1.27
"2013-11-17",1,3.12
"2013-11-17",2,4.18
"2013-11-17",3,0.73
"2013-11-18",1,2.95
"2013-11-18",2,4.23
"2013-11-18",3,3.63
"2013-11-19",1,3.55
"2013-11-19",2,4.47
"2013-11-19",3,2.44
"2013-11-20",1,2.82
"2013-11-20",2,3.57
"2013-11-20",3,2.93
"2013-11-21",1,1.5
"2013-11-21",2,2.27
"2013-11-21",3,0.61
"2013-11-22",1,1.64
"2013-11-22",2,1.97
"2013-11-22",3,1.19
"2013-11-23",1,4.47
"2013-11-23",2,4.7
"2013-11-23",3,3.22
"2013-11-24",1,2.14
"2013-11-24",2,2.47
"2013-11-24",3,2.17
"2013-11-25",1,4.41
"2013-11-25",2,4.88
"2013-11-25",3,3.28
"2013-11-26",1,3.22
"2013-11-26",2,3.41
"2013-11-26",3,0.95
"2013-11-27",1,3.28
"2013-11-27",2,4
"2013-11-27",3,2.72
"2013-11-28",1,4.9
"2013-11-28",2,5.68
"2013-11-28",3,2.83
"2013-11-29",1,6.2
"2013-11-29",2,6.32
"2013-11-29",3,5.91
"2013-11-30",1,4.45
"2013-11-30",2,5.21
"2013-11-30",3,2.94
"2013-12-01",1,4.24
"2013-12-01",2,4.91
"2013-12-01",3,3.69
"2013-12-02",1,6.95
"2013-12-02",2,7.13
"2013-12-02",3,5.3
"2013-12-03",1,0.69
"2013-12-03",2,1.27
"2013-12-03",3,0.01
"2013-12-04",1,1.11
"2013-12-04",2,2.12
"2013-12-04",3,0.31
"2013-12-05",1,1.78
"2013-12-05",2,2.27
"2013-12-05",3,1.98
"2013-12-06",1,4.22
"2013-12-06",2,4.74
"2013-12-06",3,2.52
"2013-12-07",1,2.94
"2013-12-07",2,3.87
"2013-12-07",3,1.35
"2013-12-08",1,5.98
"2013-12-08",2,6.31
"2013-12-08",3,5.25
"2013-12-09",1,6.11
"2013-12-09",2,7.2
"2013-12-09",3,4.01
"2013-12-10",1,1.96
"2013-12-10",2,3.24
"2013-12-10",3,0.85
"2013-12-11",1,1.05
"2013-12-11",2,0.91
"2013-12-11",3,1.28
"2013-12-12",1,1.67
"2013-12-12",2,1.5
"2013-12-12",3,1.44
"2013-12-13",1,0.28
"2013-12-13",2,0.32
"2013-12-13",3,-0.16
"2013-12-14",1,3.51
"2013-12-14",2,3.97
"2013-12-14",3,1.38
"2013-12-15",1,6.65
"2013-12-15",2,7.03
"2013-12-15",3,4.6
"2013-12-16",1,7.16
"2013-12-16",2,7.77
"2013-12-16",3,4.75
"2013-12-17",1,7.35
"2013-12-17",2,8.38
"2013-12-17",3,5.39
"2013-12-18",1,7.66
"2013-12-18",2,7.39
"2013-12-18",3,6.08
"2013-12-19",1,9.88
"2013-12-19",2,9.76
"2013-12-19",3,8.72
"2013-12-20",1,3.96
"2013-12-20",2,4.41
"2013-12-20",3,3.5
"2013-12-21",1,4.88
"2013-12-21",2,5.72
"2013-12-21",3,3.11
"2013-12-22",1,5.5
"2013-12-22",2,6.7
"2013-12-22",3,3.66
"2013-12-23",1,6.34
"2013-12-23",2,6.66
"2013-12-23",3,5.85
"2013-12-24",1,10.54
"2013-12-24",2,10.94
"2013-12-24",3,9.36
"2013-12-25",1,8.19
"2013-12-25",2,8.04
"2013-12-25",3,8.78
"2013-12-26",1,4.3
"2013-12-26",2,4.5
"2013-12-26",3,4.41
"2013-12-27",1,4.3
"2013-12-27",2,4.4
"2013-12-27",3,3.23
"2013-12-28",1,9.24
"2013-12-28",2,8.36
"2013-12-28",3,9.43
"2013-12-29",1,4.98
"2013-12-29",2,5.1
"2013-12-29",3,3.98
"2013-12-30",1,3.4
"2013-12-30",2,3.54
"2013-12-30",3,2.11
"2013-12-31",1,6.03
"2013-12-31",2,6.05
"2013-12-31",3,4.28
"2014-01-01",1,6.55
"2014-01-01",2,6.33
"2014-01-01",3,4.96
"2014-01-02",1,9.55
"2014-01-02",2,9.96
"2014-01-02",3,8.17
"2014-01-03",1,7.85
"2014-01-03",2,7.86
"2014-01-03",3,6.76
"2014-01-04",1,7.55
"2014-01-04",2,7.76
"2014-01-04",3,6.06
"2014-01-05",1,7.36
"2014-01-05",2,7.51
"2014-01-05",3,6.58
"2014-01-06",1,8.5
"2014-01-06",2,8.63
"2014-01-06",3,6.6
"2014-01-07",1,10.5
"2014-01-07",2,10.48
"2014-01-07",3,9.55
"2014-01-08",1,9.77
"2014-01-08",2,9.92
"2014-01-08",3,9.25
"2014-01-09",1,10.81
"2014-01-09",2,10.63
"2014-01-09",3,9.59
"2014-01-10",1,5.5
"2014-01-10",2,5.9
"2014-01-10",3,4.7
"2014-01-11",1,4.08
"2014-01-11",2,4.19
"2014-01-11",3,2.85
"2014-01-12",1,1.66
"2014-01-12",2,2.09
"2014-01-12",3,0.63
"2014-01-13",1,4.96
"2014-01-13",2,4.87
"2014-01-13",3,3.13
"2014-01-14",1,5.16
"2014-01-14",2,5.18
"2014-01-14",3,4.53
"2014-01-15",1,2.31
"2014-01-15",2,3.13
"2014-01-15",3,1.51
"2014-01-16",1,7.91
"2014-01-16",2,8.07
"2014-01-16",3,5.94
"2014-01-17",1,7.34
"2014-01-17",2,7.51
"2014-01-17",3,6.34
"2014-01-18",1,7.25
"2014-01-18",2,7.83
"2014-01-18",3,5.44
"2014-01-19",1,6.52
"2014-01-19",2,5.98
"2014-01-19",3,5.67
"2014-01-20",1,4.93
"2014-01-20",2,5.02
"2014-01-20",3,5.01
"2014-01-21",1,4.61
"2014-01-21",2,4.09
"2014-01-21",3,3.15
"2014-01-22",1,2.47
"2014-01-22",2,2.75
"2014-01-22",3,1.2
"2014-01-23",1,2.36
"2014-01-23",2,2.79
"2014-01-23",3,0.98
"2014-01-24",1,2.69
"2014-01-24",2,3.55
"2014-01-24",3,1.82
"2014-01-25",1,0.08
"2014-01-25",2,1.43
"2014-01-25",3,-0.65
"2014-01-26",1,5.5
"2014-01-26",2,5.91
"2014-01-26",3,3.66
"2014-01-27",1,5.47
"2014-01-27",2,5.56
"2014-01-27",3,4.67
"2014-01-28",1,4.02
"2014-01-28",2,4.38
"2014-01-28",3,2.35
"2014-01-29",1,3.65
"2014-01-29",2,3.87
"2014-01-29",3,2.27
"2014-01-30",1,2.73
"2014-01-30",2,2.48
"2014-01-30",3,1.36
"2014-01-31",1,2.77
"2014-01-31",2,2.61
"2014-01-31",3,0.45
"2014-02-01",1,5.95
"2014-02-01",2,6.17
"2014-02-01",3,4.39
"2014-02-02",1,4.22
"2014-02-02",2,4.73
"2014-02-02",3,3.16
"2014-02-03",1,2.61
"2014-02-03",2,2.91
"2014-02-03",3,1.18
"2014-02-04",1,3.37
"2014-02-04",2,3.74
"2014-02-04",3,2.56
"2014-02-05",1,5.08
"2014-02-05",2,5.31
"2014-02-05",3,3.66
"2014-02-06",1,8.07
"2014-02-06",2,8.16
"2014-02-06",3,6.34
"2014-02-07",1,10.85
"2014-02-07",2,10.1
"2014-02-07",3,9.2
"2014-02-08",1,5.62
"2014-02-08",2,5.82
"2014-02-08",3,4.17
"2014-02-09",1,5.67
"2014-02-09",2,5.95
"2014-02-09",3,4.23
"2014-02-10",1,4.64
"2014-02-10",2,4.59
"2014-02-10",3,3.3
"2014-02-11",1,5.3
"2014-02-11",2,5.31
"2014-02-11",3,4.02
"2014-02-12",1,4.13
"2014-02-12",2,4.29
"2014-02-12",3,3.12
"2014-02-13",1,6.05
"2014-02-13",2,6.26
"2014-02-13",3,5.12
"2014-02-14",1,3.26
"2014-02-14",2,3.64
"2014-02-14",3,2.52
"2014-02-15",1,12.45
"2014-02-15",2,12.14
"2014-02-15",3,10.6
"2014-02-16",1,6.91
"2014-02-16",2,7.15
"2014-02-16",3,5.76
"2014-02-17",1,4.78
"2014-02-17",2,4.76
"2014-02-17",3,3.44
"2014-02-18",1,5.31
"2014-02-18",2,5.45
"2014-02-18",3,4.05
"2014-02-19",1,6.37
"2014-02-19",2,6.41
"2014-02-19",3,5.62
"2014-02-20",1,7.32
"2014-02-20",2,7.34
"2014-02-20",3,5.66
"2014-02-21",1,7.77
"2014-02-21",2,7.87
"2014-02-21",3,7.28
"2014-02-22",1,4.47
"2014-02-22",2,4.99
"2014-02-22",3,2.83
"2014-02-23",1,4.95
"2014-02-23",2,5.02
"2014-02-23",3,2.83
"2014-02-24",1,6.16
"2014-02-24",2,6.41
"2014-02-24",3,4.97
"2014-02-25",1,8.71
"2014-02-25",2,8.74
"2014-02-25",3,7.21
"2014-02-26",1,7
"2014-02-26",2,6.72
"2014-02-26",3,6.14
"2014-02-27",1,4.2
"2014-02-27",2,4.54
"2014-02-27",3,2.61
"2014-02-28",1,4.1
"2014-02-28",2,4.26
"2014-02-28",3,3.32
"2014-03-01",1,4.56
"2014-03-01",2,5.05
"2014-03-01",3,3.16
"2014-03-02",1,2.94
"2014-03-02",2,3.81
"2014-03-02",3,2.45
"2014-03-03",1,5.51
"2014-03-03",2,5.69
"2014-03-03",3,3.8
"2014-03-04",1,5.21
"2014-03-04",2,5.17
"2014-03-04",3,4.09
"2014-03-05",1,2.37
"2014-03-05",2,2.5
"2014-03-05",3,1.71
"2014-03-06",1,2.01
"2014-03-06",2,2.24
"2014-03-06",3,1.1
"2014-03-07",1,4.55
"2014-03-07",2,5.34
"2014-03-07",3,3.58
"2014-03-08",1,6.6
"2014-03-08",2,6.97
"2014-03-08",3,5.96
"2014-03-09",1,8.66
"2014-03-09",2,8.7
"2014-03-09",3,8.65
"2014-03-10",1,7.56
"2014-03-10",2,7.03
"2014-03-10",3,7.91
"2014-03-11",1,7.3
"2014-03-11",2,7.66
"2014-03-11",3,7.5
"2014-03-12",1,6.51
"2014-03-12",2,6.84
"2014-03-12",3,6.37
"2014-03-13",1,5.3
"2014-03-13",2,5.64
"2014-03-13",3,5.81
"2014-03-14",1,5.05
"2014-03-14",2,5.07
"2014-03-14",3,6.09
"2014-03-15",1,6.82
"2014-03-15",2,7.75
"2014-03-15",3,6.51
"2014-03-16",1,9.42
"2014-03-16",2,10.04
