"date","ID_1","t2m","year","month_of_year","week_of_year","anomaly.t2m","mean.t2m"
2016-04-13,3,5.55,2016,4,15,-1.24,6.79
2016-04-14,3,4.67,2016,4,15,-2.12,6.79
2016-04-15,3,8.96,2016,4,15,2.17,6.79
2016-04-16,3,9.33,2016,4,16,1.85,7.48
2016-04-17,3,4.15,2016,4,16,-3.33,7.48
2016-04-18,3,1.65,2016,4,16,-5.83,7.48
2016-04-19,3,4.42,2016,4,16,-3.06,7.48
2016-04-20,3,4.15,2016,4,16,-3.33,7.48
2016-04-21,3,6.19,2016,4,16,-1.29,7.48
2016-04-22,3,10.7,2016,4,16,3.22,7.48
2016-04-23,3,7.72,2016,4,17,-0.02,7.74
2016-04-24,3,0.66,2016,4,17,-7.08,7.74
2016-04-25,3,0.53,2016,4,17,-7.21,7.74
2016-04-26,3,1.75,2016,4,17,-5.99,7.74
2016-04-27,3,1.01,2016,4,17,-6.73,7.74
2016-04-28,3,0.2,2016,4,17,-7.54,7.74
2016-04-29,3,2.92,2016,4,17,-4.82,7.74
2016-04-30,3,5.76,2016,4,18,-2.12,7.88
2016-05-01,3,4.17,2016,5,18,-3.71,7.88
2016-05-02,3,4.55,2016,5,18,-3.33,7.88
2016-05-03,3,9.73,2016,5,18,1.85,7.88
2016-05-04,3,3.89,2016,5,18,-3.99,7.88
2016-05-05,3,6.14,2016,5,18,-1.74,7.88
2016-05-06,3,10.28,2016,5,18,2.4,7.88
2016-05-07,3,13.36,2016,5,19,3.25,10.11
2016-05-08,3,13.77,2016,5,19,3.66,10.11
2016-05-09,3,15.59,2016,5,19,5.48,10.11
2016-05-10,3,15.35,2016,5,19,5.24,10.11
2016-05-11,3,13.87,2016,5,19,3.76,10.11
2016-05-12,3,13.72,2016,5,19,3.61,10.11
2016-05-13,3,12.55,2016,5,19,2.44,10.11
2016-05-14,3,9.66,2016,5,20,0.53,9.13
2016-05-15,3,3.81,2016,5,20,-5.32,9.13
2016-05-16,3,7.09,2016,5,20,-2.04,9.13
2016-05-17,3,6.77,2016,5,20,-2.36,9.13
2016-05-18,3,10.48,2016,5,20,1.35,9.13
2016-05-19,3,8.85,2016,5,20,-0.28,9.13
2016-05-20,3,9.11,2016,5,20,-0.02,9.13
2016-05-21,3,12.84,2016,5,21,2.05,10.79
2016-05-22,3,17.1,2016,5,21,6.31,10.79
2016-05-23,3,11.27,2016,5,21,0.48,10.79
2016-05-24,3,9.35,2016,5,21,-1.44,10.79
2016-05-25,3,7.89,2016,5,21,-2.9,10.79
2016-05-26,3,8.71,2016,5,21,-2.08,10.79
2016-05-27,3,13.49,2016,5,21,2.7,10.79
2016-05-28,3,12.29,2016,5,22,0.16,12.13
2016-05-29,3,13.36,2016,5,22,1.23,12.13
2016-05-30,3,14.35,2016,5,22,2.22,12.13
2016-05-31,3,13.11,2016,5,22,0.98,12.13
2016-06-01,3,13.51,2016,6,22,1.38,12.13
2016-06-02,3,14.35,2016,6,22,2.22,12.13
2016-06-03,3,12.58,2016,6,22,0.45,12.13
2016-06-04,3,13.71,2016,6,23,0.49,13.22
2016-06-05,3,14.09,2016,6,23,0.87,13.22
2016-06-06,3,15.07,2016,6,23,1.85,13.22
2016-06-07,3,16.76,2016,6,23,3.54,13.22
2016-06-08,3,15.23,2016,6,23,2.01,13.22
2016-06-09,3,12.09,2016,6,23,-1.13,13.22
2016-06-10,3,10.61,2016,6,23,-2.61,13.22
2016-06-11,3,14.46,2016,6,24,2.07,12.39
2016-06-12,3,13.61,2016,6,24,1.22,12.39
2016-06-13,3,14.27,2016,6,24,1.88,12.39
2016-06-14,3,12.47,2016,6,24,0.08,12.39
2016-06-15,3,11.94,2016,6,24,-0.45,12.39
2016-06-16,3,9.71,2016,6,24,-2.68,12.39
2016-06-17,3,11.28,2016,6,24,-1.11,12.39
2016-06-18,3,11.67,2016,6,25,-1.92,13.59
2016-06-19,3,11.07,2016,6,25,-2.52,13.59
2016-06-20,3,11.11,2016,6,25,-2.48,13.59
2016-06-21,3,14.59,2016,6,25,1,13.59
2016-06-22,3,15.66,2016,6,25,2.07,13.59
2016-06-23,3,19.28,2016,6,25,5.69,13.59
2016-06-24,3,19.47,2016,6,25,5.88,13.59
2016-06-25,3,16.28,2016,6,26,1.96,14.32
2016-06-26,3,10.72,2016,6,26,-3.6,14.32
2016-06-27,3,10.93,2016,6,26,-3.39,14.32
2016-06-28,3,12.97,2016,6,26,-1.35,14.32
2016-06-29,3,15.16,2016,6,26,0.84,14.32
2016-06-30,3,14.85,2016,6,26,0.53,14.32
2016-07-01,3,16.12,2016,7,26,1.8,14.32
2016-07-02,3,14,2016,7,27,-0.45,14.45
2016-07-03,3,10.68,2016,7,27,-3.77,14.45
2016-07-04,3,12.96,2016,7,27,-1.49,14.45
2016-07-05,3,15.62,2016,7,27,1.17,14.45
2016-07-06,3,11.88,2016,7,27,-2.57,14.45
2016-07-07,3,11.66,2016,7,27,-2.79,14.45
2016-07-08,3,15.44,2016,7,27,0.99,14.45
2016-07-09,3,16.1,2016,7,28,1.62,14.48
2016-07-10,3,17.32,2016,7,28,2.84,14.48
2016-07-11,3,18.05,2016,7,28,3.57,14.48
2016-07-12,3,14.3,2016,7,28,-0.18,14.48
2016-07-13,3,11.46,2016,7,28,-3.02,14.48
2016-07-14,3,10.4,2016,7,28,-4.08,14.48
2016-07-15,3,9.5,2016,7,28,-4.98,14.48
2016-07-16,3,13.24,2016,7,29,-2.21,15.45
2016-07-17,3,16.54,2016,7,29,1.09,15.45
2016-07-18,3,16.79,2016,7,29,1.34,15.45
2016-07-19,3,17.37,2016,7,29,1.92,15.45
2016-07-20,3,20.16,2016,7,29,4.71,15.45
2016-07-21,3,19.97,2016,7,29,4.52,15.45
2016-07-22,3,17.56,2016,7,29,2.11,15.45
2016-07-23,3,17.53,2016,7,30,1.95,15.58
2016-07-24,3,17.12,2016,7,30,1.54,15.58
2016-07-25,3,16.46,2016,7,30,0.88,15.58
2016-07-26,3,16.13,2016,7,30,0.55,15.58
2016-07-27,3,14.2,2016,7,30,-1.38,15.58
2016-07-28,3,16.79,2016,7,30,1.21,15.58
2016-07-29,3,15.23,2016,7,30,-0.35,15.58
2016-07-30,3,16.03,2016,7,31,0.04,15.99
2016-07-31,3,14.71,2016,7,31,-1.28,15.99
2016-08-01,3,10.83,2016,8,31,-5.16,15.99
2016-08-02,3,14.21,2016,8,31,-1.78,15.99
2016-08-03,3,16.43,2016,8,31,0.44,15.99
2016-08-04,3,16.51,2016,8,31,0.52,15.99
2016-08-05,3,13.14,2016,8,31,-2.85,15.99
2016-08-06,3,13,2016,8,32,-1.9,14.9
2016-08-07,3,12.19,2016,8,32,-2.71,14.9
2016-08-08,3,17.74,2016,8,32,2.84,14.9
2016-08-09,3,12.86,2016,8,32,-2.04,14.9
2016-08-10,3,8.91,2016,8,32,-5.99,14.9
2016-08-11,3,7.15,2016,8,32,-7.75,14.9
2016-08-12,3,13.4,2016,8,32,-1.5,14.9
2016-08-13,3,14.98,2016,8,33,1.04,13.94
2016-08-14,3,14.03,2016,8,33,0.09,13.94
2016-08-15,3,13.8,2016,8,33,-0.14,13.94
2016-08-16,3,13.46,2016,8,33,-0.48,13.94
2016-08-17,3,14.18,2016,8,33,0.24,13.94
2016-08-18,3,15.47,2016,8,33,1.53,13.94
2016-08-19,3,15.09,2016,8,33,1.15,13.94
2016-08-20,3,15.46,2016,8,34,0.49,14.97
2016-08-21,3,13.73,2016,8,34,-1.24,14.97
2016-08-22,3,12.88,2016,8,34,-2.09,14.97
2016-08-23,3,14.79,2016,8,34,-0.18,14.97
2016-08-24,3,18.31,2016,8,34,3.34,14.97
2016-08-25,3,19.89,2016,8,34,4.92,14.97
2016-08-26,3,21,2016,8,34,6.03,14.97
2016-08-27,3,19.66,2016,8,35,5.57,14.09
2016-08-28,3,20.6,2016,8,35,6.51,14.09
2016-08-29,3,15.49,2016,8,35,1.4,14.09
2016-08-30,3,12.73,2016,8,35,-1.36,14.09
2016-08-31,3,13.28,2016,8,35,-0.81,14.09
2016-09-01,3,13.92,2016,9,35,-0.17,14.09
2016-09-02,3,12.38,2016,9,35,-1.71,14.09
2016-09-03,3,14.35,2016,9,36,1.66,12.69
2016-09-04,3,17.16,2016,9,36,4.47,12.69
2016-09-05,3,14.41,2016,9,36,1.72,12.69
2016-09-06,3,14.99,2016,9,36,2.3,12.69
2016-09-07,3,14.25,2016,9,36,1.56,12.69
2016-09-08,3,15.58,2016,9,36,2.89,12.69
2016-09-09,3,12.74,2016,9,36,0.05,12.69
2016-09-10,3,12,2016,9,37,-0.87,12.87
2016-09-11,3,15.8,2016,9,37,2.93,12.87
2016-09-12,3,16.22,2016,9,37,3.35,12.87
2016-09-13,3,19.03,2016,9,37,6.16,12.87
2016-09-14,3,20.04,2016,9,37,7.17,12.87
2016-09-15,3,18.17,2016,9,37,5.3,12.87
2016-09-16,3,14.23,2016,9,37,1.36,12.87
2016-09-17,3,13.47,2016,9,38,2.59,10.88
2016-09-18,3,15.01,2016,9,38,4.13,10.88
2016-09-19,3,13.31,2016,9,38,2.43,10.88
2016-09-20,3,11.15,2016,9,38,0.27,10.88
2016-09-21,3,11.81,2016,9,38,0.93,10.88
2016-09-22,3,10.46,2016,9,38,-0.42,10.88
2016-09-23,3,11.85,2016,9,38,0.97,10.88
2016-09-24,3,10.53,2016,9,39,-0.56,11.09
2016-09-25,3,12.96,2016,9,39,1.87,11.09
2016-09-26,3,10.09,2016,9,39,-1,11.09
2016-09-27,3,8.73,2016,9,39,-2.36,11.09
2016-09-28,3,13.27,2016,9,39,2.18,11.09
2016-09-29,3,14.47,2016,9,39,3.38,11.09
2016-09-30,3,13.65,2016,9,39,2.56,11.09
2016-10-01,3,11.84,2016,10,40,1.42,10.42
2016-10-02,3,9.86,2016,10,40,-0.56,10.42
2016-10-03,3,8.7,2016,10,40,-1.72,10.42
2016-10-04,3,8.86,2016,10,40,-1.56,10.42
2016-10-05,3,7.97,2016,10,40,-2.45,10.42
2016-10-06,3,4.62,2016,10,40,-5.8,10.42
2016-10-07,3,8.31,2016,10,40,-2.11,10.42
2016-10-08,3,8.05,2016,10,41,-1.23,9.28
2016-10-09,3,4.33,2016,10,41,-4.95,9.28
2016-10-10,3,3.98,2016,10,41,-5.3,9.28
2016-10-11,3,3.49,2016,10,41,-5.79,9.28
2016-10-12,3,5.77,2016,10,41,-3.51,9.28
2016-10-13,3,5.15,2016,10,41,-4.13,9.28
2016-10-14,3,7.44,2016,10,41,-1.84,9.28
2016-10-15,3,9.46,2016,10,42,-0.44,9.9
2016-10-16,3,9.29,2016,10,42,-0.61,9.9
2016-10-17,3,11.17,2016,10,42,1.27,9.9
2016-10-18,3,9.16,2016,10,42,-0.74,9.9
2016-10-19,3,7.25,2016,10,42,-2.65,9.9
2016-10-20,3,6.68,2016,10,42,-3.22,9.9
2016-10-21,3,5.76,2016,10,42,-4.14,9.9
2016-10-22,3,5.84,2016,10,43,-3.82,9.66
2016-10-23,3,3.05,2016,10,43,-6.61,9.66
2016-10-24,3,6.64,2016,10,43,-3.02,9.66
2016-10-25,3,10.17,2016,10,43,0.51,9.66
2016-10-26,3,6.2,2016,10,43,-3.46,9.66
2016-10-27,3,6.6,2016,10,43,-3.06,9.66
2016-10-28,3,9.3,2016,10,43,-0.36,9.66
2016-10-29,3,10.78,2016,10,44,3.24,7.54
2016-10-30,3,6.12,2016,10,44,-1.42,7.54
2016-10-31,3,7.86,2016,10,44,0.32,7.54
2016-11-01,3,6.9,2016,11,44,-0.64,7.54
2016-11-02,3,8.12,2016,11,44,0.58,7.54
2016-11-03,3,4.57,2016,11,44,-2.97,7.54
2016-11-04,3,3.75,2016,11,44,-3.79,7.54
2016-11-05,3,6.09,2016,11,45,-1.28,7.37
2016-11-06,3,4.49,2016,11,45,-2.88,7.37
2016-11-07,3,2.55,2016,11,45,-4.82,7.37
2016-11-08,3,2.05,2016,11,45,-5.32,7.37
2016-11-09,3,1.65,2016,11,45,-5.72,7.37
2016-11-10,3,4.48,2016,11,45,-2.89,7.37
2016-11-11,3,4.45,2016,11,45,-2.92,7.37
2016-11-12,3,-0.22,2016,11,46,-5.92,5.7
2016-11-13,3,3.04,2016,11,46,-2.66,5.7
2016-11-14,3,2.14,2016,11,46,-3.56,5.7
2016-11-15,3,3.4,2016,11,46,-2.3,5.7
2016-11-16,3,9.95,2016,11,46,4.25,5.7
2016-11-17,3,9.73,2016,11,46,4.03,5.7
2016-11-18,3,9.75,2016,11,46,4.05,5.7
2016-11-19,3,4.01,2016,11,47,-0.17,4.18
2016-11-20,3,4.57,2016,11,47,0.39,4.18
2016-11-21,3,11.45,2016,11,47,7.27,4.18
2016-11-22,3,10.3,2016,11,47,6.12,4.18
2016-11-23,3,8.12,2016,11,47,3.94,4.18
2016-11-24,3,10.13,2016,11,47,5.95,4.18
2016-11-25,3,5.75,2016,11,47,1.57,4.18
2016-11-26,3,5.02,2016,11,48,0.66,4.36
2016-11-27,3,3.92,2016,11,48,-0.44,4.36
2016-11-28,3,2.61,2016,11,48,-1.75,4.36
2016-11-29,3,-2.51,2016,11,48,-6.87,4.36
2016-11-30,3,-3.67,2016,11,48,-8.03,4.36
2016-12-01,3,-1.25,2016,12,48,-5.61,4.36
2016-12-02,3,3.63,2016,12,48,-0.73,4.36
2016-12-03,3,2.99,2016,12,49,-0.11,3.1
2016-12-04,3,-2.3,2016,12,49,-5.4,3.1
2016-12-05,3,-1.03,2016,12,49,-4.13,3.1
2016-12-06,3,-0.54,2016,12,49,-3.64,3.1
2016-12-07,3,1.6,2016,12,49,-1.5,3.1
2016-12-08,3,3.87,2016,12,49,0.77,3.1
2016-12-09,3,5.12,2016,12,49,2.02,3.1
2016-12-10,3,4.8,2016,12,50,1.34,3.46
2016-12-11,3,7.41,2016,12,50,3.95,3.46
2016-12-12,3,5.1,2016,12,50,1.64,3.46
2016-12-13,3,3.67,2016,12,50,0.21,3.46
2016-12-14,3,5.07,2016,12,50,1.61,3.46
2016-12-15,3,4.21,2016,12,50,0.75,3.46
2016-12-16,3,4.57,2016,12,50,1.11,3.46
2016-12-17,3,3.66,2016,12,51,-1.23,4.89
2016-12-18,3,4.21,2016,12,51,-0.68,4.89
2016-12-19,3,4.63,2016,12,51,-0.26,4.89
2016-12-20,3,0.04,2016,12,51,-4.85,4.89
2016-12-21,3,-0.17,2016,12,51,-5.06,4.89
2016-12-22,3,3.67,2016,12,51,-1.22,4.89
2016-12-23,3,3.73,2016,12,51,-1.16,4.89
2016-12-24,3,4.51,2016,12,52,0.14,4.37
2016-12-25,3,6.69,2016,12,52,2.32,4.37
2016-12-26,3,8.34,2016,12,52,3.97,4.37
2016-12-27,3,0.87,2016,12,52,-3.5,4.37
2016-12-28,3,-1.23,2016,12,52,-5.6,4.37
2016-12-29,3,-2.26,2016,12,52,-6.63,4.37
2016-12-30,3,-2.28,2016,12,52,-6.65,4.37
2016-12-31,3,-2.47,2016,12,1,-6.49,4.02
2017-01-01,3,-3.67,2017,1,1,-7.69,4.02
2017-01-02,3,-1.73,2017,1,1,-5.75,4.02
2017-01-03,3,-0.73,2017,1,1,-4.75,4.02
2017-01-04,3,0.96,2017,1,1,-3.06,4.02
2017-01-05,3,0.17,2017,1,1,-3.85,4.02
2017-01-06,3,-6.19,2017,1,1,-10.21,4.02
2017-01-07,3,-5.97,2017,1,2,-10.2,4.23
2017-01-08,3,-0.6,2017,1,2,-4.83,4.23
2017-01-09,3,1.67,2017,1,2,-2.56,4.23
2017-01-10,3,3.17,2017,1,2,-1.06,4.23
2017-01-11,3,3.25,2017,1,2,-0.98,4.23
2017-01-12,3,3.11,2017,1,2,-1.12,4.23
2017-01-13,3,0.74,2017,1,2,-3.49,4.23
2017-01-14,3,1.21,2017,1,3,0.9,0.31
2017-01-15,3,-0.5,2017,1,3,-0.81,0.31
2017-01-16,3,-0.52,2017,1,3,-0.83,0.31
2017-01-17,3,-5.97,2017,1,3,-6.28,0.31
2017-01-18,3,-6.79,2017,1,3,-7.1,0.31
2017-01-19,3,-6.37,2017,1,3,-6.68,0.31
2017-01-20,3,-4.85,2017,1,3,-5.16,0.31
2017-01-21,3,-3.58,2017,1,4,-4.72,1.14
2017-01-22,3,-5.7,2017,1,4,-6.84,1.14
2017-01-23,3,-5.57,2017,1,4,-6.71,1.14
2017-01-24,3,-2.16,2017,1,4,-3.3,1.14
2017-01-25,3,-2.05,2017,1,4,-3.19,1.14
2017-01-26,3,-5.37,2017,1,4,-6.51,1.14
2017-01-27,3,-4.45,2017,1,4,-5.59,1.14
2017-01-28,3,3.34,2017,1,5,1.17,2.17
2017-01-29,3,3.44,2017,1,5,1.27,2.17
2017-01-30,3,3.98,2017,1,5,1.81,2.17
2017-01-31,3,3.65,2017,1,5,1.48,2.17
2017-02-01,3,1.08,2017,2,5,-1.09,2.17
2017-02-02,3,6.72,2017,2,5,4.55,2.17
2017-02-03,3,9.43,2017,2,5,7.26,2.17
2017-02-04,3,5.78,2017,2,6,4.2,1.58
2017-02-05,3,3.58,2017,2,6,2,1.58
2017-02-06,3,4.34,2017,2,6,2.76,1.58
2017-02-07,3,3.74,2017,2,6,2.16,1.58
2017-02-08,3,3.98,2017,2,6,2.4,1.58
2017-02-09,3,1.58,2017,2,6,0,1.58
2017-02-10,3,-1.78,2017,2,6,-3.36,1.58
2017-02-11,3,-0.5,2017,2,7,-2.44,1.94
2017-02-12,3,-0.04,2017,2,7,-1.98,1.94
2017-02-13,3,2.02,2017,2,7,0.08,1.94
2017-02-14,3,2.35,2017,2,7,0.41,1.94
2017-02-15,3,4.19,2017,2,7,2.25,1.94
2017-02-16,3,7.38,2017,2,7,5.44,1.94
2017-02-17,3,5.73,2017,2,7,3.79,1.94
2017-02-18,3,5.09,2017,2,8,2.35,2.74
2017-02-19,3,1.59,2017,2,8,-1.15,2.74
2017-02-20,3,6.36,2017,2,8,3.62,2.74
2017-02-21,3,8.93,2017,2,8,6.19,2.74
2017-02-22,3,8.96,2017,2,8,6.22,2.74
2017-02-23,3,8.33,2017,2,8,5.59,2.74
2017-02-24,3,4.18,2017,2,8,1.44,2.74
2017-02-25,3,0.64,2017,2,9,-1.61,2.25
2017-02-26,3,5.16,2017,2,9,2.91,2.25
2017-02-27,3,9.1,2017,2,9,6.85,2.25
2017-02-28,3,3.99,2017,2,9,1.74,2.25
2017-03-01,3,3.09,2017,3,9,0.84,2.25
2017-03-02,3,7.05,2017,3,9,4.8,2.25
2017-03-03,3,2.9,2017,3,9,0.65,2.25
2017-03-04,3,10.18,2017,3,10,5.84,4.34
2017-03-05,3,5.34,2017,3,10,1,4.34
2017-03-06,3,4.39,2017,3,10,0.05,4.34
2017-03-07,3,4.15,2017,3,10,-0.19,4.34
2017-03-08,3,2.17,2017,3,10,-2.17,4.34
2017-03-09,3,9.26,2017,3,10,4.92,4.34
2017-03-10,3,4.28,2017,3,10,-0.06,4.34
2017-03-11,3,3.98,2017,3,11,-0.87,4.85
2017-03-12,3,5.96,2017,3,11,1.11,4.85
2017-03-13,3,5.38,2017,3,11,0.53,4.85
2017-03-14,3,5.4,2017,3,11,0.55,4.85
2017-03-15,3,8.42,2017,3,11,3.57,4.85
2017-03-16,3,5.57,2017,3,11,0.72,4.85
2017-03-17,3,8.45,2017,3,11,3.6,4.85
2017-03-18,3,5.43,2017,3,12,1.89,3.54
2017-03-19,3,9.38,2017,3,12,5.84,3.54
2017-03-20,3,8.92,2017,3,12,5.38,3.54
2017-03-21,3,8.93,2017,3,12,5.39,3.54
2017-03-22,3,1.92,2017,3,12,-1.62,3.54
2017-03-23,3,3.97,2017,3,12,0.43,3.54
2017-03-24,3,7.8,2017,3,12,4.26,3.54
2017-03-25,3,6.11,2017,3,13,0.55,5.56
2017-03-26,3,6.95,2017,3,13,1.39,5.56
2017-03-27,3,6.01,2017,3,13,0.45,5.56
2017-03-28,3,7.57,2017,3,13,2.01,5.56
2017-03-29,3,8.92,2017,3,13,3.36,5.56
2017-03-30,3,10.45,2017,3,13,4.89,5.56
2017-03-31,3,13.15,2017,3,13,7.59,5.56
2017-04-01,3,10.28,2017,4,14,4.28,6
2017-04-02,3,6.26,2017,4,14,0.26,6
2017-04-03,3,6.35,2017,4,14,0.35,6
2017-04-04,3,5.58,2017,4,14,-0.42,6
2017-04-05,3,6.22,2017,4,14,0.22,6
2017-04-06,3,4.27,2017,4,14,-1.73,6
2017-04-07,3,3.16,2017,4,14,-2.84,6
2017-04-08,3,5.84,2017,4,15,-0.95,6.79
2017-04-09,3,6.16,2017,4,15,-0.63,6.79
2017-04-10,3,11.44,2017,4,15,4.65,6.79
2017-04-11,3,3.43,2017,4,15,-3.36,6.79
2017-04-12,3,5.28,2017,4,15,-1.51,6.79
2017-04-13,3,7.83,2017,4,15,1.04,6.79
2017-04-14,3,5.12,2017,4,15,-1.67,6.79
2017-04-15,3,6.33,2017,4,16,-1.15,7.48
2017-04-16,3,5.05,2017,4,16,-2.43,7.48
2017-04-17,3,6.69,2017,4,16,-0.79,7.48
2017-04-18,3,1.24,2017,4,16,-6.24,7.48
2017-04-19,3,1.28,2017,4,16,-6.2,7.48
2017-04-20,3,-1.14,2017,4,16,-8.62,7.48
2017-04-21,3,2.25,2017,4,16,-5.23,7.48
2017-04-22,3,9.07,2017,4,17,1.33,7.74
2017-04-23,3,2.45,2017,4,17,-5.29,7.74
2017-04-24,3,1.58,2017,4,17,-6.16,7.74
2017-04-25,3,7.55,2017,4,17,-0.19,7.74
2017-04-26,3,0.96,2017,4,17,-6.78,7.74
2017-04-27,3,1.29,2017,4,17,-6.45,7.74
2017-04-28,3,1.79,2017,4,17,-5.95,7.74
2017-04-29,3,2.87,2017,4,18,-5.01,7.88
2017-04-30,3,5.34,2017,4,18,-2.54,7.88
2017-05-01,3,11.18,2017,5,18,3.3,7.88
2017-05-02,3,5.25,2017,5,18,-2.63,7.88
2017-05-03,3,7.31,2017,5,18,-0.57,7.88
2017-05-04,3,8.05,2017,5,18,0.17,7.88
2017-05-05,3,8.12,2017,5,18,0.24,7.88
2017-05-06,3,7.05,2017,5,19,-3.06,10.11
2017-05-07,3,11.09,2017,5,19,0.98,10.11
2017-05-08,3,7.58,2017,5,19,-2.53,10.11
2017-05-09,3,5.25,2017,5,19,-4.86,10.11
2017-05-10,3,4.34,2017,5,19,-5.77,10.11
2017-05-11,3,9.68,2017,5,19,-0.43,10.11
2017-05-12,3,12.88,2017,5,19,2.77,10.11
2017-05-13,3,12.59,2017,5,20,3.46,9.13
2017-05-14,3,9.56,2017,5,20,0.43,9.13
2017-05-15,3,8.46,2017,5,20,-0.67,9.13
2017-05-16,3,14.57,2017,5,20,5.44,9.13
2017-05-17,3,16.55,2017,5,20,7.42,9.13
2017-05-18,3,18.31,2017,5,20,9.18,9.13
2017-05-19,3,14.26,2017,5,20,5.13,9.13
2017-05-20,3,7.46,2017,5,21,-3.33,10.79
2017-05-21,3,7.93,2017,5,21,-2.86,10.79
2017-05-22,3,10.5,2017,5,21,-0.29,10.79
2017-05-23,3,14.43,2017,5,21,3.64,10.79
2017-05-24,3,12.67,2017,5,21,1.88,10.79
2017-05-25,3,12.54,2017,5,21,1.75,10.79
2017-05-26,3,14.29,2017,5,21,3.5,10.79
2017-05-27,3,17.04,2017,5,22,4.91,12.13
2017-05-28,3,18.58,2017,5,22,6.45,12.13
2017-05-29,3,19.39,2017,5,22,7.26,12.13
2017-05-30,3,18.23,2017,5,22,6.1,12.13
2017-05-31,3,11.49,2017,5,22,-0.64,12.13
2017-06-01,3,12.98,2017,6,22,0.85,12.13
2017-06-02,3,15.8,2017,6,22,3.67,12.13
2017-06-03,3,16.85,2017,6,23,3.63,13.22
2017-06-04,3,12.77,2017,6,23,-0.45,13.22
2017-06-05,3,9.79,2017,6,23,-3.43,13.22
2017-06-06,3,15.45,2017,6,23,2.23,13.22
2017-06-07,3,9.91,2017,6,23,-3.31,13.22
2017-06-08,3,10.76,2017,6,23,-2.46,13.22
2017-06-09,3,16.33,2017,6,23,3.11,13.22
2017-06-10,3,10.4,2017,6,24,-1.99,12.39
2017-06-11,3,16.41,2017,6,24,4.02,12.39
2017-06-12,3,16.3,2017,6,24,3.91,12.39
2017-06-13,3,11.54,2017,6,24,-0.85,12.39
2017-06-14,3,12.13,2017,6,24,-0.26,12.39
2017-06-15,3,16.16,2017,6,24,3.77,12.39
2017-06-16,3,14.07,2017,6,24,1.68,12.39
2017-06-17,3,11.27,2017,6,25,-2.32,13.59
2017-06-18,3,15.5,2017,6,25,1.91,13.59
2017-06-19,3,16.61,2017,6,25,3.02,13.59
2017-06-20,3,18.34,2017,6,25,4.75,13.59
2017-06-21,3,19.71,2017,6,25,6.12,13.59
2017-06-22,3,21.25,2017,6,25,7.66,13.59
2017-06-23,3,15.96,2017,6,25,2.37,13.59
2017-06-24,3,13.18,2017,6,26,-1.14,14.32
2017-06-25,3,16.47,2017,6,26,2.15,14.32
2017-06-26,3,15.5,2017,6,26,1.18,14.32
2017-06-27,3,15.78,2017,6,26,1.46,14.32
2017-06-28,3,17.47,2017,6,26,3.15,14.32
2017-06-29,3,15.19,2017,6,26,0.87,14.32
2017-06-30,3,13.57,2017,6,26,-0.75,14.32
2017-07-01,3,14.04,2017,7,27,-0.41,14.45
2017-07-02,3,13.25,2017,7,27,-1.2,14.45
2017-07-03,3,10.9,2017,7,27,-3.55,14.45
2017-07-04,3,13.1,2017,7,27,-1.35,14.45
2017-07-05,3,14.71,2017,7,27,0.26,14.45
2017-07-06,3,16.86,2017,7,27,2.41,14.45
2017-07-07,3,18.61,2017,7,27,4.16,14.45
2017-07-08,3,16.78,2017,7,28,2.3,14.48
2017-07-09,3,15.97,2017,7,28,1.49,14.48
2017-07-10,3,16.95,2017,7,28,2.47,14.48
2017-07-11,3,14.83,2017,7,28,0.35,14.48
2017-07-12,3,16.02,2017,7,28,1.54,14.48
2017-07-13,3,9.81,2017,7,28,-4.67,14.48
2017-07-14,3,13.54,2017,7,28,-0.94,14.48
2017-07-15,3,11.26,2017,7,29,-4.19,15.45
2017-07-16,3,15.88,2017,7,29,0.43,15.45
2017-07-17,3,16.19,2017,7,29,0.74,15.45
2017-07-18,3,16.11,2017,7,29,0.66,15.45
2017-07-19,3,21.23,2017,7,29,5.78,15.45
2017-07-20,3,19.86,2017,7,29,4.41,15.45
2017-07-21,3,11.6,2017,7,29,-3.85,15.45
2017-07-22,3,16.4,2017,7,30,0.82,15.58
2017-07-23,3,13.59,2017,7,30,-1.99,15.58
2017-07-24,3,13.64,2017,7,30,-1.94,15.58
2017-07-25,3,12.63,2017,7,30,-2.95,15.58
2017-07-26,3,13.67,2017,7,30,-1.91,15.58
2017-07-27,3,16.94,2017,7,30,1.36,15.58
2017-07-28,3,12.73,2017,7,30,-2.85,15.58
2017-07-29,3,17.07,2017,7,31,1.08,15.99
2017-07-30,3,21.12,2017,7,31,5.13,15.99
2017-07-31,3,15.13,2017,7,31,-0.86,15.99
2017-08-01,3,15.78,2017,8,31,-0.21,15.99
2017-08-02,3,15.05,2017,8,31,-0.94,15.99
2017-08-03,3,18.56,2017,8,31,2.57,15.99
2017-08-04,3,16.72,2017,8,31,0.73,15.99
2017-08-05,3,15.71,2017,8,32,0.81,14.9
2017-08-06,3,10.91,2017,8,32,-3.99,14.9
2017-08-07,3,10.64,2017,8,32,-4.26,14.9
2017-08-08,3,15.4,2017,8,32,0.5,14.9
2017-08-09,3,13.17,2017,8,32,-1.73,14.9
2017-08-10,3,13.02,2017,8,32,-1.88,14.9
2017-08-11,3,12.34,2017,8,32,-2.56,14.9
2017-08-12,3,13.42,2017,8,33,-0.52,13.94
2017-08-13,3,14.46,2017,8,33,0.52,13.94
2017-08-14,3,12.97,2017,8,33,-0.97,13.94
