"date","ID_1","t2m","year","month_of_year","week_of_year","anomaly.t2m","mean.t2m"
2011-01-01,1,1.79,2011,1,1,-3.52,5.31
2011-01-02,1,0.71,2011,1,1,-4.6,5.31
2011-01-03,1,0.34,2011,1,1,-4.97,5.31
2011-01-04,1,-0.6,2011,1,1,-5.91,5.31
2011-01-05,1,-1.24,2011,1,1,-6.55,5.31
2011-01-06,1,4.29,2011,1,1,-1.02,5.31
2011-01-07,1,4.55,2011,1,1,-0.76,5.31
2011-01-08,1,9.72,2011,1,2,4.31,5.41
2011-01-09,1,6.4,2011,1,2,0.99,5.41
2011-01-10,1,0.21,2011,1,2,-5.2,5.41
2011-01-11,1,0.95,2011,1,2,-4.46,5.41
2011-01-12,1,4.93,2011,1,2,-0.48,5.41
2011-01-13,1,11.1,2011,1,2,5.69,5.41
2011-01-14,1,12.41,2011,1,2,7,5.41
2011-01-15,1,8.87,2011,1,3,7.26,1.61
2011-01-16,1,8.56,2011,1,3,6.95,1.61
2011-01-17,1,6.4,2011,1,3,4.79,1.61
2011-01-18,1,8.39,2011,1,3,6.78,1.61
2011-01-19,1,3.83,2011,1,3,2.22,1.61
2011-01-20,1,1.31,2011,1,3,-0.3,1.61
2011-01-21,1,-0.47,2011,1,3,-2.08,1.61
2011-01-22,1,2.4,2011,1,4,0.19,2.21
2011-01-23,1,3.62,2011,1,4,1.41,2.21
2011-01-24,1,4.35,2011,1,4,2.14,2.21
2011-01-25,1,3.05,2011,1,4,0.84,2.21
2011-01-26,1,4.19,2011,1,4,1.98,2.21
2011-01-27,1,0.5,2011,1,4,-1.71,2.21
2011-01-28,1,-2.15,2011,1,4,-4.36,2.21
2011-01-29,1,-2.45,2011,1,5,-5.91,3.46
2011-01-30,1,-2.92,2011,1,5,-6.38,3.46
2011-01-31,1,-2.36,2011,1,5,-5.82,3.46
2011-02-01,1,-3.52,2011,2,5,-6.98,3.46
2011-02-02,1,1.3,2011,2,5,-2.16,3.46
2011-02-03,1,3.27,2011,2,5,-0.19,3.46
2011-02-04,1,4.81,2011,2,5,1.35,3.46
2011-02-05,1,10.44,2011,2,6,7.67,2.77
2011-02-06,1,10.73,2011,2,6,7.96,2.77
2011-02-07,1,7.71,2011,2,6,4.94,2.77
2011-02-08,1,8.13,2011,2,6,5.36,2.77
2011-02-09,1,0.62,2011,2,6,-2.15,2.77
2011-02-10,1,5.41,2011,2,6,2.64,2.77
2011-02-11,1,10.86,2011,2,6,8.09,2.77
2011-02-12,1,9.21,2011,2,7,6.16,3.05
2011-02-13,1,4.61,2011,2,7,1.56,3.05
2011-02-14,1,6.68,2011,2,7,3.63,3.05
2011-02-15,1,3.26,2011,2,7,0.21,3.05
2011-02-16,1,6.36,2011,2,7,3.31,3.05
2011-02-17,1,2.34,2011,2,7,-0.71,3.05
2011-02-18,1,1.2,2011,2,7,-1.85,3.05
2011-02-19,1,2.14,2011,2,8,-1.79,3.93
2011-02-20,1,3.52,2011,2,8,-0.41,3.93
2011-02-21,1,1.52,2011,2,8,-2.41,3.93
2011-02-22,1,-0.03,2011,2,8,-3.96,3.93
2011-02-23,1,-1.18,2011,2,8,-5.11,3.93
2011-02-24,1,1.93,2011,2,8,-2,3.93
2011-02-25,1,8.14,2011,2,8,4.21,3.93
2011-02-26,1,7.9,2011,2,9,4.57,3.33
2011-02-27,1,6.06,2011,2,9,2.73,3.33
2011-02-28,1,4.12,2011,2,9,0.79,3.33
2011-03-01,1,3.08,2011,3,9,-0.25,3.33
2011-03-02,1,2.63,2011,3,9,-0.7,3.33
2011-03-03,1,0.46,2011,3,9,-2.87,3.33
2011-03-04,1,0.42,2011,3,9,-2.91,3.33
2011-03-05,1,-0.42,2011,3,10,-5.66,5.24
2011-03-06,1,2.13,2011,3,10,-3.11,5.24
2011-03-07,1,-0.34,2011,3,10,-5.58,5.24
2011-03-08,1,-0.19,2011,3,10,-5.43,5.24
2011-03-09,1,7.59,2011,3,10,2.35,5.24
2011-03-10,1,4.86,2011,3,10,-0.38,5.24
2011-03-11,1,8.54,2011,3,10,3.3,5.24
2011-03-12,1,4.68,2011,3,11,-0.88,5.56
2011-03-13,1,9.25,2011,3,11,3.69,5.56
2011-03-14,1,9.32,2011,3,11,3.76,5.56
2011-03-15,1,8.36,2011,3,11,2.8,5.56
2011-03-16,1,9.39,2011,3,11,3.83,5.56
2011-03-17,1,5.06,2011,3,11,-0.5,5.56
2011-03-18,1,4.7,2011,3,11,-0.86,5.56
2011-03-19,1,5.75,2011,3,12,1.35,4.4
2011-03-20,1,0.53,2011,3,12,-3.87,4.4
2011-03-21,1,0.21,2011,3,12,-4.19,4.4
2011-03-22,1,3.12,2011,3,12,-1.28,4.4
2011-03-23,1,6.6,2011,3,12,2.2,4.4
2011-03-24,1,7.23,2011,3,12,2.83,4.4
2011-03-25,1,7.31,2011,3,12,2.91,4.4
2011-03-26,1,6.92,2011,3,13,0.59,6.33
2011-03-27,1,6.13,2011,3,13,-0.2,6.33
2011-03-28,1,5.33,2011,3,13,-1,6.33
2011-03-29,1,3.09,2011,3,13,-3.24,6.33
2011-03-30,1,6.23,2011,3,13,-0.1,6.33
2011-03-31,1,10.22,2011,3,13,3.89,6.33
2011-04-01,1,12.76,2011,4,13,6.43,6.33
2011-04-02,1,10.83,2011,4,14,4.11,6.72
2011-04-03,1,12.85,2011,4,14,6.13,6.72
2011-04-04,1,8.93,2011,4,14,2.21,6.72
2011-04-05,1,6.01,2011,4,14,-0.71,6.72
2011-04-06,1,11.16,2011,4,14,4.44,6.72
2011-04-07,1,14.31,2011,4,14,7.59,6.72
2011-04-08,1,10.66,2011,4,14,3.94,6.72
2011-04-09,1,6.66,2011,4,15,-0.75,7.41
2011-04-10,1,8.66,2011,4,15,1.25,7.41
2011-04-11,1,9.22,2011,4,15,1.81,7.41
2011-04-12,1,9.32,2011,4,15,1.91,7.41
2011-04-13,1,4.08,2011,4,15,-3.33,7.41
2011-04-14,1,6.82,2011,4,15,-0.59,7.41
2011-04-15,1,8.44,2011,4,15,1.03,7.41
2011-04-16,1,7.19,2011,4,16,-1,8.19
2011-04-17,1,7.46,2011,4,16,-0.73,8.19
2011-04-18,1,7.65,2011,4,16,-0.54,8.19
2011-04-19,1,10.81,2011,4,16,2.62,8.19
2011-04-20,1,12.44,2011,4,16,4.25,8.19
2011-04-21,1,11.27,2011,4,16,3.08,8.19
2011-04-22,1,13.62,2011,4,16,5.43,8.19
2011-04-23,1,12.82,2011,4,17,4.41,8.41
2011-04-24,1,15,2011,4,17,6.59,8.41
2011-04-25,1,13.1,2011,4,17,4.69,8.41
2011-04-26,1,10.99,2011,4,17,2.58,8.41
2011-04-27,1,11.55,2011,4,17,3.14,8.41
2011-04-28,1,9.66,2011,4,17,1.25,8.41
2011-04-29,1,9.54,2011,4,17,1.13,8.41
2011-04-30,1,13.49,2011,4,18,4.86,8.63
2011-05-01,1,13.13,2011,5,18,4.5,8.63
2011-05-02,1,10.79,2011,5,18,2.16,8.63
2011-05-03,1,7.3,2011,5,18,-1.33,8.63
2011-05-04,1,5.67,2011,5,18,-2.96,8.63
2011-05-05,1,6.13,2011,5,18,-2.5,8.63
2011-05-06,1,9.74,2011,5,18,1.11,8.63
2011-05-07,1,13.33,2011,5,19,2.68,10.65
2011-05-08,1,18.5,2011,5,19,7.85,10.65
2011-05-09,1,14.84,2011,5,19,4.19,10.65
2011-05-10,1,13.88,2011,5,19,3.23,10.65
2011-05-11,1,13.5,2011,5,19,2.85,10.65
2011-05-12,1,10.94,2011,5,19,0.29,10.65
2011-05-13,1,8.57,2011,5,19,-2.08,10.65
2011-05-14,1,9.33,2011,5,20,-0.66,9.99
2011-05-15,1,9.72,2011,5,20,-0.27,9.99
2011-05-16,1,11.03,2011,5,20,1.04,9.99
2011-05-17,1,11.96,2011,5,20,1.97,9.99
2011-05-18,1,10.5,2011,5,20,0.51,9.99
2011-05-19,1,12.08,2011,5,20,2.09,9.99
2011-05-20,1,11.05,2011,5,20,1.06,9.99
2011-05-21,1,9.16,2011,5,21,-2.23,11.39
2011-05-22,1,14.75,2011,5,21,3.36,11.39
2011-05-23,1,10.09,2011,5,21,-1.3,11.39
2011-05-24,1,12.91,2011,5,21,1.52,11.39
2011-05-25,1,8.64,2011,5,21,-2.75,11.39
2011-05-26,1,13.42,2011,5,21,2.03,11.39
2011-05-27,1,11.6,2011,5,21,0.21,11.39
2011-05-28,1,10.25,2011,5,22,-2.63,12.88
2011-05-29,1,11.93,2011,5,22,-0.95,12.88
2011-05-30,1,12.24,2011,5,22,-0.64,12.88
2011-05-31,1,14.83,2011,5,22,1.95,12.88
2011-06-01,1,8.17,2011,6,22,-4.71,12.88
2011-06-02,1,10.23,2011,6,22,-2.65,12.88
2011-06-03,1,15,2011,6,22,2.12,12.88
2011-06-04,1,18.27,2011,6,23,4.58,13.69
2011-06-05,1,19.78,2011,6,23,6.09,13.69
2011-06-06,1,17.25,2011,6,23,3.56,13.69
2011-06-07,1,12.48,2011,6,23,-1.21,13.69
2011-06-08,1,11.57,2011,6,23,-2.12,13.69
2011-06-09,1,10.69,2011,6,23,-3,13.69
2011-06-10,1,11.33,2011,6,23,-2.36,13.69
2011-06-11,1,7.23,2011,6,24,-5.78,13.01
2011-06-12,1,8.3,2011,6,24,-4.71,13.01
2011-06-13,1,14.72,2011,6,24,1.71,13.01
2011-06-14,1,14.39,2011,6,24,1.38,13.01
2011-06-15,1,13.62,2011,6,24,0.61,13.01
2011-06-16,1,15.04,2011,6,24,2.03,13.01
2011-06-17,1,10.85,2011,6,24,-2.16,13.01
2011-06-18,1,14.89,2011,6,25,0.5,14.39
2011-06-19,1,12.37,2011,6,25,-2.02,14.39
2011-06-20,1,10.78,2011,6,25,-3.61,14.39
2011-06-21,1,14.93,2011,6,25,0.54,14.39
2011-06-22,1,15.31,2011,6,25,0.92,14.39
2011-06-23,1,14.17,2011,6,25,-0.22,14.39
2011-06-24,1,11.27,2011,6,25,-3.12,14.39
2011-06-25,1,12.29,2011,6,26,-2.58,14.87
2011-06-26,1,16.05,2011,6,26,1.18,14.87
2011-06-27,1,17.84,2011,6,26,2.97,14.87
2011-06-28,1,22.21,2011,6,26,7.34,14.87
2011-06-29,1,19.19,2011,6,26,4.32,14.87
2011-06-30,1,10.38,2011,6,26,-4.49,14.87
2011-07-01,1,10.76,2011,7,26,-4.11,14.87
2011-07-02,1,9.37,2011,7,27,-5.71,15.08
2011-07-03,1,8.59,2011,7,27,-6.49,15.08
2011-07-04,1,10.79,2011,7,27,-4.29,15.08
2011-07-05,1,12.56,2011,7,27,-2.52,15.08
2011-07-06,1,18.77,2011,7,27,3.69,15.08
2011-07-07,1,14.48,2011,7,27,-0.6,15.08
2011-07-08,1,15.04,2011,7,27,-0.04,15.08
2011-07-09,1,15.84,2011,7,28,0.74,15.1
2011-07-10,1,11.92,2011,7,28,-3.18,15.1
2011-07-11,1,14.62,2011,7,28,-0.48,15.1
2011-07-12,1,16.47,2011,7,28,1.37,15.1
2011-07-13,1,14.4,2011,7,28,-0.7,15.1
2011-07-14,1,12.34,2011,7,28,-2.76,15.1
2011-07-15,1,12.79,2011,7,28,-2.31,15.1
2011-07-16,1,13.06,2011,7,29,-3.07,16.13
2011-07-17,1,14.68,2011,7,29,-1.45,16.13
2011-07-18,1,14.02,2011,7,29,-2.11,16.13
2011-07-19,1,12.9,2011,7,29,-3.23,16.13
2011-07-20,1,14.17,2011,7,29,-1.96,16.13
2011-07-21,1,13.72,2011,7,29,-2.41,16.13
2011-07-22,1,14.56,2011,7,29,-1.57,16.13
2011-07-23,1,10.14,2011,7,30,-6.16,16.3
2011-07-24,1,12.15,2011,7,30,-4.15,16.3
2011-07-25,1,10.62,2011,7,30,-5.68,16.3
2011-07-26,1,13.66,2011,7,30,-2.64,16.3
2011-07-27,1,14.42,2011,7,30,-1.88,16.3
2011-07-28,1,14.16,2011,7,30,-2.14,16.3
2011-07-29,1,16.48,2011,7,30,0.18,16.3
2011-07-30,1,12.68,2011,7,31,-3.7,16.38
2011-07-31,1,12.28,2011,7,31,-4.1,16.38
2011-08-01,1,10.61,2011,8,31,-5.77,16.38
2011-08-02,1,14.3,2011,8,31,-2.08,16.38
2011-08-03,1,18.3,2011,8,31,1.92,16.38
2011-08-04,1,16.61,2011,8,31,0.23,16.38
2011-08-05,1,17.26,2011,8,31,0.88,16.38
2011-08-06,1,17.2,2011,8,32,1.64,15.56
2011-08-07,1,13.14,2011,8,32,-2.42,15.56
2011-08-08,1,13.55,2011,8,32,-2.01,15.56
2011-08-09,1,14.58,2011,8,32,-0.98,15.56
2011-08-10,1,10.69,2011,8,32,-4.87,15.56
2011-08-11,1,15.67,2011,8,32,0.11,15.56
2011-08-12,1,17.21,2011,8,32,1.65,15.56
2011-08-13,1,15.96,2011,8,33,1.23,14.73
2011-08-14,1,17.76,2011,8,33,3.03,14.73
2011-08-15,1,12.78,2011,8,33,-1.95,14.73
2011-08-16,1,14.68,2011,8,33,-0.05,14.73
2011-08-17,1,15.32,2011,8,33,0.59,14.73
2011-08-18,1,15.77,2011,8,33,1.04,14.73
2011-08-19,1,18.99,2011,8,33,4.26,14.73
2011-08-20,1,13.48,2011,8,34,-2.1,15.58
2011-08-21,1,17.18,2011,8,34,1.6,15.58
2011-08-22,1,16.26,2011,8,34,0.68,15.58
2011-08-23,1,17.03,2011,8,34,1.45,15.58
2011-08-24,1,18.32,2011,8,34,2.74,15.58
2011-08-25,1,12.43,2011,8,34,-3.15,15.58
2011-08-26,1,17.3,2011,8,34,1.72,15.58
2011-08-27,1,13.93,2011,8,35,-0.77,14.7
2011-08-28,1,12.34,2011,8,35,-2.36,14.7
2011-08-29,1,11.96,2011,8,35,-2.74,14.7
2011-08-30,1,11.09,2011,8,35,-3.61,14.7
2011-08-31,1,9.15,2011,8,35,-5.55,14.7
2011-09-01,1,10.5,2011,9,35,-4.2,14.7
2011-09-02,1,13.32,2011,9,35,-1.38,14.7
2011-09-03,1,16.85,2011,9,36,3.24,13.61
2011-09-04,1,18.95,2011,9,36,5.34,13.61
2011-09-05,1,12.93,2011,9,36,-0.68,13.61
2011-09-06,1,14.14,2011,9,36,0.53,13.61
2011-09-07,1,15.08,2011,9,36,1.47,13.61
2011-09-08,1,13.79,2011,9,36,0.18,13.61
2011-09-09,1,15.58,2011,9,36,1.97,13.61
2011-09-10,1,17.22,2011,9,37,3.63,13.59
2011-09-11,1,18.45,2011,9,37,4.86,13.59
2011-09-12,1,13.84,2011,9,37,0.25,13.59
2011-09-13,1,14.99,2011,9,37,1.4,13.59
2011-09-14,1,12.47,2011,9,37,-1.12,13.59
2011-09-15,1,11.46,2011,9,37,-2.13,13.59
2011-09-16,1,10.59,2011,9,37,-3,13.59
2011-09-17,1,14.22,2011,9,38,2.33,11.89
2011-09-18,1,11.67,2011,9,38,-0.22,11.89
2011-09-19,1,10.04,2011,9,38,-1.85,11.89
2011-09-20,1,11.72,2011,9,38,-0.17,11.89
2011-09-21,1,14.33,2011,9,38,2.44,11.89
2011-09-22,1,13.72,2011,9,38,1.83,11.89
2011-09-23,1,11.39,2011,9,38,-0.5,11.89
2011-09-24,1,9.37,2011,9,39,-2.48,11.85
2011-09-25,1,9.86,2011,9,39,-1.99,11.85
2011-09-26,1,15.64,2011,9,39,3.79,11.85
2011-09-27,1,15.73,2011,9,39,3.88,11.85
2011-09-28,1,12.93,2011,9,39,1.08,11.85
2011-09-29,1,15.24,2011,9,39,3.39,11.85
2011-09-30,1,14.7,2011,9,39,2.85,11.85
2011-10-01,1,13.72,2011,10,40,2.26,11.46
2011-10-02,1,12.26,2011,10,40,0.8,11.46
2011-10-03,1,12.36,2011,10,40,0.9,11.46
2011-10-04,1,16.66,2011,10,40,5.2,11.46
2011-10-05,1,16.23,2011,10,40,4.77,11.46
2011-10-06,1,16.41,2011,10,40,4.95,11.46
2011-10-07,1,9.75,2011,10,40,-1.71,11.46
2011-10-08,1,8.58,2011,10,41,-1.6,10.18
2011-10-09,1,9.96,2011,10,41,-0.22,10.18
2011-10-10,1,16.12,2011,10,41,5.94,10.18
2011-10-11,1,15.59,2011,10,41,5.41,10.18
2011-10-12,1,14.96,2011,10,41,4.78,10.18
2011-10-13,1,12.97,2011,10,41,2.79,10.18
2011-10-14,1,6.17,2011,10,41,-4.01,10.18
2011-10-15,1,5,2011,10,42,-5.93,10.93
2011-10-16,1,4.74,2011,10,42,-6.19,10.93
2011-10-17,1,6.77,2011,10,42,-4.16,10.93
2011-10-18,1,12.01,2011,10,42,1.08,10.93
2011-10-19,1,8.71,2011,10,42,-2.22,10.93
2011-10-20,1,5.44,2011,10,42,-5.49,10.93
2011-10-21,1,2.48,2011,10,42,-8.45,10.93
2011-10-22,1,2.43,2011,10,43,-8.13,10.56
2011-10-23,1,4.92,2011,10,43,-5.64,10.56
2011-10-24,1,6.77,2011,10,43,-3.79,10.56
2011-10-25,1,12.13,2011,10,43,1.57,10.56
2011-10-26,1,9.87,2011,10,43,-0.69,10.56
2011-10-27,1,8.4,2011,10,43,-2.16,10.56
2011-10-28,1,11.17,2011,10,43,0.61,10.56
2011-10-29,1,12.15,2011,10,44,3.51,8.64
2011-10-30,1,13.59,2011,10,44,4.95,8.64
2011-10-31,1,12.38,2011,10,44,3.74,8.64
2011-11-01,1,11.34,2011,11,44,2.7,8.64
2011-11-02,1,10.95,2011,11,44,2.31,8.64
2011-11-03,1,14,2011,11,44,5.36,8.64
2011-11-04,1,16.71,2011,11,44,8.07,8.64
2011-11-05,1,13.33,2011,11,45,5.03,8.3
2011-11-06,1,11.73,2011,11,45,3.43,8.3
2011-11-07,1,10.7,2011,11,45,2.4,8.3
2011-11-08,1,8.31,2011,11,45,0.01,8.3
2011-11-09,1,10.36,2011,11,45,2.06,8.3
2011-11-10,1,7.33,2011,11,45,-0.97,8.3
2011-11-11,1,5.04,2011,11,45,-3.26,8.3
2011-11-12,1,5.7,2011,11,46,-1.08,6.78
2011-11-13,1,6.78,2011,11,46,0,6.78
2011-11-14,1,4.21,2011,11,46,-2.57,6.78
2011-11-15,1,1.08,2011,11,46,-5.7,6.78
2011-11-16,1,0.35,2011,11,46,-6.43,6.78
2011-11-17,1,1.87,2011,11,46,-4.91,6.78
2011-11-18,1,8.41,2011,11,46,1.63,6.78
2011-11-19,1,6.09,2011,11,47,1.17,4.92
2011-11-20,1,2.75,2011,11,47,-2.17,4.92
2011-11-21,1,2.91,2011,11,47,-2.01,4.92
2011-11-22,1,3.62,2011,11,47,-1.3,4.92
2011-11-23,1,6.48,2011,11,47,1.56,4.92
2011-11-24,1,7.58,2011,11,47,2.66,4.92
2011-11-25,1,5.36,2011,11,47,0.44,4.92
2011-11-26,1,5.79,2011,11,48,0.64,5.15
2011-11-27,1,7.86,2011,11,48,2.71,5.15
2011-11-28,1,2.07,2011,11,48,-3.08,5.15
2011-11-29,1,5.3,2011,11,48,0.15,5.15
2011-11-30,1,9.23,2011,11,48,4.08,5.15
2011-12-01,1,5.6,2011,12,48,0.45,5.15
2011-12-02,1,11.71,2011,12,48,6.56,5.15
2011-12-03,1,5.67,2011,12,49,1.5,4.17
2011-12-04,1,8.78,2011,12,49,4.61,4.17
2011-12-05,1,6.08,2011,12,49,1.91,4.17
2011-12-06,1,3.71,2011,12,49,-0.46,4.17
2011-12-07,1,5.64,2011,12,49,1.47,4.17
2011-12-08,1,5.42,2011,12,49,1.25,4.17
2011-12-09,1,10.99,2011,12,49,6.82,4.17
2011-12-10,1,3.79,2011,12,50,-0.8,4.59
2011-12-11,1,0.48,2011,12,50,-4.11,4.59
2011-12-12,1,6.75,2011,12,50,2.16,4.59
2011-12-13,1,6.84,2011,12,50,2.25,4.59
2011-12-14,1,5.89,2011,12,50,1.3,4.59
2011-12-15,1,4.8,2011,12,50,0.21,4.59
2011-12-16,1,5.04,2011,12,50,0.45,4.59
2011-12-17,1,2.2,2011,12,51,-3.92,6.12
2011-12-18,1,2.16,2011,12,51,-3.96,6.12
2011-12-19,1,1.12,2011,12,51,-5,6.12
2011-12-20,1,1.48,2011,12,51,-4.64,6.12
2011-12-21,1,3.63,2011,12,51,-2.49,6.12
2011-12-22,1,6.78,2011,12,51,0.66,6.12
2011-12-23,1,9.34,2011,12,51,3.22,6.12
2011-12-24,1,5.54,2011,12,52,0.05,5.49
2011-12-25,1,5.91,2011,12,52,0.42,5.49
2011-12-26,1,8.96,2011,12,52,3.47,5.49
2011-12-27,1,9.04,2011,12,52,3.55,5.49
2011-12-28,1,6.72,2011,12,52,1.23,5.49
2011-12-29,1,4.5,2011,12,52,-0.99,5.49
2011-12-30,1,6.21,2011,12,52,0.72,5.49
2011-12-31,1,3.91,2011,12,1,-1.4,5.31
2012-01-01,1,11.29,2012,1,1,5.98,5.31
2012-01-02,1,10.5,2012,1,1,5.19,5.31
2012-01-03,1,4.2,2012,1,1,-1.11,5.31
2012-01-04,1,6.07,2012,1,1,0.76,5.31
2012-01-05,1,7.94,2012,1,1,2.63,5.31
2012-01-06,1,5.01,2012,1,1,-0.3,5.31
2012-01-07,1,4.47,2012,1,2,-0.94,5.41
2012-01-08,1,6.67,2012,1,2,1.26,5.41
2012-01-09,1,5.33,2012,1,2,-0.08,5.41
2012-01-10,1,8.79,2012,1,2,3.38,5.41
2012-01-11,1,8.21,2012,1,2,2.8,5.41
2012-01-12,1,7.65,2012,1,2,2.24,5.41
2012-01-13,1,2.89,2012,1,2,-2.52,5.41
2012-01-14,1,2.21,2012,1,3,0.6,1.61
2012-01-15,1,-0.55,2012,1,3,-2.16,1.61
2012-01-16,1,-1.06,2012,1,3,-2.67,1.61
2012-01-17,1,-2.05,2012,1,3,-3.66,1.61
2012-01-18,1,-0.56,2012,1,3,-2.17,1.61
2012-01-19,1,5.67,2012,1,3,4.06,1.61
2012-01-20,1,6.17,2012,1,3,4.56,1.61
2012-01-21,1,5,2012,1,4,2.79,2.21
2012-01-22,1,6.33,2012,1,4,4.12,2.21
2012-01-23,1,5.13,2012,1,4,2.92,2.21
2012-01-24,1,2.77,2012,1,4,0.56,2.21
2012-01-25,1,3.57,2012,1,4,1.36,2.21
2012-01-26,1,5.82,2012,1,4,3.61,2.21
2012-01-27,1,3.27,2012,1,4,1.06,2.21
2012-01-28,1,2.91,2012,1,5,-0.55,3.46
2012-01-29,1,0.07,2012,1,5,-3.39,3.46
2012-01-30,1,-1.14,2012,1,5,-4.6,3.46
2012-01-31,1,-2.54,2012,1,5,-6,3.46
2012-02-01,1,-5.61,2012,2,5,-9.07,3.46
2012-02-02,1,-6.73,2012,2,5,-10.19,3.46
2012-02-03,1,-9.02,2012,2,5,-12.48,3.46
2012-02-04,1,-11.08,2012,2,6,-13.85,2.77
2012-02-05,1,-10.27,2012,2,6,-13.04,2.77
2012-02-06,1,-6.15,2012,2,6,-8.92,2.77
2012-02-07,1,-9.16,2012,2,6,-11.93,2.77
2012-02-08,1,-6.19,2012,2,6,-8.96,2.77
2012-02-09,1,-7.03,2012,2,6,-9.8,2.77
2012-02-10,1,-5.97,2012,2,6,-8.74,2.77
2012-02-11,1,-7.67,2012,2,7,-10.72,3.05
2012-02-12,1,-9.09,2012,2,7,-12.14,3.05
2012-02-13,1,-1.55,2012,2,7,-4.6,3.05
2012-02-14,1,2.89,2012,2,7,-0.16,3.05
2012-02-15,1,4.01,2012,2,7,0.96,3.05
2012-02-16,1,5.13,2012,2,7,2.08,3.05
2012-02-17,1,3.61,2012,2,7,0.56,3.05
2012-02-18,1,6.53,2012,2,8,2.6,3.93
2012-02-19,1,3.09,2012,2,8,-0.84,3.93
2012-02-20,1,-0.93,2012,2,8,-4.86,3.93
2012-02-21,1,0.5,2012,2,8,-3.43,3.93
2012-02-22,1,3.2,2012,2,8,-0.73,3.93
2012-02-23,1,5.2,2012,2,8,1.27,3.93
2012-02-24,1,9.01,2012,2,8,5.08,3.93
2012-02-25,1,8.51,2012,2,9,5.18,3.33
2012-02-26,1,3.99,2012,2,9,0.66,3.33
2012-02-27,1,1.09,2012,2,9,-2.24,3.33
2012-02-28,1,7.35,2012,2,9,4.02,3.33
2012-02-29,1,9.15,2012,2,9,5.82,3.33
2012-03-01,1,8.16,2012,3,9,4.83,3.33
2012-03-02,1,7.71,2012,3,9,4.38,3.33
2012-03-03,1,8.82,2012,3,10,3.58,5.24
2012-03-04,1,7.08,2012,3,10,1.84,5.24
2012-03-05,1,5.8,2012,3,10,0.56,5.24
2012-03-06,1,2.15,2012,3,10,-3.09,5.24
2012-03-07,1,0.7,2012,3,10,-4.54,5.24
2012-03-08,1,4.59,2012,3,10,-0.65,5.24
2012-03-09,1,2.84,2012,3,10,-2.4,5.24
2012-03-10,1,7.68,2012,3,11,2.12,5.56
2012-03-11,1,8.96,2012,3,11,3.4,5.56
2012-03-12,1,4.56,2012,3,11,-1,5.56
2012-03-13,1,7.76,2012,3,11,2.2,5.56
2012-03-14,1,6.71,2012,3,11,1.15,5.56
2012-03-15,1,3.06,2012,3,11,-2.5,5.56
2012-03-16,1,8.61,2012,3,11,3.05,5.56
2012-03-17,1,7.77,2012,3,12,3.37,4.4
2012-03-18,1,9.17,2012,3,12,4.77,4.4
2012-03-19,1,4.96,2012,3,12,0.56,4.4
2012-03-20,1,2.27,2012,3,12,-2.13,4.4
2012-03-21,1,5.88,2012,3,12,1.48,4.4
2012-03-22,1,6.75,2012,3,12,2.35,4.4
2012-03-23,1,8.74,2012,3,12,4.34,4.4
2012-03-24,1,8,2012,3,13,1.67,6.33
2012-03-25,1,9.14,2012,3,13,2.81,6.33
2012-03-26,1,7.81,2012,3,13,1.48,6.33
2012-03-27,1,7.97,2012,3,13,1.64,6.33
2012-03-28,1,8.48,2012,3,13,2.15,6.33
2012-03-29,1,5.35,2012,3,13,-0.98,6.33
2012-03-30,1,6.41,2012,3,13,0.08,6.33
2012-03-31,1,6.71,2012,3,14,-0.01,6.72
2012-04-01,1,1.52,2012,4,14,-5.2,6.72
2012-04-02,1,1.23,2012,4,14,-5.49,6.72
2012-04-03,1,5.12,2012,4,14,-1.6,6.72
2012-04-04,1,7.25,2012,4,14,0.53,6.72
2012-04-05,1,7.07,2012,4,14,0.35,6.72
2012-04-06,1,4.95,2012,4,14,-1.77,6.72
2012-04-07,1,4.75,2012,4,15,-2.66,7.41
2012-04-08,1,2.51,2012,4,15,-4.9,7.41
2012-04-09,1,6.59,2012,4,15,-0.82,7.41
2012-04-10,1,9.66,2012,4,15,2.25,7.41
2012-04-11,1,6.2,2012,4,15,-1.21,7.41
2012-04-12,1,5.45,2012,4,15,-1.96,7.41
2012-04-13,1,3.05,2012,4,15,-4.36,7.41
2012-04-14,1,4.35,2012,4,16,-3.84,8.19
2012-04-15,1,4.58,2012,4,16,-3.61,8.19
2012-04-16,1,2.61,2012,4,16,-5.58,8.19
2012-04-17,1,-0.67,2012,4,16,-8.86,8.19
2012-04-18,1,5.49,2012,4,16,-2.7,8.19
2012-04-19,1,7.26,2012,4,16,-0.93,8.19
2012-04-20,1,6.46,2012,4,16,-1.73,8.19
2012-04-21,1,6.17,2012,4,17,-2.24,8.41
2012-04-22,1,5.28,2012,4,17,-3.13,8.41
2012-04-23,1,6.2,2012,4,17,-2.21,8.41
2012-04-24,1,6.84,2012,4,17,-1.57,8.41
2012-04-25,1,6.47,2012,4,17,-1.94,8.41
2012-04-26,1,10.86,2012,4,17,2.45,8.41
2012-04-27,1,10.6,2012,4,17,2.19,8.41
2012-04-28,1,11.04,2012,4,18,2.41,8.63
2012-04-29,1,12.73,2012,4,18,4.1,8.63
2012-04-30,1,10.03,2012,4,18,1.4,8.63
2012-05-01,1,14.73,2012,5,18,6.1,8.63
2012-05-02,1,10.78,2012,5,18,2.15,8.63
2012-05-03,1,9.37,2012,5,18,0.74,8.63
2012-05-04,1,9.5,2012,5,18,0.87,8.63
