"","full_name","variable.rounded","freq","percentage"
"1","Alabama",0,386,86.9
"2","Alabama",1,54,12.2
"3","Alabama",2,4,0.9
"4","Alaska",0,346,77.9
"5","Alaska",1,88,19.8
"6","Alaska",2,10,2.3
"7","Arizona",0,403,90.8
"8","Arizona",1,39,8.8
"9","Arizona",2,2,0.5
"10","Arkansas",0,385,86.7
"11","Arkansas",1,56,12.6
"12","Arkansas",2,3,0.7
"13","California",0,414,93.2
"14","California",1,30,6.8
"15","Colorado",0,372,83.8
"16","Colorado",1,67,15.1
"17","Colorado",2,5,1.1
"18","Connecticut",0,400,90.1
"19","Connecticut",1,43,9.7
"20","Connecticut",2,1,0.2
"21","Delaware",0,403,90.8
"22","Delaware",1,40,9
"23","Delaware",2,1,0.2
"24","District of Columbia",0,394,88.7
"25","District of Columbia",1,48,10.8
"26","District of Columbia",2,2,0.5
"27","Florida",0,436,98.2
"28","Florida",1,8,1.8
"29","Georgia",0,396,89.2
"30","Georgia",1,44,9.9
"31","Georgia",2,4,0.9
"32","Hawaii",0,444,100
"33","Idaho",0,388,87.4
"34","Idaho",1,55,12.4
"35","Idaho",2,1,0.2
"36","Illinois",0,389,87.6
"37","Illinois",1,55,12.4
"38","Indiana",0,378,85.1
"39","Indiana",1,63,14.2
"40","Indiana",2,3,0.7
"41","Iowa",0,352,79.3
"42","Iowa",1,85,19.1
"43","Iowa",2,7,1.6
"44","Kansas",0,371,83.6
"45","Kansas",1,70,15.8
"46","Kansas",2,3,0.7
"47","Kentucky",0,373,84
"48","Kentucky",1,67,15.1
"49","Kentucky",2,4,0.9
"50","Louisiana",0,394,88.7
"51","Louisiana",1,48,10.8
"52","Louisiana",2,2,0.5
"53","Maine",0,394,88.7
"54","Maine",1,48,10.8
"55","Maine",2,2,0.5
"56","Maryland",0,397,89.4
"57","Maryland",1,45,10.1
"58","Maryland",2,2,0.5
"59","Massachusetts",0,415,93.5
"60","Massachusetts",1,28,6.3
"61","Massachusetts",2,1,0.2
"62","Michigan",0,388,87.4
"63","Michigan",1,53,11.9
"64","Michigan",2,3,0.7
"65","Minnesota",0,330,74.3
"66","Minnesota",1,101,22.7
"67","Minnesota",2,12,2.7
"68","Minnesota",3,1,0.2
"69","Mississippi",0,383,86.3
"70","Mississippi",1,57,12.8
"71","Mississippi",2,4,0.9
"72","Missouri",0,379,85.4
"73","Missouri",1,63,14.2
"74","Missouri",2,2,0.5
"75","Montana",0,346,77.9
"76","Montana",1,93,20.9
"77","Montana",2,5,1.1
"78","Nebraska",0,359,80.9
"79","Nebraska",1,81,18.2
"80","Nebraska",2,4,0.9
"81","Nevada",0,385,86.7
"82","Nevada",1,56,12.6
"83","Nevada",2,3,0.7
"84","New Hampshire",0,388,87.4
"85","New Hampshire",1,53,11.9
"86","New Hampshire",2,3,0.7
"87","New Jersey",0,397,89.4
"88","New Jersey",1,46,10.4
"89","New Jersey",2,1,0.2
"90","New Mexico",0,412,92.8
"91","New Mexico",1,32,7.2
"92","New York",0,396,89.2
"93","New York",1,47,10.6
"94","New York",2,1,0.2
"95","North Carolina",0,394,88.7
"96","North Carolina",1,48,10.8
"97","North Carolina",2,2,0.5
"98","North Dakota",0,321,72.3
"99","North Dakota",1,102,23
"100","North Dakota",2,21,4.7
"101","Ohio",0,388,87.4
"102","Ohio",1,53,11.9
"103","Ohio",2,3,0.7
"104","Oklahoma",0,377,84.9
"105","Oklahoma",1,64,14.4
"106","Oklahoma",2,3,0.7
"107","Oregon",0,411,92.6
"108","Oregon",1,32,7.2
"109","Oregon",2,1,0.2
"110","Pennsylvania",0,390,87.8
"111","Pennsylvania",1,51,11.5
"112","Pennsylvania",2,3,0.7
"113","Rhode Island",0,410,92.3
"114","Rhode Island",1,33,7.4
"115","Rhode Island",2,1,0.2
"116","South Carolina",0,399,89.9
"117","South Carolina",1,43,9.7
"118","South Carolina",2,2,0.5
"119","South Dakota",0,327,73.6
"120","South Dakota",1,105,23.6
"121","South Dakota",2,12,2.7
"122","Tennessee",0,373,84
"123","Tennessee",1,66,14.9
"124","Tennessee",2,5,1.1
"125","Texas",0,399,89.9
"126","Texas",1,45,10.1
"127","Utah",0,398,89.6
"128","Utah",1,44,9.9
"129","Utah",2,2,0.5
"130","Vermont",0,374,84.2
"131","Vermont",1,66,14.9
"132","Vermont",2,4,0.9
"133","Virginia",0,399,89.9
"134","Virginia",1,43,9.7
"135","Virginia",2,2,0.5
"136","Washington",0,410,92.3
"137","Washington",1,34,7.7
"138","West Virginia",0,377,84.9
"139","West Virginia",1,60,13.5
"140","West Virginia",2,7,1.6
"141","Wisconsin",0,383,86.3
"142","Wisconsin",1,57,12.8
"143","Wisconsin",2,4,0.9
"144","Wyoming",0,368,82.9
"145","Wyoming",1,71,16
"146","Wyoming",2,5,1.1
