"","full_name","variable.rounded","freq","percentage"
"1","Alabama",0,74,61.7
"2","Alabama",1,41,34.2
"3","Alabama",2,5,4.2
"4","Alaska",0,78,65
"5","Alaska",1,34,28.3
"6","Alaska",2,8,6.7
"7","Arizona",0,58,48.3
"8","Arizona",1,49,40.8
"9","Arizona",2,12,10
"10","Arizona",3,1,0.8
"11","Arkansas",0,75,62.5
"12","Arkansas",1,41,34.2
"13","Arkansas",2,2,1.7
"14","Arkansas",3,2,1.7
"15","California",0,72,60
"16","California",1,43,35.8
"17","California",2,5,4.2
"18","Colorado",0,62,51.7
"19","Colorado",1,49,40.8
"20","Colorado",2,9,7.5
"21","Connecticut",0,75,62.5
"22","Connecticut",1,42,35
"23","Connecticut",2,3,2.5
"24","Delaware",0,77,64.2
"25","Delaware",1,35,29.2
"26","Delaware",2,8,6.7
"27","District of Columbia",0,78,65
"28","District of Columbia",1,35,29.2
"29","District of Columbia",2,6,5
"30","District of Columbia",3,1,0.8
"31","Florida",0,73,60.8
"32","Florida",1,37,30.8
"33","Florida",2,10,8.3
"34","Georgia",0,78,65
"35","Georgia",1,38,31.7
"36","Georgia",2,4,3.3
"37","Hawaii",0,87,72.5
"38","Hawaii",1,20,16.7
"39","Hawaii",2,11,9.2
"40","Hawaii",3,2,1.7
"41","Idaho",0,73,60.8
"42","Idaho",1,44,36.7
"43","Idaho",2,3,2.5
"44","Illinois",0,75,62.5
"45","Illinois",1,44,36.7
"46","Illinois",2,1,0.8
"47","Indiana",0,76,63.3
"48","Indiana",1,40,33.3
"49","Indiana",2,4,3.3
"50","Iowa",0,80,66.7
"51","Iowa",1,36,30
"52","Iowa",2,4,3.3
"53","Kansas",0,81,67.5
"54","Kansas",1,35,29.2
"55","Kansas",2,4,3.3
"56","Kentucky",0,77,64.2
"57","Kentucky",1,38,31.7
"58","Kentucky",2,5,4.2
"59","Louisiana",0,77,64.2
"60","Louisiana",1,35,29.2
"61","Louisiana",2,8,6.7
"62","Maine",0,84,70
"63","Maine",1,33,27.5
"64","Maine",2,3,2.5
"65","Maryland",0,77,64.2
"66","Maryland",1,37,30.8
"67","Maryland",2,6,5
"68","Massachusetts",0,81,67.5
"69","Massachusetts",1,38,31.7
"70","Massachusetts",2,1,0.8
"71","Michigan",0,82,68.3
"72","Michigan",1,34,28.3
"73","Michigan",2,4,3.3
"74","Minnesota",0,73,60.8
"75","Minnesota",1,40,33.3
"76","Minnesota",2,6,5
"77","Minnesota",3,1,0.8
"78","Mississippi",0,72,60
"79","Mississippi",1,43,35.8
"80","Mississippi",2,5,4.2
"81","Missouri",0,78,65
"82","Missouri",1,38,31.7
"83","Missouri",2,4,3.3
"84","Montana",0,88,73.3
"85","Montana",1,28,23.3
"86","Montana",2,4,3.3
"87","Nebraska",0,85,70.8
"88","Nebraska",1,32,26.7
"89","Nebraska",2,3,2.5
"90","Nevada",0,62,51.7
"91","Nevada",1,45,37.5
"92","Nevada",2,13,10.8
"93","New Hampshire",0,76,63.3
"94","New Hampshire",1,38,31.7
"95","New Hampshire",2,6,5
"96","New Jersey",0,80,66.7
"97","New Jersey",1,34,28.3
"98","New Jersey",2,6,5
"99","New Mexico",0,62,51.7
"100","New Mexico",1,45,37.5
"101","New Mexico",2,12,10
"102","New Mexico",3,1,0.8
"103","New York",0,77,64.2
"104","New York",1,39,32.5
"105","New York",2,4,3.3
"106","North Carolina",0,78,65
"107","North Carolina",1,37,30.8
"108","North Carolina",2,5,4.2
"109","North Dakota",0,82,68.3
"110","North Dakota",1,35,29.2
"111","North Dakota",2,3,2.5
"112","Ohio",0,78,65
"113","Ohio",1,39,32.5
"114","Ohio",2,3,2.5
"115","Oklahoma",0,74,61.7
"116","Oklahoma",1,43,35.8
"117","Oklahoma",2,2,1.7
"118","Oklahoma",3,1,0.8
"119","Oregon",0,79,65.8
"120","Oregon",1,36,30
"121","Oregon",2,5,4.2
"122","Pennsylvania",0,79,65.8
"123","Pennsylvania",1,38,31.7
"124","Pennsylvania",2,3,2.5
"125","Rhode Island",0,78,65
"126","Rhode Island",1,39,32.5
"127","Rhode Island",2,3,2.5
"128","South Carolina",0,82,68.3
"129","South Carolina",1,34,28.3
"130","South Carolina",2,4,3.3
"131","South Dakota",0,84,70
"132","South Dakota",1,34,28.3
"133","South Dakota",2,2,1.7
"134","Tennessee",0,70,58.3
"135","Tennessee",1,43,35.8
"136","Tennessee",2,7,5.8
"137","Texas",0,68,56.7
"138","Texas",1,43,35.8
"139","Texas",2,9,7.5
"140","Utah",0,73,60.8
"141","Utah",1,38,31.7
"142","Utah",2,9,7.5
"143","Vermont",0,78,65
"144","Vermont",1,37,30.8
"145","Vermont",2,5,4.2
"146","Virginia",0,79,65.8
"147","Virginia",1,37,30.8
"148","Virginia",2,4,3.3
"149","Washington",0,75,62.5
"150","Washington",1,42,35
"151","Washington",2,3,2.5
"152","West Virginia",0,81,67.5
"153","West Virginia",1,39,32.5
"154","Wisconsin",0,80,66.7
"155","Wisconsin",1,35,29.2
"156","Wisconsin",2,5,4.2
"157","Wyoming",0,78,65
"158","Wyoming",1,35,29.2
"159","Wyoming",2,7,5.8
